trade_date,AUD,BRL,CAD,CHF,CLP,CNH,CNY,COP,CZK,DKK,EUR,GBP,HKD,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RUB,SAR,SEK,SGD,THB,TRY,TWD,ZAR
2013-05-14,0.9878,0.4962,0.9825,1.0354,0.0017324,0.1628,,,0.049975,0.1736,1.2937,1.5221,0.12884,0.0044,,0.274507,,0.008132,0.00978,,0.08196,,0.1715,0.8183,,0.3107,0.03068,,0.149934,0.8043,0.033704,0.55081,,0.108239
2013-05-15,0.9872,0.4937,0.9827,1.0355,0.0017324,0.1627,,,0.04943,0.1727,1.2876,1.5221,0.12883,0.00441,,0.273396,,0.008128,0.009774,,0.08177,,0.1709,0.8222,,0.3078,0.03068,,0.149804,0.802,0.033602,0.54813,,0.107841
2013-05-16,0.9837,0.494,0.9835,1.0402,0.0017324,0.1628,,,0.049656,0.1732,1.2908,1.5307,0.12881,0.00443,,0.274869,,0.008131,0.009799,,0.08153,,0.1718,0.8182,,0.3083,0.03068,,0.15043,0.7989,0.033636,0.5444,,0.107197
2013-05-17,0.9736,0.4909,0.9723,1.0277,0.0017324,0.1627,,,0.04925,0.1721,1.2828,1.5171,0.12882,0.00441,,0.272673,,0.008098,0.009691,,0.08102,,0.1707,0.8067,,0.3074,0.03068,,0.14935,0.7947,0.033512,0.54307,,0.106295
2013-05-20,0.9818,0.4907,0.9778,1.035,0.0017324,0.163,,,0.049272,0.1731,1.2897,1.5269,0.12884,0.00443,,0.272769,,0.008132,0.009778,,0.08142,,0.1716,0.8177,,0.3082,0.03068,,0.150428,0.7974,0.033557,0.54333,,0.105961
2013-05-21,0.9803,0.4909,0.9737,1.0306,0.0017324,0.1631,,,0.049531,0.1731,1.2901,1.5152,0.12885,0.00446,,0.273008,,0.008133,0.009751,,0.08123,,0.1726,0.816,,0.3085,0.03068,,0.151087,0.7937,0.03358,0.54277,,0.104624
2013-05-22,0.9688,0.489,0.9635,1.0206,0.0017324,0.163,,,0.049161,0.1723,1.2843,1.5037,0.12884,0.00443,,0.269906,,0.008083,0.00969,,0.08066,,0.1717,0.8069,,0.3066,0.03068,,0.150444,0.7895,0.033456,0.54054,,0.104461
2013-05-23,0.9738,0.4892,0.9704,1.0317,0.0017324,0.1632,,,0.049452,0.1735,1.2932,1.5105,0.12882,0.00445,,0.270139,,0.008084,0.009815,,0.0806,,0.1716,0.8145,,0.3079,0.03068,,0.150507,0.7916,0.033445,0.54192,,0.10488
2013-05-24,0.9655,0.4883,0.9691,1.042,0.0017324,0.1633,,,0.049915,0.1735,1.2933,1.5136,0.12881,0.00447,,0.270695,,0.008074,0.009902,,0.07975,,0.1715,0.8086,,0.3083,0.03068,,0.150523,0.7908,0.033389,0.54142,,0.104296
2013-05-27,0.9636,0.4867,0.9678,1.0379,0.0017324,0.1635,,,0.049887,0.1735,1.2934,1.5104,0.1288,0.00447,,0.269302,,0.008058,0.009893,,0.08015,,0.1711,0.8085,,0.308,0.03068,,0.150519,0.7929,0.033478,0.54165,,0.104155
2013-05-28,0.964,0.4832,0.963,1.0276,0.0017324,0.1634,,,0.049657,0.1727,1.2875,1.5064,0.1288,0.00448,,0.269745,,0.008061,0.009796,,0.07944,,0.17,0.8103,,0.307,0.03068,,0.149225,0.7879,0.033245,0.53845,,0.102359
2013-05-29,0.9634,0.4742,0.9655,1.0381,0.0017324,0.163,,,0.049966,0.1735,1.2935,1.5124,0.1288,0.00446,,0.270673,,0.008116,0.009886,,0.07884,,0.1696,0.8126,,0.3046,0.03068,,0.150256,0.7897,0.033124,0.53657,,0.10155
2013-05-30,0.9669,0.4742,0.9709,1.0487,0.0017324,0.163,,,0.05069,0.175,1.3045,1.5219,0.1288,0.00444,,0.271569,,0.008164,0.009906,,0.07824,,0.1717,0.8081,,0.305,0.03068,,0.152397,0.7952,0.03319,0.53385,,0.099709
2013-05-31,0.9573,0.4665,0.9646,1.0418,0.0017324,0.1626,,,0.05048,0.1741,1.298,1.5182,0.12882,0.00438,,0.270856,,0.00815,0.009934,,0.0779,,0.1702,0.7941,,0.3037,0.03068,,0.1508,0.7894,0.032895,0.53348,,0.099053
2013-06-03,0.9756,0.47,0.9731,1.0562,0.0017324,0.1632,,,0.050901,0.1754,1.3074,1.5326,0.12882,0.00446,,0.272532,,0.008188,0.010057,,0.07849,,0.1722,0.8083,,0.3073,0.03068,,0.152912,0.7986,0.032938,0.53118,,0.101721
2013-06-04,0.9635,0.4681,0.9665,1.0559,0.0017324,0.1632,,,0.050624,0.1755,1.3081,1.5304,0.12885,0.00445,,0.272509,,0.008185,0.009995,,0.07849,,0.1721,0.7998,,0.3088,0.03068,,0.152355,0.7982,0.032841,0.53208,,0.101571
2013-06-05,0.9526,0.4686,0.9663,1.0619,0.0017324,0.1632,,,0.050752,0.1755,1.3086,1.5402,0.12884,0.00439,,0.27271,,0.008204,0.010082,,0.07783,,0.172,0.7934,,0.3049,0.03068,,0.151602,0.8005,0.032744,0.52899,,0.099859
2013-06-06,0.9611,0.47,0.9744,1.0755,0.0017324,0.1632,,,0.051579,0.1776,1.3246,1.5607,0.12883,0.00445,,0.276129,,0.008299,0.010286,,0.07783,,0.1741,0.8032,,0.3079,0.03068,,0.152908,0.8033,0.032701,0.52801,,0.100954
2013-06-07,0.9495,0.4676,0.979,1.0694,0.0017324,0.1628,,,0.051749,0.1774,1.3223,1.5558,0.12882,0.00447,,0.276847,,0.008283,0.010264,,0.0783,,0.1731,0.7883,,0.3119,0.03068,,0.152279,0.8011,0.032648,0.53342,,0.100244
2013-06-10,0.9476,0.466,0.9812,1.072,0.0017324,0.1626,,,0.051574,0.1779,1.3261,1.5584,0.12881,0.00443,,0.275096,,0.008292,0.010131,,0.07782,,0.1737,0.7909,,0.3111,0.03068,,0.152075,0.7953,0.032489,0.52726,,0.098476
2013-06-11,0.9444,0.4682,0.9812,1.0817,0.0017324,0.1627,,,0.051935,0.1785,1.3307,1.5641,0.12879,0.00448,,0.275467,,0.0083,0.010402,,0.07817,,0.1731,0.7883,,0.312,0.03068,,0.152635,0.7981,0.032331,0.52966,,0.09957
2013-06-12,0.9488,0.4652,0.979,1.0845,0.0017324,0.1628,,,0.052087,0.1787,1.3329,1.5676,0.12879,0.0045,,0.276022,,0.008306,0.010452,,0.07766,,0.1737,0.7975,,0.3125,0.03068,,0.153662,0.7966,0.0323,0.5324,,0.099159
2013-06-13,0.9605,0.467,0.982,1.0848,0.0017324,0.1629,,,0.052003,0.1789,1.3345,1.5696,0.12878,0.00456,,0.277024,,0.008313,0.010542,,0.07849,,0.1738,0.8041,,0.3158,0.03068,,0.154114,0.8001,0.03251,0.53691,,0.101044
2013-06-14,0.96,0.4665,0.9832,1.0841,0.0017324,0.163,,,0.051831,0.1789,1.334,1.5703,0.12884,0.00458,,0.277755,,0.008316,0.010606,,0.07866,,0.1749,0.8064,,0.314,0.03068,,0.155395,0.7993,0.032712,0.53772,,0.100448
2013-06-17,0.9528,0.4606,0.9805,1.0817,0.0017324,0.1631,,,0.052085,0.1789,1.3342,1.5693,0.12887,0.00458,,0.277816,,0.008312,0.010542,,0.07795,,0.1744,0.798,,0.315,0.03068,,0.154328,0.7966,0.032563,0.53313,,0.100351
2013-06-18,0.949,0.4603,0.9802,1.0874,0.0017324,0.163,,,0.052253,0.1797,1.3404,1.5651,0.12889,0.00456,,0.278761,,0.008354,0.010494,,0.07756,,0.1746,0.8004,,0.3145,0.03068,,0.155292,0.7928,0.032404,0.52994,,0.100004
2013-06-19,0.9344,0.4548,0.9722,1.0753,0.0017324,0.1631,,,0.05168,0.1779,1.3273,1.5486,0.12893,0.00446,,0.277116,,0.008222,0.010371,,0.07639,,0.1731,0.7876,,0.3103,0.03068,,0.154837,0.7895,0.032362,0.52587,,0.098791
2013-06-20,0.9175,0.4399,0.9622,1.0778,0.0017324,0.1631,,,0.051097,0.1769,1.3196,1.5478,0.12896,0.0044,,0.274507,,0.008163,0.010284,,0.0744,,0.1665,0.7721,,0.3034,0.03068,,0.151985,0.7837,0.032082,0.513,,0.097057
2013-06-21,0.9247,0.4452,0.9563,1.0705,0.0017324,0.1631,,,0.050754,0.1762,1.3139,1.5428,0.12889,0.00439,,0.274869,,0.008125,0.010227,,0.07526,,0.1646,0.7772,,0.303,0.03068,,0.149631,0.7844,0.032092,0.51605,,0.098323
2013-06-24,0.9274,0.4491,0.9528,1.0718,0.0017324,0.1628,,,0.050813,0.1759,1.3123,1.5442,0.12891,0.0044,,0.275824,,0.008108,0.010233,,0.07524,,0.1632,0.7769,,0.3028,0.03068,,0.148098,0.7845,0.032175,0.51382,,0.099437
2013-06-25,0.9262,0.4519,0.9508,1.0664,0.0017324,0.1628,,,0.050693,0.1755,1.309,1.5426,0.12889,0.00441,,0.277208,,0.008092,0.010229,,0.07555,,0.1637,0.7739,,0.302,0.03068,,0.148781,0.7885,0.032227,0.5165,,0.098961
2013-06-26,0.9264,0.4571,0.9536,1.0599,0.0017324,0.1626,,,0.050218,0.1743,1.3004,1.5312,0.12888,0.00439,,0.274876,,0.008055,0.010218,,0.07592,,0.1636,0.7777,,0.2995,0.03068,,0.148074,0.7847,0.032113,0.51642,,0.098626
2013-06-27,0.9278,0.4577,0.9542,1.0585,0.0017324,0.1627,,,0.049978,0.1749,1.3048,1.5261,0.1289,0.00441,,0.276304,,0.008102,0.010164,,0.07707,,0.1657,0.7788,,0.3018,0.03068,,0.148683,0.7898,0.032092,0.52127,,0.100478
2013-06-28,0.9158,0.4493,0.9521,1.0595,0.0017324,0.163,,,0.050044,0.1746,1.3019,1.5212,0.12893,0.00442,,0.274891,,0.008076,0.010084,,0.07718,,0.1647,0.7753,,0.301,0.03068,,0.149134,0.7895,0.032165,0.51854,,0.101221
2013-07-01,0.9231,0.4489,0.9523,1.0574,0.0017324,0.1631,,,0.050163,0.1751,1.3059,1.5207,0.12894,0.00444,,0.275247,,0.008087,0.010028,,0.07741,,0.164,0.7806,,0.3016,0.03068,,0.149781,0.791,0.032331,0.51951,,0.100788
2013-07-02,0.9146,0.4442,0.9487,1.0519,0.0017324,0.1631,,,0.049768,0.174,1.2977,1.5154,0.12898,0.00442,,0.274899,,0.008015,0.009941,,0.07649,,0.1633,0.7745,,0.2989,0.03068,,0.148653,0.7865,0.032279,0.51709,,0.100162
2013-07-03,0.9064,0.4413,0.9505,1.0551,0.0017324,0.1631,,,0.04986,0.1743,1.3001,1.5272,0.12897,0.00442,,0.274922,,0.00803,0.01001,,0.07695,,0.1635,0.777,,0.3014,0.03068,,0.149479,0.7854,0.032175,0.51366,,0.098854
2013-07-04,0.9142,0.4412,0.9512,1.0456,0.0017324,0.1631,,,0.049936,0.1732,1.2918,1.5074,0.12897,0.0044,,0.274078,,0.007992,0.010004,,0.0773,,0.1637,0.7836,,0.3023,0.03068,,0.149939,0.7854,0.032175,0.51469,,0.099648
2013-07-05,0.9066,0.444,0.9453,1.0378,0.0017324,0.1629,,,0.049387,0.172,1.2831,1.4901,0.12895,0.00434,,0.273403,,0.007922,0.009883,,0.07639,,0.1601,0.7708,,0.2979,0.03068,,0.147089,0.7813,0.031959,0.50872,,0.09816
2013-07-08,0.9142,0.4431,0.9472,1.038,0.0017324,0.163,,,0.049582,0.1726,1.2875,1.4949,0.12893,0.00437,,0.273172,,0.007911,0.009903,,0.07773,,0.1628,0.7815,,0.2985,0.03068,,0.14753,0.7817,0.031837,0.51343,,0.098458
2013-07-09,0.9191,0.4424,0.9498,1.0284,0.0017324,0.1629,,,0.049447,0.1714,1.2787,1.4869,0.12892,0.00437,,0.27383,,0.007885,0.009907,,0.07762,,0.1617,0.7868,,0.2959,0.03068,,0.147421,0.7826,0.03201,0.51549,,0.099783
2013-07-10,0.9115,0.4401,0.9519,1.0357,0.0017324,0.1629,,,0.049664,0.1727,1.2882,1.4923,0.12892,0.00438,,0.274944,,0.007952,0.009982,,0.07723,,0.1633,0.7787,,0.2968,0.03068,,0.147966,0.7845,0.03201,0.5119,,0.099764
2013-07-11,0.9176,0.4423,0.9639,1.0567,0.0017324,0.163,,,0.050493,0.1756,1.3097,1.5192,0.12891,0.00449,,0.277616,,0.008125,0.010098,,0.07817,,0.1649,0.7841,,0.3035,0.03068,,0.150087,0.7935,0.032134,0.51182,,0.1001
2013-07-12,0.9059,0.4406,0.9624,1.0563,0.0017324,0.1629,,,0.050276,0.1751,1.3061,1.5104,0.12889,0.00447,,0.27787,,0.008151,0.010062,,0.07791,,0.1649,0.7787,,0.304,0.03068,,0.149909,0.7921,0.032103,0.51099,,0.100225
2013-07-15,0.9098,0.4486,0.9597,1.0551,0.0017324,0.1628,,,0.050272,0.1752,1.3066,1.5104,0.12888,0.00447,,0.279478,,0.00819,0.010014,,0.07882,,0.1648,0.7813,,0.3045,0.03068,,0.149777,0.792,0.032144,0.51754,,0.10115
2013-07-16,0.9244,0.4444,0.9643,1.0638,0.0017324,0.163,,,0.050791,0.1765,1.3161,1.5148,0.1289,0.0045,,0.280828,,0.008277,0.010083,,0.07921,,0.167,0.7887,,0.3094,0.03068,,0.151851,0.7942,0.032206,0.52043,,0.101318
2013-07-17,0.9225,0.4479,0.96,1.0625,0.0017324,0.163,,,0.050612,0.1758,1.3112,1.5209,0.1289,0.00448,,0.279501,,0.008262,0.010042,,0.07975,,0.167,0.7892,,0.3089,0.03068,,0.152154,0.7922,0.032185,0.52326,,0.101554
2013-07-18,0.9166,0.4498,0.963,1.0579,0.0017324,0.1628,,,0.050551,0.1757,1.3102,1.5218,0.1289,0.00444,,0.279267,,0.008236,0.009951,,0.07995,,0.1671,0.7902,,0.3088,0.03068,,0.152001,0.7895,0.032227,0.52026,,0.100647
2013-07-19,0.9193,0.4469,0.9645,1.0624,0.0017324,0.163,,,0.050645,0.1761,1.3136,1.5262,0.1289,0.00444,,0.280191,,0.008259,0.009978,,0.07983,,0.1675,0.794,,0.3103,0.03068,,0.152947,0.7901,0.032237,0.52168,,0.101322
2013-07-22,0.9244,0.4478,0.967,1.0681,0.0017324,0.163,,,0.050876,0.1768,1.3189,1.5357,0.12889,0.00448,,0.280112,,0.008286,0.010042,,0.07995,,0.1684,0.7955,,0.3131,0.03068,,0.15414,0.7933,0.032331,0.52263,,0.101705
2013-07-23,0.9296,0.4505,0.9727,1.0701,0.0017324,0.163,,,0.051016,0.1774,1.3234,1.5391,0.12891,0.00447,,0.280002,,0.008317,0.010056,,0.08002,,0.1704,0.8002,,0.315,0.03068,,0.155188,0.7917,0.032331,0.52582,,0.103044
2013-07-24,0.9156,0.4447,0.9693,1.0664,0.0017324,0.163,,,0.051,0.1769,1.3195,1.5314,0.1289,0.00445,,0.278917,,0.008247,0.009983,,0.07912,,0.1686,0.7931,,0.312,0.03068,,0.153459,0.7881,0.032216,0.52026,,0.102119
2013-07-25,0.9214,0.444,0.9723,1.0732,0.0017324,0.1629,,,0.05109,0.1776,1.3243,1.536,0.12891,0.00445,,0.279353,,0.008281,0.010043,,0.07895,,0.1686,0.8057,,0.3122,0.03068,,0.153903,0.7891,0.032196,0.51824,,0.10214
2013-07-26,0.926,0.444,0.9725,1.0768,0.0017324,0.163,,,0.051246,0.178,1.3275,1.5383,0.12892,0.00447,,0.279049,,0.008331,0.010184,,0.07894,,0.1693,0.8084,,0.3138,0.03068,,0.154641,0.7913,0.032113,0.5194,,0.102124
2013-07-29,0.9201,0.4411,0.975,1.0748,0.0017324,0.163,,,0.051349,0.1779,1.3266,1.5357,0.12892,0.00445,,0.279603,,0.008372,0.010218,,0.07851,,0.1684,0.8026,,0.3153,0.03068,,0.15445,0.7897,0.032092,0.51956,,0.102098
2013-07-30,0.9063,0.4388,0.97,1.0762,0.0017324,0.163,,,0.051368,0.1779,1.3264,1.5244,0.12895,0.00443,,0.279533,,0.008392,0.010207,,0.07832,,0.1684,0.7979,,0.3138,0.03068,,0.15276,0.7868,0.03199,0.52002,,0.102051
2013-07-31,0.9009,0.4393,0.9759,1.0831,0.0017324,0.1631,,,0.051401,0.1789,1.3338,1.5251,0.12894,0.00445,,0.280379,,0.008429,0.010231,,0.07841,,0.1701,0.8011,,0.3138,0.03068,,0.154176,0.787,0.03198,0.51712,,0.101459
2013-08-01,0.8936,0.4343,0.9667,1.0678,0.0017324,0.1631,,,0.050824,0.1773,1.3215,1.5123,0.12893,0.0044,,0.280497,,0.008379,0.010051,,0.0779,,0.1682,0.7878,,0.3099,0.03068,,0.151327,0.7835,0.031908,0.51374,,0.100369
2013-08-02,0.8908,0.4384,0.9625,1.0767,0.0017324,0.1632,,,0.051399,0.1782,1.3285,1.5285,0.12893,0.00446,,0.280568,,0.008422,0.010112,,0.07895,,0.1684,0.7839,,0.3138,0.03068,,0.151557,0.7865,0.03198,0.51918,,0.101552
2013-08-05,0.8911,0.4344,0.9644,1.0774,0.0017324,0.1633,,,0.051149,0.1778,1.3258,1.5348,0.12892,0.00444,,0.281484,,0.008408,0.010172,,0.07894,,0.1688,0.7809,,0.3147,0.03068,,0.15187,0.7878,0.031888,0.51792,,0.101557
2013-08-06,0.8985,0.4351,0.9647,1.08,0.0017324,0.1634,,,0.05125,0.1784,1.3306,1.5357,0.12893,0.00445,,0.281913,,0.008439,0.010241,,0.07901,,0.1689,0.7912,,0.3163,0.03068,,0.152616,0.7893,0.031857,0.51924,,0.100631
2013-08-07,0.899,0.4332,0.9594,1.085,0.0017324,0.1635,,,0.051426,0.1788,1.3332,1.5497,0.12892,0.00445,,0.28177,,0.008443,0.010376,,0.07848,,0.1691,0.7961,,0.3164,0.03068,,0.153431,0.7893,0.031847,0.5184,,0.10063
2013-08-08,0.912,0.4383,0.9693,1.0874,0.0017324,0.1636,,,0.051822,0.1795,1.3387,1.5546,0.12893,0.00449,,0.28323,,0.008475,0.010359,,0.0794,,0.1692,0.8027,,0.3193,0.03068,,0.154019,0.7942,0.032062,0.52051,,0.101868
2013-08-09,0.9213,0.4408,0.973,1.084,0.0017324,0.1634,,,0.051643,0.1788,1.3341,1.5513,0.12894,0.0045,,0.283078,,0.008447,0.010381,,0.07942,,0.1707,0.8057,,0.3187,0.03068,,0.153797,0.7955,0.032031,0.5214,,0.102231
2013-08-12,0.9156,0.4381,0.9713,1.0811,0.0017324,0.1634,,,0.051547,0.1784,1.331,1.5472,0.12894,0.00448,,0.282215,,0.008405,0.010343,,0.07897,,0.1705,0.8007,,0.3174,0.03068,,0.153308,0.7925,0.032,0.52037,,0.101486
2013-08-13,0.9101,0.4325,0.9667,1.0715,0.0017324,0.1634,,,0.051263,0.1778,1.326,1.5446,0.12895,0.00445,,0.281191,,0.00831,0.01018,,0.07858,,0.1699,0.7961,,0.316,0.03068,,0.152929,0.7886,0.03198,0.51757,,0.100328
2013-08-14,0.9143,0.4308,0.9679,1.0696,0.0017324,0.1636,,,0.051422,0.1778,1.3259,1.5506,0.12895,0.00443,,0.279713,,0.008286,0.01019,,0.07845,,0.1699,0.8036,,0.3152,0.03068,,0.15365,0.7872,0.03199,0.51722,,0.100322
2013-08-15,0.9138,0.4273,0.9707,1.0803,0.0017324,0.1637,,,0.05172,0.179,1.3347,1.564,0.12896,0.00447,,0.280796,,0.008313,0.010268,,0.07795,,0.1691,0.8075,,0.3157,0.03068,,0.153676,0.7881,0.031969,0.51709,,0.100136
2013-08-16,0.9199,0.4193,0.9686,1.0798,0.0017324,0.1637,,,0.05173,0.1788,1.3336,1.5641,0.12896,0.00444,,0.279994,,0.00833,0.010248,,0.07745,,0.1693,0.8114,,0.315,0.03068,,0.153659,0.7878,0.03198,0.51469,,0.099394
2013-08-19,0.9125,0.4132,0.9667,1.083,0.0017324,0.1635,,,0.051625,0.1789,1.3342,1.5657,0.12895,0.00444,,0.279783,,0.008328,0.010247,,0.07656,,0.1691,0.8074,,0.314,0.03068,,0.153792,0.7832,0.031847,0.51224,,0.098175
2013-08-20,0.9093,0.4172,0.9627,1.0904,0.0017324,0.1635,,,0.052052,0.1799,1.3419,1.5677,0.12895,0.00448,,0.281627,,0.008346,0.010286,,0.07707,,0.1682,0.7983,,0.3172,0.03068,,0.154254,0.7846,0.031606,0.51343,,0.098613
2013-08-21,0.9025,0.4083,0.9561,1.0854,0.0017324,0.1635,,,0.051969,0.1793,1.3376,1.5698,0.12896,0.00446,,0.28023,,0.00832,0.01023,,0.07601,,0.1652,0.7892,,0.3155,0.03068,,0.152658,0.7819,0.031407,0.50697,,0.097521
2013-08-22,0.8999,0.409,0.9502,1.0825,0.0017324,0.1635,,,0.05194,0.179,1.3353,1.5585,0.12893,0.00446,,0.278761,,0.008294,0.010144,,0.07589,,0.1637,0.7823,,0.3144,0.03068,,0.153238,0.7794,0.031211,0.50161,,0.097167
2013-08-23,0.9031,0.4238,0.9515,1.0847,0.0017324,0.1636,,,0.052116,0.1794,1.3382,1.5573,0.12894,0.00449,,0.278637,,0.008328,0.010134,,0.07685,,0.1662,0.7814,,0.3163,0.03068,,0.154076,0.7817,0.031319,0.50236,,0.097623
2013-08-26,0.903,0.4199,0.9521,1.0833,0.0017324,0.1636,,,0.052105,0.1793,1.3373,1.5577,0.12894,0.00448,,0.277208,,0.008322,0.010138,,0.07588,,0.1656,0.7851,,0.3161,0.03068,,0.153518,0.7806,0.03127,0.50128,,0.096803
2013-08-27,0.8982,0.4215,0.9536,1.089,0.0017324,0.1635,,,0.052036,0.1794,1.3386,1.5541,0.12893,0.00444,,0.273276,,0.008327,0.0103,,0.07542,,0.1662,0.7797,,0.3149,0.03068,,0.154074,0.7792,0.031075,0.49155,,0.096315
2013-08-28,0.8943,0.4285,0.9541,1.085,0.0017324,0.1635,,,0.051901,0.1788,1.3339,1.5527,0.12894,0.00444,,0.273725,,0.008349,0.010236,,0.07524,,0.1653,0.7795,,0.3115,0.03068,,0.153577,0.7828,0.031056,0.49152,,0.097111
2013-08-29,0.8933,0.4214,0.9498,1.0743,0.0017324,0.1635,,,0.051481,0.1776,1.3244,1.5499,0.12895,0.00441,,0.275778,,0.008336,0.010177,,0.07492,,0.1642,0.7773,,0.309,0.03068,,0.151906,0.7842,0.031124,0.49259,,0.096584
2013-08-30,0.89,0.4197,0.9495,1.0743,0.0017324,0.1635,,,0.051317,0.1771,1.3208,1.5495,0.12896,0.00439,,0.275444,,0.008336,0.010187,,0.07479,,0.1634,0.7733,,0.3092,0.03068,,0.150841,0.7841,0.031104,0.48931,,0.097453
2013-09-02,0.8981,0.4214,0.9489,1.07,0.0017324,0.1635,,,0.051402,0.1769,1.3194,1.5536,0.12896,0.00439,,0.27648,,0.008308,0.010065,,0.07498,,0.1644,0.7811,,0.3098,0.03068,,0.151449,0.7849,0.03123,0.49517,,0.097582
2013-09-03,0.9053,0.4228,0.9491,1.0679,0.0017324,0.1635,,,0.051021,0.1765,1.3169,1.5563,0.12895,0.00435,,0.273688,,0.008252,0.010053,,0.07452,,0.1646,0.7793,,0.308,0.03068,,0.151016,0.7822,0.031085,0.48532,,0.096823
2013-09-04,0.9169,0.4237,0.9529,1.0683,0.0017324,0.1636,,,0.051306,0.1771,1.3207,1.5623,0.12895,0.00439,,0.274725,,0.008254,0.010025,,0.07508,,0.1649,0.7909,,0.3086,0.03068,,0.15157,0.7843,0.031095,0.4865,,0.097495
2013-09-05,0.912,0.4305,0.9521,1.0583,0.0017324,0.1635,,,0.050949,0.1759,1.312,1.5591,0.12894,0.00435,,0.273471,,0.008199,0.009987,,0.07468,,0.1631,0.7885,,0.3048,0.03068,,0.149432,0.7806,0.03095,0.48365,,0.097649
2013-09-06,0.919,0.4352,0.9616,1.0663,0.0017324,0.1636,,,0.051085,0.1767,1.3181,1.5634,0.12894,0.00439,,0.274213,,0.008226,0.010077,,0.07573,,0.1646,0.8004,,0.308,0.03068,,0.150811,0.7846,0.030998,0.48869,,0.099791
2013-09-09,0.923,0.4391,0.9644,1.073,0.0017324,0.1638,,,0.051333,0.1778,1.3259,1.5701,0.12895,0.00442,,0.276794,,0.008262,0.01004,,0.07628,,0.1663,0.8019,,0.3104,0.03068,,0.152523,0.7885,0.031172,0.49368,,0.100436
2013-09-10,0.9312,0.4377,0.9665,1.0697,0.0017324,0.1636,,,0.051401,0.1779,1.3267,1.5731,0.12895,0.00443,,0.279197,,0.008248,0.009965,,0.07632,,0.1688,0.807,,0.3124,0.03068,,0.152884,0.7886,0.031133,0.49628,,0.100056
2013-09-11,0.9334,0.4395,0.969,1.0752,0.0017324,0.1637,,,0.051698,0.1785,1.331,1.5824,0.12896,0.00444,,0.280899,,0.008254,0.010006,,0.07653,,0.1692,0.8087,,0.3157,0.03068,,0.153266,0.7901,0.031332,0.49685,,0.101278
2013-09-12,0.9267,0.4392,0.9687,1.0749,0.0017324,0.1637,,,0.051506,0.1784,1.3303,1.5812,0.12897,0.00442,,0.281524,,0.008218,0.010056,,0.07639,,0.1699,0.8144,,0.3153,0.03068,,0.153537,0.7888,0.031601,0.49298,,0.100378
2013-09-13,0.925,0.4383,0.9672,1.0764,0.0017324,0.1636,,,0.051635,0.1785,1.3307,1.5879,0.12895,0.00443,,0.281635,,0.008195,0.010073,,0.07669,,0.1687,0.8148,,0.3165,0.03068,,0.152581,0.788,0.031387,0.49293,,0.100631
2013-09-16,0.9308,0.4384,0.9688,1.0781,0.0017324,0.1637,,,0.051797,0.1788,1.3333,1.5898,0.12896,0.00446,,0.282789,,0.008221,0.010085,,0.07713,,0.1692,0.8157,,0.3173,0.03068,,0.153549,0.7928,0.031501,0.49898,,0.101799
2013-09-17,0.9356,0.4431,0.9716,1.08,0.0017324,0.1637,,,0.051915,0.1791,1.3358,1.591,0.12897,0.0045,,0.28275,,0.008244,0.010088,,0.0773,,0.1695,0.8242,,0.317,0.03068,,0.154758,0.7942,0.031536,0.49995,,0.101966
2013-09-18,0.9504,0.4551,0.9795,1.0947,0.0017324,0.1637,,,0.052413,0.1811,1.3509,1.6111,0.12897,0.00458,,0.285331,,0.008333,0.010208,,0.07881,,0.1716,0.8374,,0.3244,0.03068,,0.156865,0.8014,0.031969,0.51256,,0.104223
2013-09-19,0.944,0.454,0.9746,1.0983,0.0017324,0.1637,,,0.052471,0.1814,1.3527,1.6034,0.12897,0.00456,,0.286279,,0.008364,0.010069,,0.07872,,0.1714,0.8369,,0.3218,0.03068,,0.15752,0.8021,0.032196,0.50976,,0.102972
2013-09-20,0.9406,0.451,0.9714,1.0984,0.0017324,0.1636,,,0.052421,0.1813,1.3521,1.6019,0.12898,0.00453,,0.284925,,0.008338,0.010064,,0.07775,,0.1688,0.8382,,0.3196,0.03068,,0.157144,0.7988,0.032154,0.50487,,0.101152
2013-09-23,0.9445,0.4544,0.973,1.0978,0.0017324,0.1636,,,0.051959,0.181,1.3496,1.6048,0.12898,0.00452,,0.282942,,0.008293,0.010117,,0.07813,,0.1691,0.8382,,0.3193,0.03068,,0.156693,0.8,0.032062,0.50352,,0.101613
2013-09-24,0.9394,0.4553,0.9709,1.096,0.0017324,0.1635,,,0.052032,0.1807,1.3477,1.6006,0.12897,0.0045,,0.282638,,0.008232,0.010121,,0.07761,,0.1675,0.8282,,0.3202,0.03068,,0.156331,0.798,0.031959,0.50068,,0.101612
2013-09-25,0.9362,0.4491,0.9697,1.0997,0.0017324,0.1634,,,0.052347,0.1813,1.3523,1.6077,0.12897,0.00451,,0.281239,,0.008233,0.010156,,0.07696,,0.1665,0.8247,,0.3205,0.03068,,0.155802,0.7969,0.032,0.4965,,0.100191
2013-09-26,0.9357,0.4457,0.9698,1.0988,0.0017324,0.1634,,,0.052639,0.1808,1.3488,1.6042,0.12896,0.0045,,0.280804,,0.008241,0.010122,,0.07663,,0.167,0.8284,,0.3188,0.03068,,0.155647,0.7972,0.032049,0.49414,,0.099987
