trade_date,AUD,BRL,CAD,CHF,CLP,CNH,CNY,COP,CZK,DKK,EUR,GBP,HKD,HUF,IDR,ILS,INR,ISK,JPY,KRW,MXN,MYR,NOK,NZD,PHP,PLN,RUB,SAR,SEK,SGD,THB,TRY,TWD,ZAR
1971-01-22,1.1204,,0.9884,0.2326,,,,,,0.1336,,2.4103,,,,,,,0.002794,,80.00001,0.3257,,1.1215,,,,,0.193701,,,,,
1971-01-25,1.1224,,0.989,0.2325,,,,,,0.1336,,2.4147,,,,,,,0.002795,,80.00001,0.326,,1.1236,,,,,0.193701,,,,,
1971-01-26,1.123,,0.9894,0.2326,,,,,,0.1336,,2.416,,,,,,,0.002795,,80.00001,0.3261,,1.1241,,,,,0.193648,,,,,
1971-01-27,1.123,,0.99,0.2327,,,,,,0.1336,,2.4161,,,,,,,0.002795,,80.00001,0.3262,,1.1242,,,,,0.193667,,,,,
1971-01-28,1.1234,,0.9911,0.2327,,,,,,0.1336,,2.4169,,,,,,,0.002795,,80.00001,0.3262,,1.1246,,,,,0.1936,,,,,
1971-01-29,1.1236,,0.9921,0.2328,,,,,,0.1336,,2.4174,,,,,,,0.002795,,80.00001,0.3263,,1.1248,,,,,0.193517,,,,,
1971-02-01,1.1241,,0.9925,0.2327,,,,,,0.1336,,2.4184,,,,,,,0.002796,,80.00001,0.3265,,1.1253,,,,,0.193132,,,,,
1971-02-02,1.124,,0.9914,0.2327,,,,,,0.1336,,2.4181,,,,,,,0.002797,,80.00001,0.3263,,1.1251,,,,,0.193132,,,,,
1971-02-03,1.1241,,0.9916,0.2327,,,,,,0.1336,,2.4184,,,,,,,0.002797,,80.00001,0.3263,,1.1253,,,,,0.193267,,,,,
1971-02-04,1.1233,,0.9923,0.2327,,,,,,0.1336,,2.4167,,,,,,,0.002797,,80.00001,0.3259,,1.1245,,,,,0.1933,,,,,
1971-02-05,1.1224,,0.9923,0.2327,,,,,,0.1336,,2.4147,,,,,,,0.002797,,80.00001,0.3258,,1.1235,,,,,0.19311,,,,,
1971-02-08,1.124,,0.9918,0.2327,,,,,,0.1336,,2.4182,,,,,,,0.002797,,80.00001,0.3259,,1.1252,,,,,0.193002,,,,,
1971-02-09,1.1226,,0.9918,0.2327,,,,,,0.1336,,2.4151,,,,,,,0.002797,,80.00001,0.3258,,1.1237,,,,,0.193009,,,,,
1971-02-10,1.1229,,0.9915,0.2327,,,,,,0.1335,,2.4159,,,,,,,0.002797,,80.00001,0.3261,,1.1241,,,,,0.193054,,,,,
1971-02-11,1.1229,,0.9915,0.2327,,,,,,0.1335,,2.4158,,,,,,,0.002797,,80.00001,0.3261,,1.124,,,,,0.193132,,,,,
1971-02-12,1.1229,,0.9915,0.2327,,,,,,0.1335,,2.4158,,,,,,,0.002797,,80.00001,0.3261,0.14,1.124,,,,,0.193132,,,,,
1971-02-15,1.1229,,0.9915,0.2327,,,,,,0.1335,,2.4158,,,,,,,0.002797,,80.00001,0.3261,0.14,1.124,,,,,0.193132,,,,,
1971-02-16,1.1245,,0.9917,0.2327,,,,,,0.1335,,2.4193,,,,,,,0.002797,,80.00001,0.3262,0.14,1.1257,,,,,0.193229,,,,,
1971-02-17,1.1245,,0.9914,0.2327,,,,,,0.1336,,2.4193,,,,,,,0.002797,,80.00001,0.3263,0.1401,1.1257,,,,,0.193401,,,,,
1971-02-18,1.1244,,0.9925,0.2327,,,,,,0.1336,,2.4191,,,,,,,0.002797,,80.00001,0.3263,0.14,1.1256,,,,,0.193424,,,,,
1971-02-19,1.1244,,0.9934,0.2328,,,,,,0.1336,,2.419,,,,,,,0.002797,,80.00001,0.3263,0.14,1.1255,,,,,0.193454,,,,,
1971-02-22,1.1245,,0.9957,0.2328,,,,,,0.1336,,2.4192,,,,,,,0.002796,,80.00001,0.3263,0.14,1.1256,,,,,0.193558,,,,,
1971-02-23,1.1245,,0.9965,0.2328,,,,,,0.1336,,2.4193,,,,,,,0.002797,,80.00001,0.3263,0.14,1.1257,,,,,0.193761,,,,,
1971-02-24,1.1245,,0.9926,0.2325,,,,,,0.1336,,2.4193,,,,,,,0.002796,,80.00001,0.3263,0.14,1.1257,,,,,0.193682,,,,,
1971-02-25,1.1238,,0.9934,0.2322,,,,,,0.1337,,2.4177,,,,,,,0.002797,,80.00001,0.3262,0.14,1.1249,,,,,0.193603,,,,,
1971-02-26,1.123,,0.993,0.2322,,,,,,0.1336,,2.416,,,,,,,0.002797,,80.00001,0.3261,0.14,1.1241,,,,,0.193603,,,,,
1971-03-01,1.1231,,0.9925,0.2322,,,,,,0.1336,,2.4162,,,,,,,0.002796,,80.00001,0.326,0.14,1.1242,,,,,0.193682,,,,,
1971-03-02,1.1241,,0.993,0.2323,,,,,,0.1336,,2.4184,,,,,,,0.002797,,80.00001,0.3261,0.14,1.1253,,,,,0.193656,,,,,
1971-03-03,1.1245,,0.9928,0.2323,,,,,,0.1337,,2.4193,,,,,,,0.002797,,80.00001,0.3262,0.1401,1.1257,,,,,0.193716,,,,,
1971-03-04,1.1239,,0.9936,0.2322,,,,,,0.1337,,2.4179,,,,,,,0.002798,,80.00001,0.3261,0.1401,1.125,,,,,0.193682,,,,,
1971-03-05,1.1241,,0.9953,0.2322,,,,,,0.1336,,2.4183,,,,,,,0.002796,,80.00001,0.3261,0.1401,1.1252,,,,,0.193682,,,,,
1971-03-08,1.1245,,0.997,0.2325,,,,,,0.1336,,2.4192,,,,,,,0.002797,,80.00001,0.3263,0.1401,1.1256,,,,,0.193667,,,,,
1971-03-09,1.1244,,0.996,0.2325,,,,,,0.1337,,2.4188,,,,,,,0.002798,,80.00001,0.3262,0.1402,1.1256,,,,,0.193633,,,,,
1971-03-10,1.1245,,0.9964,0.2323,,,,,,0.1337,,2.4192,,,,,,,0.002796,,80.00001,0.3262,0.1402,1.1256,,,,,0.193705,,,,,
1971-03-11,1.1243,,0.9951,0.2325,,,,,,0.1337,,2.4188,,,,,,,0.002797,,80.00001,0.3261,0.1401,1.1254,,,,,0.193663,,,,,
1971-03-12,1.1245,,0.9944,0.2325,,,,,,0.1337,,2.4193,,,,,,,0.002797,,80.00001,0.3262,0.1401,1.1257,,,,,0.193701,,,,,
1971-03-15,1.1245,,0.9941,0.2325,,,,,,0.1337,,2.4193,,,,,,,0.002797,,80.00001,0.3262,0.1401,1.1257,,,,,0.193701,,,,,
1971-03-16,1.1241,,0.9948,0.2325,,,,,,0.1337,,2.4183,,,,,,,0.002797,,80.00001,0.3261,0.1401,1.1252,,,,,0.193712,,,,,
1971-03-17,1.1246,,0.9944,0.2326,,,,,,0.1337,,2.4194,,,,,,,0.002797,,80.00001,0.3262,0.1401,1.1257,,,,,0.19375,,,,,
1971-03-18,1.1244,,0.9935,0.2327,,,,,,0.1337,,2.419,,,,,,,0.002797,,80.00001,0.3262,0.1401,1.1255,,,,,0.193705,,,,,
1971-03-19,1.1244,,0.9924,0.2327,,,,,,0.1336,,2.419,,,,,,,0.002797,,80.00001,0.3262,0.1401,1.1255,,,,,0.19372,,,,,
1971-03-22,1.1245,,0.9922,0.2327,,,,,,0.1337,,2.4193,,,,,,,0.002798,,80.00001,0.3262,0.14,1.1257,,,,,0.193735,,,,,
1971-03-23,1.1245,,0.9923,0.2327,,,,,,0.1337,,2.4193,,,,,,,0.002797,,80.00001,0.3262,0.14,1.1257,,,,,0.193723,,,,,
1971-03-24,1.1246,,0.9925,0.2327,,,,,,0.1337,,2.4194,,,,,,,0.002797,,80.00001,0.3262,0.1401,1.1257,,,,,0.19375,,,,,
1971-03-25,1.1241,,0.993,0.2327,,,,,,0.1337,,2.4185,,,,,,,0.002797,,80.00001,0.3261,0.1401,1.1253,,,,,0.193701,,,,,
1971-03-26,1.1243,,0.9927,0.2328,,,,,,0.1336,,2.4188,,,,,,,0.002797,,80.00001,0.3261,0.1401,1.1254,,,,,0.19366,,,,,
1971-03-29,1.1246,,0.9926,0.2327,,,,,,0.1336,,2.4194,,,,,,,0.002798,,80.00001,0.3262,0.1402,1.1257,,,,,0.193618,,,,,
1971-03-30,1.124,,0.9919,0.2328,,,,,,0.1337,,2.4181,,,,,,,0.002797,,80.00001,0.3261,0.1402,1.1251,,,,,0.193682,,,,,
1971-03-31,1.1234,,0.992,0.2328,,,,,,0.1338,,2.4168,,,,,,,0.002798,,80.00001,0.326,0.1402,1.1245,,,,,0.193708,,,,,
1971-04-01,1.1224,,0.9925,0.2328,,,,,,0.1337,,2.4147,,,,,,,0.002797,,80.00001,0.3258,0.1402,1.1235,,,,,0.19363,,,,,
1971-04-02,1.1213,,0.9928,0.2328,,,,,,0.1336,,2.4125,,,,,,,0.002797,,80.00001,0.3257,0.1402,1.1225,,,,,0.193633,,,,,
1971-04-05,1.123,,0.993,0.2327,,,,,,0.1336,,2.4161,,,,,,,0.002797,,80.00001,0.3257,0.1402,1.1242,,,,,0.193626,,,,,
1971-04-06,1.1243,,0.9938,0.2327,,,,,,0.1336,,2.4189,,,,,,,0.002798,,80.00001,0.326,0.1403,1.1255,,,,,0.193693,,,,,
1971-04-07,1.1234,,0.9931,0.2328,,,,,,0.1336,,2.417,,,,,,,0.002797,,80.00001,0.3259,0.1403,1.1246,,,,,0.19366,,,,,
1971-04-08,1.1233,,0.993,0.2329,,,,,,0.1336,,2.4167,,,,,,,0.002797,,80.00001,0.3258,0.1403,1.1245,,,,,0.1936,,,,,
1971-04-09,1.1233,,0.9932,0.2328,,,,,,0.1336,,2.4167,,,,,,,0.002797,,80.00001,0.3258,0.1403,1.1245,,,,,0.193611,,,,,
1971-04-12,1.1234,,0.9931,0.2327,,,,,,0.1336,,2.4169,,,,,,,0.002797,,80.00001,0.3259,0.1403,1.1246,,,,,0.193626,,,,,
1971-04-13,1.1233,,0.9925,0.2325,,,,,,0.1335,,2.4167,,,,,,,0.002796,,80.00001,0.3258,0.1402,1.1245,,,,,0.1936,,,,,
1971-04-14,1.1239,,0.992,0.2324,,,,,,0.1336,,2.418,,,,,,,0.002797,,80.00001,0.3259,0.1403,1.125,,,,,0.193633,,,,,
1971-04-15,1.1242,,0.9926,0.2326,,,,,,0.1336,,2.4187,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1254,,,,,0.193675,,,,,
1971-04-16,1.1242,,0.9932,0.2325,,,,,,0.1335,,2.4186,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1253,,,,,0.193742,,,,,
1971-04-19,1.1245,,0.9928,0.2323,,,,,,0.1335,,2.4193,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1256,,,,,0.193727,,,,,
1971-04-20,1.1245,,0.9926,0.2323,,,,,,0.1335,,2.4193,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1257,,,,,0.193712,,,,,
1971-04-21,1.1246,,0.9928,0.2325,,,,,,0.1336,,2.4196,,,,,,,0.002797,,80.00001,0.3262,0.1404,1.1258,,,,,0.193757,,,,,
1971-04-22,1.1242,,0.9925,0.2326,,,,,,0.1335,,2.4187,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1254,,,,,0.193723,,,,,
1971-04-23,1.1243,,0.9916,0.2324,,,,,,0.1335,,2.4189,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1255,,,,,0.193753,,,,,
1971-04-26,1.1243,,0.9909,0.2325,,,,,,0.1334,,2.4188,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1254,,,,,0.193708,,,,,
1971-04-27,1.1244,,0.9906,0.2326,,,,,,0.1334,,2.419,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1255,,,,,0.193742,,,,,
1971-04-28,1.1246,,0.9912,0.2328,,,,,,0.1334,,2.4195,,,,,,,0.002797,,80.00001,0.3262,0.1403,1.1258,,,,,0.193742,,,,,
1971-04-29,1.1245,,0.9915,0.2328,,,,,,0.1334,,2.4192,,,,,,,0.002798,,80.00001,0.3262,0.1403,1.1256,,,,,0.193738,,,,,
1971-04-30,1.1245,,0.991,0.2328,,,,,,0.1334,,2.4193,,,,,,,0.002798,,80.00001,0.3262,0.1402,1.1257,,,,,0.193746,,,,,
1971-05-03,1.1243,,0.9912,0.2328,,,,,,0.1334,,2.4189,,,,,,,0.002798,,80.00001,0.3262,0.1402,1.1255,,,,,0.193723,,,,,
1971-05-04,1.1242,,0.9911,0.2328,,,,,,0.1334,,2.4185,,,,,,,0.002798,,80.00001,0.3262,0.1402,1.1253,,,,,0.19375,,,,,
1971-05-05,1.1246,,0.9927,0.239,,,,,,0.1334,,2.4194,,,,,,,0.002798,,80.00001,0.3262,0.1403,1.1257,,,,,0.193525,,,,,
1971-05-06,1.1242,,0.9927,0.24,,,,,,0.1333,,2.4185,,,,,,,0.002798,,80.00001,0.3261,0.1404,1.1253,,,,,0.193334,,,,,
1971-05-07,1.1243,,0.9931,0.2417,,,,,,0.1333,,2.4188,,,,,,,0.002798,,80.00001,0.3264,0.1404,1.1255,,,,,0.193326,,,,,
1971-05-10,1.1236,,0.9917,0.2435,,,,,,0.1332,,2.4173,,,,,,,0.0028,,80.00001,0.3261,0.1406,1.1248,,,,,0.193487,,,,,
1971-05-11,1.1235,,0.9917,0.2429,,,,,,0.1332,,2.417,,,,,,,0.002798,,80.00001,0.326,0.1406,1.1246,,,,,0.193308,,,,,
1971-05-12,1.124,,0.9918,0.2433,,,,,,0.1332,,2.4183,,,,,,,0.002797,,80.00001,0.3262,0.1405,1.1252,,,,,0.193371,,,,,
1971-05-13,1.124,,0.9912,0.2442,,,,,,0.1333,,2.4183,,,,,,,0.002797,,80.00001,0.326,0.1406,1.1252,,,,,0.193592,,,,,
1971-05-14,1.1242,,0.9912,0.2442,,,,,,0.1333,,2.4186,,,,,,,0.002797,,80.00001,0.3261,0.1406,1.1253,,,,,0.193558,,,,,
1971-05-17,1.1245,,0.9912,0.2444,,,,,,0.1333,,2.4193,,,,,,,0.002798,,80.00001,0.3266,0.1406,1.1256,,,,,0.193671,,,,,
1971-05-18,1.1244,,0.9912,0.2447,,,,,,0.1333,,2.419,,,,,,,0.002798,,80.00001,0.3266,0.1407,1.1255,,,,,0.193716,,,,,
1971-05-19,1.1246,,0.9906,0.2447,,,,,,0.1333,,2.4194,,,,,,,0.002798,,80.00001,0.3266,0.1407,1.1257,,,,,0.19363,,,,,
1971-05-20,1.1245,,0.9908,0.2447,,,,,,0.1333,,2.4193,,,,,,,0.002798,,80.00001,0.3267,0.1407,1.1256,,,,,0.193615,,,,,
1971-05-21,1.1246,,0.9909,0.2455,,,,,,0.1334,,2.4194,,,,,,,0.002798,,80.00001,0.3268,0.1407,1.1257,,,,,0.19363,,,,,
1971-05-24,1.1246,,0.9911,0.2453,,,,,,0.1334,,2.4194,,,,,,,0.002798,,80.00001,0.3267,0.1407,1.1257,,,,,0.193686,,,,,
1971-05-25,1.1244,,0.991,0.2447,,,,,,0.1334,,2.419,,,,,,,0.002798,,80.00001,0.3266,0.1407,1.1255,,,,,0.193633,,,,,
1971-05-26,1.1246,,0.9915,0.2446,,,,,,0.1335,,2.4194,,,,,,,0.002798,,80.00001,0.3267,0.1407,1.1257,,,,,0.193678,,,,,
1971-05-27,1.1243,,0.9908,0.244,,,,,,0.1334,,2.4187,,,,,,,0.002798,,80.00001,0.3267,0.1407,1.1254,,,,,0.1936,,,,,
1971-05-28,1.1238,,0.99,0.2436,,,,,,0.1334,,2.4178,,,,,,,0.002798,,80.00001,0.3268,0.1406,1.125,,,,,0.193618,,,,,
1971-05-31,1.1238,,0.99,0.2436,,,,,,0.1334,,2.4178,,,,,,,0.002798,,80.00001,0.3268,0.1406,1.125,,,,,0.193618,,,,,
1971-06-01,1.1231,,0.9876,0.2436,,,,,,0.1334,,2.4162,,,,,,,0.002798,,80.00001,0.3267,0.1406,1.1243,,,,,0.19357,,,,,
1971-06-02,1.1234,,0.9868,0.2439,,,,,,0.1334,,2.417,,,,,,,0.002798,,80.00001,0.3267,0.1406,1.1246,,,,,0.193517,,,,,
1971-06-03,1.1243,,0.9818,0.2445,,,,,,0.1334,,2.4188,,,,,,,0.002798,,80.00001,0.3271,0.1406,1.1254,,,,,0.193611,,,,,
1971-06-04,1.1244,,0.9829,0.2443,,,,,,0.1334,,2.419,,,,,,,0.002798,,80.00001,0.3269,0.1406,1.1255,,,,,0.19363,,,,,
1971-06-07,1.1245,,0.9842,0.2446,,,,,,0.1335,,2.4192,,,,,,,0.002798,,80.00001,0.3271,0.1406,1.1256,,,,,0.193652,,,,,
1971-06-08,1.1243,,0.9824,0.2445,,,,,,0.1335,,2.4188,,,,,,,0.002798,,80.00001,0.3274,0.1406,1.1254,,,,,0.193648,,,,,
1971-06-09,1.1246,,0.9817,0.2444,,,,,,0.1334,,2.4194,,,,,,,0.002798,,80.00001,0.3274,0.1406,1.1257,,,,,0.193701,,,,,
1971-06-10,1.1245,,0.9767,0.2448,,,,,,0.1334,,2.4193,,,,,,,0.002798,,80.00001,0.3272,0.1406,1.1256,,,,,0.193678,,,,,
1971-06-11,1.1246,,0.9767,0.2446,,,,,,0.1334,,2.4194,,,,,,,0.002798,,80.00001,0.3274,0.1406,1.1257,,,,,0.193723,,,,,
1971-06-14,1.1242,,0.9773,0.2445,,,,,,0.1335,,2.4186,,,,,,,0.002798,,80.00001,0.3275,0.1406,1.1254,,,,,0.193693,,,,,
1971-06-15,1.1242,,0.9758,0.2442,,,,,,0.1334,,2.4187,,,,,,,0.002798,,80.00001,0.3273,0.1406,1.1254,,,,,0.193607,,,,,
1971-06-16,1.1245,,0.9762,0.2445,,,,,,0.1335,,2.4193,,,,,,,0.002798,,80.00001,0.3272,0.1406,1.1256,,,,,0.193637,,,,,
1971-06-17,1.1243,,0.9764,0.2443,,,,,,0.1335,,2.4189,,,,,,,0.002798,,80.00001,0.3274,0.1406,1.1255,,,,,0.193701,,,,,
1971-06-18,1.1244,,0.978,0.2443,,,,,,0.1335,,2.4191,,,,,,,0.002798,,80.00001,0.3274,0.1406,1.1256,,,,,0.193705,,,,,
1971-06-21,1.1244,,0.9764,0.2443,,,,,,0.1335,,2.4191,,,,,,,0.002798,,80.00001,0.3273,0.1406,1.1256,,,,,0.19372,,,,,
1971-06-22,1.1244,,0.9763,0.2441,,,,,,0.1335,,2.419,,,,,,,0.002798,,80.00001,0.3274,0.1406,1.1255,,,,,0.193746,,,,,
1971-06-23,1.1246,,0.9771,0.2442,,,,,,0.1334,,2.4195,,,,,,,0.002798,,80.00001,0.327,0.1407,1.1258,,,,,0.193851,,,,,
1971-06-24,1.1244,,0.9764,0.2443,,,,,,0.1334,,2.4191,,,,,,,0.002798,,80.00001,0.3268,0.1407,1.1256,,,,,0.193825,,,,,
1971-06-25,1.1244,,0.9772,0.2442,,,,,,0.1334,,2.4191,,,,,,,0.002798,,80.00001,0.3272,0.1407,1.1256,,,,,0.193855,,,,,
1971-06-28,1.1242,,0.9784,0.244,,,,,,0.1334,,2.4185,,,,,,,0.002798,,80.00001,0.3272,0.1407,1.1253,,,,,0.19375,,,,,
1971-06-29,1.1244,,0.9775,0.2438,,,,,,0.1334,,2.419,,,,,,,0.002798,,80.00001,0.3274,0.1407,1.1255,,,,,0.193832,,,,,
1971-06-30,1.1246,,0.977,0.244,,,,,,0.1334,,2.4196,,,,,,,0.002798,,80.00001,0.3274,0.1407,1.1258,,,,,0.193844,,,,,
1971-07-01,1.1243,,0.9773,0.2441,,,,,,0.1334,,2.419,,,,,,,0.002798,,80.00001,0.3274,0.1407,1.1255,,,,,0.193798,,,,,
1971-07-02,1.1243,,0.9779,0.244,,,,,,0.1334,,2.419,,,,,,,0.002798,,80.00001,0.3274,0.1407,1.1255,,,,,0.193738,,,,,
1971-07-05,1.1243,,0.9779,0.244,,,,,,0.1334,,2.419,,,,,,,0.002798,,80.00001,0.3274,0.1407,1.1255,,,,,0.193738,,,,,
1971-07-06,1.124,,0.9775,0.2437,,,,,,0.1333,,2.419,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1251,,,,,0.193656,,,,,
1971-07-07,1.1242,,0.9772,0.2436,,,,,,0.1333,,2.419,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1254,,,,,0.193671,,,,,
1971-07-08,1.1242,,0.9775,0.2436,,,,,,0.1333,,2.419,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1259,,,,,0.193603,,,,,
1971-07-09,1.1241,,0.9775,0.2435,,,,,,0.1333,,2.4183,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1252,,,,,0.19357,,,,,
1971-07-12,1.124,,0.9774,0.2435,,,,,,0.1333,,2.4182,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1252,,,,,0.193498,,,,,
1971-07-13,1.1239,,0.9774,0.2437,,,,,,0.1333,,2.418,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1251,,,,,0.193491,,,,,
1971-07-14,1.1242,,0.9775,0.244,,,,,,0.1333,,2.4187,,,,,,,0.002798,,80.00001,0.3273,0.1408,1.1254,,,,,0.193637,,,,,
1971-07-15,1.1242,,0.9778,0.2443,,,,,,0.1333,,2.4187,,,,,,,0.002798,,80.00001,0.3273,0.1408,1.1254,,,,,0.19378,,,,,
1971-07-16,1.1243,,0.9777,0.2443,,,,,,0.1333,,2.4189,,,,,,,0.002798,,80.00001,0.3273,0.1408,1.1255,,,,,0.19372,,,,,
1971-07-19,1.124,,0.9783,0.2444,,,,,,0.1333,,2.4183,,,,,,,0.002798,,80.00001,0.3273,0.1408,1.1252,,,,,0.193671,,,,,
1971-07-20,1.124,,0.9801,0.2444,,,,,,0.1334,,2.4182,,,,,,,0.002798,,80.00001,0.3275,0.1407,1.1251,,,,,0.193746,,,,,
1971-07-21,1.1244,,0.9804,0.2446,,,,,,0.1334,,2.4191,,,,,,,0.002798,,80.00001,0.3276,0.1408,1.1255,,,,,0.193821,,,,,
1971-07-22,1.1243,,0.9828,0.2447,,,,,,0.1334,,2.4188,,,,,,,0.002798,,80.00001,0.3274,0.1408,1.1254,,,,,0.193798,,,,,
1971-07-23,1.1243,,0.9851,0.2447,,,,,,0.1334,,2.419,,,,,,,0.002798,,80.00001,0.3274,0.1407,1.1255,,,,,0.19381,,,,,
1971-07-26,1.1239,,0.9827,0.2447,,,,,,0.1334,,2.418,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.125,,,,,0.193765,,,,,
1971-07-27,1.1238,,0.9799,0.2447,,,,,,0.1333,,2.4178,,,,,,,0.002798,,80.00001,0.3273,0.1406,1.125,,,,,0.193772,,,,,
1971-07-28,1.1241,,0.9784,0.2448,,,,,,0.1333,,2.4185,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1253,,,,,0.193813,,,,,
1971-07-29,1.1241,,0.9797,0.2447,,,,,,0.1333,,2.4184,,,,,,,0.002798,,80.00001,0.3272,0.1407,1.1253,,,,,0.193802,,,,,
1971-07-30,1.1241,,0.9815,0.2447,,,,,,0.1333,,2.4184,,,,,,,0.002798,,80.00001,0.3273,0.1407,1.1252,,,,,0.193832,,,,,
1971-08-02,1.1237,,0.9811,0.2446,,,,,,0.1333,,2.4175,,,,,,,0.002798,,80.00001,0.3272,0.1407,1.1248,,,,,0.193798,,,,,
1971-08-03,1.1235,,0.9809,0.2446,,,,,,0.1333,,2.417,,,,,,,0.002798,,80.00001,0.3272,0.1407,1.1246,,,,,0.193742,,,,,
1971-08-04,1.1245,,0.9818,0.2463,,,,,,0.1333,,2.4193,,,,,,,0.002798,,80.00001,0.3272,0.1407,1.1256,,,,,0.193825,,,,,
1971-08-05,1.124,,0.9835,0.2462,,,,,,0.1333,,2.4183,,,,,,,0.002798,,80.00001,0.3272,0.1408,1.1242,,,,,0.193813,,,,,
1971-08-06,1.1241,,0.9817,0.2457,,,,,,0.1333,,2.4185,,,,,,,0.002798,,80.00001,0.3272,0.1408,1.1253,,,,,0.19381,,,,,
1971-08-09,1.1245,,0.9817,0.2467,,,,,,0.1333,,2.4192,,,,,,,0.002798,,80.00001,0.3275,0.1408,1.1256,,,,,0.193806,,,,,
1971-08-10,1.1242,,0.9874,0.2464,,,,,,0.1334,,2.4187,,,,,,,0.002798,,80.00001,0.3275,0.1409,1.1254,,,,,0.193708,,,,,
1971-08-11,1.1247,,0.9859,0.2463,,,,,,0.1334,,2.4197,,,,,,,0.002798,,80.00001,0.3275,0.1409,1.1258,,,,,0.193746,,,,,
1971-08-12,1.1246,,0.987,0.2467,,,,,,0.1334,,2.4196,,,,,,,0.002798,,80.00001,0.3275,0.141,1.1258,,,,,0.193686,,,,,
1971-08-13,1.1246,,0.9882,0.2461,,,,,,0.1335,,2.4195,,,,,,,0.002798,,80.00001,0.3275,0.141,1.1257,,,,,0.193825,,,,,
1971-08-16,1.1246,,0.9882,0.2461,,,,,,0.1335,,2.4195,,,,,,,0.002798,,80.00001,0.3275,0.141,1.1257,,,,,0.193825,,,,,
1971-08-17,1.1246,,0.9882,0.2461,,,,,,0.1335,,2.4195,,,,,,,0.002798,,80.00001,0.3275,0.141,1.1257,,,,,0.193825,,,,,
1971-08-18,1.1246,,0.9882,0.2461,,,,,,0.1335,,2.4195,,,,,,,0.002798,,80.00001,0.3275,0.141,1.1257,,,,,0.193825,,,,,
1971-08-19,1.1246,,0.9889,0.2461,,,,,,0.1335,,2.4195,,,,,,,0.002798,,80.00001,0.3275,0.141,1.1257,,,,,0.193825,,,,,
