date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,NOK_N0,NOK_N1,NOK_N2,NOK_N3,NOK_N4,NOK_N5,NOK_N6
2021-04-28,O,2021-04-27 18:00:00,2021-04-28 17:00:00,2021-04-28 14:59:30,2021-04-28 15:00:00,27,,202106,202109,202112,202203,202206,202209
2021-04-29,O,2021-04-28 18:00:00,2021-04-29 17:00:00,2021-04-29 14:59:30,2021-04-29 15:00:00,26,,202106,202109,202112,202203,202206,202209
2021-04-30,O,2021-04-29 18:00:00,2021-04-30 17:00:00,2021-04-30 14:59:30,2021-04-30 15:00:00,25,,202106,202109,202112,202203,202206,202209
2021-05-03,O,2021-05-02 18:00:00,2021-05-03 17:00:00,2021-05-03 14:59:30,2021-05-03 15:00:00,24,,202106,202109,202112,202203,202206,202209
2021-05-04,O,2021-05-03 18:00:00,2021-05-04 17:00:00,2021-05-04 14:59:30,2021-05-04 15:00:00,23,,202106,202109,202112,202203,202206,202209
2021-05-05,O,2021-05-04 18:00:00,2021-05-05 17:00:00,2021-05-05 14:59:30,2021-05-05 15:00:00,22,,202106,202109,202112,202203,202206,202209
2021-05-06,O,2021-05-05 18:00:00,2021-05-06 17:00:00,2021-05-06 14:59:30,2021-05-06 15:00:00,21,,202106,202109,202112,202203,202206,202209
2021-05-07,O,2021-05-06 18:00:00,2021-05-07 17:00:00,2021-05-07 14:59:30,2021-05-07 15:00:00,20,,202106,202109,202112,202203,202206,202209
2021-05-10,O,2021-05-09 18:00:00,2021-05-10 17:00:00,2021-05-10 14:59:30,2021-05-10 15:00:00,19,,202106,202109,202112,202203,202206,202209
2021-05-11,O,2021-05-10 18:00:00,2021-05-11 17:00:00,2021-05-11 14:59:30,2021-05-11 15:00:00,18,,202106,202109,202112,202203,202206,202209
2021-05-12,O,2021-05-11 18:00:00,2021-05-12 17:00:00,2021-05-12 14:59:30,2021-05-12 15:00:00,17,,202106,202109,202112,202203,202206,202209
2021-05-13,O,2021-05-12 18:00:00,2021-05-13 17:00:00,2021-05-13 14:59:30,2021-05-13 15:00:00,16,,202106,202109,202112,202203,202206,202209
2021-05-14,O,2021-05-13 18:00:00,2021-05-14 17:00:00,2021-05-14 14:59:30,2021-05-14 15:00:00,15,,202106,202109,202112,202203,202206,202209
2021-05-17,O,2021-05-16 18:00:00,2021-05-17 17:00:00,2021-05-17 14:59:30,2021-05-17 15:00:00,14,,202106,202109,202112,202203,202206,202209
2021-05-18,O,2021-05-17 18:00:00,2021-05-18 17:00:00,2021-05-18 14:59:30,2021-05-18 15:00:00,13,,202106,202109,202112,202203,202206,202209
2021-05-19,O,2021-05-18 18:00:00,2021-05-19 17:00:00,2021-05-19 14:59:30,2021-05-19 15:00:00,12,,202106,202109,202112,202203,202206,202209
2021-05-20,O,2021-05-19 18:00:00,2021-05-20 17:00:00,2021-05-20 14:59:30,2021-05-20 15:00:00,11,,202106,202109,202112,202203,202206,202209
2021-05-21,O,2021-05-20 18:00:00,2021-05-21 17:00:00,2021-05-21 14:59:30,2021-05-21 15:00:00,10,,202106,202109,202112,202203,202206,202209
2021-05-24,O,2021-05-23 18:00:00,2021-05-24 17:00:00,2021-05-24 14:59:30,2021-05-24 15:00:00,9,,202106,202109,202112,202203,202206,202209
2021-05-25,O,2021-05-24 18:00:00,2021-05-25 17:00:00,2021-05-25 14:59:30,2021-05-25 15:00:00,8,,202106,202109,202112,202203,202206,202209
2021-05-26,O,2021-05-25 18:00:00,2021-05-26 17:00:00,2021-05-26 14:59:30,2021-05-26 15:00:00,7,,202106,202109,202112,202203,202206,202209
2021-05-27,O,2021-05-26 18:00:00,2021-05-27 17:00:00,2021-05-27 14:59:30,2021-05-27 15:00:00,6,,202106,202109,202112,202203,202206,202209
2021-05-28,O,2021-05-27 18:00:00,2021-05-28 17:00:00,2021-05-28 14:59:30,2021-05-28 15:00:00,5,,202106,202109,202112,202203,202206,202209
2021-05-31,X,,,,,,,,,,,,
2021-06-01,O,2021-05-31 18:00:00,2021-06-01 17:00:00,2021-06-01 14:59:30,2021-06-01 15:00:00,4,,202106,202109,202112,202203,202206,202209
2021-06-02,O,2021-06-01 18:00:00,2021-06-02 17:00:00,2021-06-02 14:59:30,2021-06-02 15:00:00,3,,202106,202109,202112,202203,202206,202209
2021-06-03,O,2021-06-02 18:00:00,2021-06-03 17:00:00,2021-06-03 14:59:30,2021-06-03 15:00:00,2,,202106,202109,202112,202203,202206,202209
2021-06-04,O,2021-06-03 18:00:00,2021-06-04 17:00:00,2021-06-04 14:59:30,2021-06-04 15:00:00,1,,202106,202109,202112,202203,202206,202209
2021-06-07,O,2021-06-06 18:00:00,2021-06-07 17:00:00,2021-06-07 14:59:30,2021-06-07 15:00:00,0,,202106,202109,202112,202203,202206,202209
2021-06-08,O,2021-06-07 18:00:00,2021-06-08 17:00:00,2021-06-08 14:59:30,2021-06-08 15:00:00,62,202106,202109,202112,202203,202206,202209,
2021-06-09,O,2021-06-08 18:00:00,2021-06-09 17:00:00,2021-06-09 14:59:30,2021-06-09 15:00:00,61,202106,202109,202112,202203,202206,202209,
2021-06-10,O,2021-06-09 18:00:00,2021-06-10 17:00:00,2021-06-10 14:59:30,2021-06-10 15:00:00,60,202106,202109,202112,202203,202206,202209,
2021-06-11,O,2021-06-10 18:00:00,2021-06-11 17:00:00,2021-06-11 14:59:30,2021-06-11 15:00:00,59,202106,202109,202112,202203,202206,202209,
2021-06-14,O,2021-06-13 18:00:00,2021-06-14 17:00:00,2021-06-14 14:59:30,2021-06-14 15:00:00,58,202106,202109,202112,202203,202206,202209,
2021-06-15,O,2021-06-14 18:00:00,2021-06-15 17:00:00,2021-06-15 14:59:30,2021-06-15 15:00:00,57,,202109,202112,202203,202206,202209,
2021-06-16,O,2021-06-15 18:00:00,2021-06-16 17:00:00,2021-06-16 14:59:30,2021-06-16 15:00:00,56,,202109,202112,202203,202206,202209,
2021-06-17,O,2021-06-16 18:00:00,2021-06-17 17:00:00,2021-06-17 14:59:30,2021-06-17 15:00:00,55,,202109,202112,202203,202206,202209,
2021-06-18,O,2021-06-17 18:00:00,2021-06-18 17:00:00,2021-06-18 14:59:30,2021-06-18 15:00:00,54,,202109,202112,202203,202206,202209,
2021-06-21,O,2021-06-20 18:00:00,2021-06-21 17:00:00,2021-06-21 14:59:30,2021-06-21 15:00:00,53,,202109,202112,202203,202206,202209,
2021-06-22,O,2021-06-21 18:00:00,2021-06-22 17:00:00,2021-06-22 14:59:30,2021-06-22 15:00:00,52,,202109,202112,202203,202206,202209,
2021-06-23,O,2021-06-22 18:00:00,2021-06-23 17:00:00,2021-06-23 14:59:30,2021-06-23 15:00:00,51,,202109,202112,202203,202206,202209,
2021-06-24,O,2021-06-23 18:00:00,2021-06-24 17:00:00,2021-06-24 14:59:30,2021-06-24 15:00:00,50,,202109,202112,202203,202206,202209,
2021-06-25,O,2021-06-24 18:00:00,2021-06-25 17:00:00,2021-06-25 14:59:30,2021-06-25 15:00:00,49,,202109,202112,202203,202206,202209,
2021-06-28,O,2021-06-27 18:00:00,2021-06-28 17:00:00,2021-06-28 14:59:30,2021-06-28 15:00:00,48,,202109,202112,202203,202206,202209,
2021-06-29,O,2021-06-28 18:00:00,2021-06-29 17:00:00,2021-06-29 14:59:30,2021-06-29 15:00:00,47,,202109,202112,202203,202206,202209,
2021-06-30,O,2021-06-29 18:00:00,2021-06-30 17:00:00,2021-06-30 14:59:30,2021-06-30 15:00:00,46,,202109,202112,202203,202206,202209,
2021-07-01,O,2021-06-30 18:00:00,2021-07-01 17:00:00,2021-07-01 14:59:30,2021-07-01 15:00:00,45,,202109,202112,202203,202206,202209,
2021-07-02,O,2021-07-01 18:00:00,2021-07-02 17:00:00,2021-07-02 14:59:30,2021-07-02 15:00:00,44,,202109,202112,202203,202206,202209,
2021-07-05,X,,,,,,,,,,,,
2021-07-06,O,2021-07-05 18:00:00,2021-07-06 17:00:00,2021-07-06 14:59:30,2021-07-06 15:00:00,43,,202109,202112,202203,202206,202209,
2021-07-07,O,2021-07-06 18:00:00,2021-07-07 17:00:00,2021-07-07 14:59:30,2021-07-07 15:00:00,42,,202109,202112,202203,202206,202209,
2021-07-08,O,2021-07-07 18:00:00,2021-07-08 17:00:00,2021-07-08 14:59:30,2021-07-08 15:00:00,41,,202109,202112,202203,202206,202209,
2021-07-09,O,2021-07-08 18:00:00,2021-07-09 17:00:00,2021-07-09 14:59:30,2021-07-09 15:00:00,40,,202109,202112,202203,202206,202209,
2021-07-12,O,2021-07-11 18:00:00,2021-07-12 17:00:00,2021-07-12 14:59:30,2021-07-12 15:00:00,39,,202109,202112,202203,202206,202209,
2021-07-13,O,2021-07-12 18:00:00,2021-07-13 17:00:00,2021-07-13 14:59:30,2021-07-13 15:00:00,38,,202109,202112,202203,202206,202209,
2021-07-14,O,2021-07-13 18:00:00,2021-07-14 17:00:00,2021-07-14 14:59:30,2021-07-14 15:00:00,37,,202109,202112,202203,202206,202209,
2021-07-15,O,2021-07-14 18:00:00,2021-07-15 17:00:00,2021-07-15 14:59:30,2021-07-15 15:00:00,36,,202109,202112,202203,202206,202209,
2021-07-16,O,2021-07-15 18:00:00,2021-07-16 17:00:00,2021-07-16 14:59:30,2021-07-16 15:00:00,35,,202109,202112,202203,202206,202209,
2021-07-19,O,2021-07-18 18:00:00,2021-07-19 17:00:00,2021-07-19 14:59:30,2021-07-19 15:00:00,34,,202109,202112,202203,202206,202209,
2021-07-20,O,2021-07-19 18:00:00,2021-07-20 17:00:00,2021-07-20 14:59:30,2021-07-20 15:00:00,33,,202109,202112,202203,202206,202209,
2021-07-21,O,2021-07-20 18:00:00,2021-07-21 17:00:00,2021-07-21 14:59:30,2021-07-21 15:00:00,32,,202109,202112,202203,202206,202209,
2021-07-22,O,2021-07-21 18:00:00,2021-07-22 17:00:00,2021-07-22 14:59:30,2021-07-22 15:00:00,31,,202109,202112,202203,202206,202209,
2021-07-23,O,2021-07-22 18:00:00,2021-07-23 17:00:00,2021-07-23 14:59:30,2021-07-23 15:00:00,30,,202109,202112,202203,202206,202209,
2021-07-26,O,2021-07-25 18:00:00,2021-07-26 17:00:00,2021-07-26 14:59:30,2021-07-26 15:00:00,29,,202109,202112,202203,202206,202209,
2021-07-27,O,2021-07-26 18:00:00,2021-07-27 17:00:00,2021-07-27 14:59:30,2021-07-27 15:00:00,28,,202109,202112,202203,202206,202209,
2021-07-28,O,2021-07-27 18:00:00,2021-07-28 17:00:00,2021-07-28 14:59:30,2021-07-28 15:00:00,27,,202109,202112,202203,202206,202209,
2021-07-29,O,2021-07-28 18:00:00,2021-07-29 17:00:00,2021-07-29 14:59:30,2021-07-29 15:00:00,26,,202109,202112,202203,202206,202209,
2021-07-30,O,2021-07-29 18:00:00,2021-07-30 17:00:00,2021-07-30 14:59:30,2021-07-30 15:00:00,25,,202109,202112,202203,202206,202209,
2021-08-02,O,2021-08-01 18:00:00,2021-08-02 17:00:00,2021-08-02 14:59:30,2021-08-02 15:00:00,24,,202109,202112,202203,202206,202209,
2021-08-03,O,2021-08-02 18:00:00,2021-08-03 17:00:00,2021-08-03 14:59:30,2021-08-03 15:00:00,23,,202109,202112,202203,202206,202209,
2021-08-04,O,2021-08-03 18:00:00,2021-08-04 17:00:00,2021-08-04 14:59:30,2021-08-04 15:00:00,22,,202109,202112,202203,202206,202209,
2021-08-05,O,2021-08-04 18:00:00,2021-08-05 17:00:00,2021-08-05 14:59:30,2021-08-05 15:00:00,21,,202109,202112,202203,202206,202209,
2021-08-06,O,2021-08-05 18:00:00,2021-08-06 17:00:00,2021-08-06 14:59:30,2021-08-06 15:00:00,20,,202109,202112,202203,202206,202209,
2021-08-09,O,2021-08-08 18:00:00,2021-08-09 17:00:00,2021-08-09 14:59:30,2021-08-09 15:00:00,19,,202109,202112,202203,202206,202209,
2021-08-10,O,2021-08-09 18:00:00,2021-08-10 17:00:00,2021-08-10 14:59:30,2021-08-10 15:00:00,18,,202109,202112,202203,202206,202209,
2021-08-11,O,2021-08-10 18:00:00,2021-08-11 17:00:00,2021-08-11 14:59:30,2021-08-11 15:00:00,17,,202109,202112,202203,202206,202209,
2021-08-12,O,2021-08-11 18:00:00,2021-08-12 17:00:00,2021-08-12 14:59:30,2021-08-12 15:00:00,16,,202109,202112,202203,202206,202209,
2021-08-13,O,2021-08-12 18:00:00,2021-08-13 17:00:00,2021-08-13 14:59:30,2021-08-13 15:00:00,15,,202109,202112,202203,202206,202209,
2021-08-16,O,2021-08-15 18:00:00,2021-08-16 17:00:00,2021-08-16 14:59:30,2021-08-16 15:00:00,14,,202109,202112,202203,202206,202209,
2021-08-17,O,2021-08-16 18:00:00,2021-08-17 17:00:00,2021-08-17 14:59:30,2021-08-17 15:00:00,13,,202109,202112,202203,202206,202209,
2021-08-18,O,2021-08-17 18:00:00,2021-08-18 17:00:00,2021-08-18 14:59:30,2021-08-18 15:00:00,12,,202109,202112,202203,202206,202209,
2021-08-19,O,2021-08-18 18:00:00,2021-08-19 17:00:00,2021-08-19 14:59:30,2021-08-19 15:00:00,11,,202109,202112,202203,202206,202209,
2021-08-20,O,2021-08-19 18:00:00,2021-08-20 17:00:00,2021-08-20 14:59:30,2021-08-20 15:00:00,10,,202109,202112,202203,202206,202209,
2021-08-23,O,2021-08-22 18:00:00,2021-08-23 17:00:00,2021-08-23 14:59:30,2021-08-23 15:00:00,9,,202109,202112,202203,202206,202209,
2021-08-24,O,2021-08-23 18:00:00,2021-08-24 17:00:00,2021-08-24 14:59:30,2021-08-24 15:00:00,8,,202109,202112,202203,202206,202209,
2021-08-25,O,2021-08-24 18:00:00,2021-08-25 17:00:00,2021-08-25 14:59:30,2021-08-25 15:00:00,7,,202109,202112,202203,202206,202209,
2021-08-26,O,2021-08-25 18:00:00,2021-08-26 17:00:00,2021-08-26 14:59:30,2021-08-26 15:00:00,6,,202109,202112,202203,202206,202209,
2021-08-27,O,2021-08-26 18:00:00,2021-08-27 17:00:00,2021-08-27 14:59:30,2021-08-27 15:00:00,5,,202109,202112,202203,202206,202209,
2021-08-30,O,2021-08-29 18:00:00,2021-08-30 17:00:00,2021-08-30 14:59:30,2021-08-30 15:00:00,4,,202109,202112,202203,202206,202209,
2021-08-31,O,2021-08-30 18:00:00,2021-08-31 17:00:00,2021-08-31 14:59:30,2021-08-31 15:00:00,3,,202109,202112,202203,202206,202209,
2021-09-01,O,2021-08-31 18:00:00,2021-09-01 17:00:00,2021-09-01 14:59:30,2021-09-01 15:00:00,2,,202109,202112,202203,202206,202209,
2021-09-02,O,2021-09-01 18:00:00,2021-09-02 17:00:00,2021-09-02 14:59:30,2021-09-02 15:00:00,1,,202109,202112,202203,202206,202209,
2021-09-03,O,2021-09-02 18:00:00,2021-09-03 17:00:00,2021-09-03 14:59:30,2021-09-03 15:00:00,0,,202109,202112,202203,202206,202209,
2021-09-06,X,,,,,,,,,,,,
2021-09-07,O,2021-09-06 18:00:00,2021-09-07 17:00:00,2021-09-07 14:59:30,2021-09-07 15:00:00,63,202109,202112,202203,202206,202209,,
2021-09-08,O,2021-09-07 18:00:00,2021-09-08 17:00:00,2021-09-08 14:59:30,2021-09-08 15:00:00,62,202109,202112,202203,202206,202209,,
2021-09-09,O,2021-09-08 18:00:00,2021-09-09 17:00:00,2021-09-09 14:59:30,2021-09-09 15:00:00,61,202109,202112,202203,202206,202209,,
2021-09-10,O,2021-09-09 18:00:00,2021-09-10 17:00:00,2021-09-10 14:59:30,2021-09-10 15:00:00,60,202109,202112,202203,202206,202209,,
2021-09-13,O,2021-09-12 18:00:00,2021-09-13 17:00:00,2021-09-13 14:59:30,2021-09-13 15:00:00,59,202109,202112,202203,202206,202209,,
2021-09-14,O,2021-09-13 18:00:00,2021-09-14 17:00:00,2021-09-14 14:59:30,2021-09-14 15:00:00,58,,202112,202203,202206,202209,,
2021-09-15,O,2021-09-14 18:00:00,2021-09-15 17:00:00,2021-09-15 14:59:30,2021-09-15 15:00:00,57,,202112,202203,202206,202209,,
2021-09-16,O,2021-09-15 18:00:00,2021-09-16 17:00:00,2021-09-16 14:59:30,2021-09-16 15:00:00,56,,202112,202203,202206,202209,,
2021-09-17,O,2021-09-16 18:00:00,2021-09-17 17:00:00,2021-09-17 14:59:30,2021-09-17 15:00:00,55,,202112,202203,202206,202209,,
2021-09-20,O,2021-09-19 18:00:00,2021-09-20 17:00:00,2021-09-20 14:59:30,2021-09-20 15:00:00,54,,202112,202203,202206,202209,,
2021-09-21,O,2021-09-20 18:00:00,2021-09-21 17:00:00,2021-09-21 14:59:30,2021-09-21 15:00:00,53,,202112,202203,202206,202209,,
2021-09-22,O,2021-09-21 18:00:00,2021-09-22 17:00:00,2021-09-22 14:59:30,2021-09-22 15:00:00,52,,202112,202203,202206,202209,,
2021-09-23,O,2021-09-22 18:00:00,2021-09-23 17:00:00,2021-09-23 14:59:30,2021-09-23 15:00:00,51,,202112,202203,202206,202209,,
2021-09-24,O,2021-09-23 18:00:00,2021-09-24 17:00:00,2021-09-24 14:59:30,2021-09-24 15:00:00,50,,202112,202203,202206,202209,,
2021-09-27,O,2021-09-26 18:00:00,2021-09-27 17:00:00,2021-09-27 14:59:30,2021-09-27 15:00:00,49,,202112,202203,202206,202209,,
2021-09-28,O,2021-09-27 18:00:00,2021-09-28 17:00:00,2021-09-28 14:59:30,2021-09-28 15:00:00,48,,202112,202203,202206,202209,,
2021-09-29,O,2021-09-28 18:00:00,2021-09-29 17:00:00,2021-09-29 14:59:30,2021-09-29 15:00:00,47,,202112,202203,202206,202209,,
2021-09-30,O,2021-09-29 18:00:00,2021-09-30 17:00:00,2021-09-30 14:59:30,2021-09-30 15:00:00,46,,202112,202203,202206,202209,,
2021-10-01,O,2021-09-30 18:00:00,2021-10-01 17:00:00,2021-10-01 14:59:30,2021-10-01 15:00:00,45,,202112,202203,202206,202209,,
2021-10-04,O,2021-10-03 18:00:00,2021-10-04 17:00:00,2021-10-04 14:59:30,2021-10-04 15:00:00,44,,202112,202203,202206,202209,,
2021-10-05,O,2021-10-04 18:00:00,2021-10-05 17:00:00,2021-10-05 14:59:30,2021-10-05 15:00:00,43,,202112,202203,202206,202209,,
2021-10-06,O,2021-10-05 18:00:00,2021-10-06 17:00:00,2021-10-06 14:59:30,2021-10-06 15:00:00,42,,202112,202203,202206,202209,,
2021-10-07,O,2021-10-06 18:00:00,2021-10-07 17:00:00,2021-10-07 14:59:30,2021-10-07 15:00:00,41,,202112,202203,202206,202209,,
2021-10-08,O,2021-10-07 18:00:00,2021-10-08 17:00:00,2021-10-08 14:59:30,2021-10-08 15:00:00,40,,202112,202203,202206,202209,,
2021-10-11,O,2021-10-10 18:00:00,2021-10-11 17:00:00,2021-10-11 14:59:30,2021-10-11 15:00:00,39,,202112,202203,202206,202209,,
2021-10-12,O,2021-10-11 18:00:00,2021-10-12 17:00:00,2021-10-12 14:59:30,2021-10-12 15:00:00,38,,202112,202203,202206,202209,,
2021-10-13,O,2021-10-12 18:00:00,2021-10-13 17:00:00,2021-10-13 14:59:30,2021-10-13 15:00:00,37,,202112,202203,202206,202209,,
2021-10-14,O,2021-10-13 18:00:00,2021-10-14 17:00:00,2021-10-14 14:59:30,2021-10-14 15:00:00,36,,202112,202203,202206,202209,,
2021-10-15,O,2021-10-14 18:00:00,2021-10-15 17:00:00,2021-10-15 14:59:30,2021-10-15 15:00:00,35,,202112,202203,202206,202209,,
2021-10-18,O,2021-10-17 18:00:00,2021-10-18 17:00:00,2021-10-18 14:59:30,2021-10-18 15:00:00,34,,202112,202203,202206,202209,,
2021-10-19,O,2021-10-18 18:00:00,2021-10-19 17:00:00,2021-10-19 14:59:30,2021-10-19 15:00:00,33,,202112,202203,202206,202209,,
2021-10-20,O,2021-10-19 18:00:00,2021-10-20 17:00:00,2021-10-20 14:59:30,2021-10-20 15:00:00,32,,202112,202203,202206,202209,,
2021-10-21,O,2021-10-20 18:00:00,2021-10-21 17:00:00,2021-10-21 14:59:30,2021-10-21 15:00:00,31,,202112,202203,202206,202209,,
2021-10-22,O,2021-10-21 18:00:00,2021-10-22 17:00:00,2021-10-22 14:59:30,2021-10-22 15:00:00,30,,202112,202203,202206,202209,,
2021-10-25,O,2021-10-24 18:00:00,2021-10-25 17:00:00,2021-10-25 14:59:30,2021-10-25 15:00:00,29,,202112,202203,202206,202209,,
2021-10-26,O,2021-10-25 18:00:00,2021-10-26 17:00:00,2021-10-26 14:59:30,2021-10-26 15:00:00,28,,202112,202203,202206,202209,,
2021-10-27,O,2021-10-26 18:00:00,2021-10-27 17:00:00,2021-10-27 14:59:30,2021-10-27 15:00:00,27,,202112,202203,202206,202209,,
2021-10-28,O,2021-10-27 18:00:00,2021-10-28 17:00:00,2021-10-28 14:59:30,2021-10-28 15:00:00,26,,202112,202203,202206,202209,,
2021-10-29,O,2021-10-28 18:00:00,2021-10-29 17:00:00,2021-10-29 14:59:30,2021-10-29 15:00:00,25,,202112,202203,202206,202209,,
2021-11-01,O,2021-10-31 18:00:00,2021-11-01 17:00:00,2021-11-01 14:59:30,2021-11-01 15:00:00,24,,202112,202203,202206,202209,,
2021-11-02,O,2021-11-01 18:00:00,2021-11-02 17:00:00,2021-11-02 14:59:30,2021-11-02 15:00:00,23,,202112,202203,202206,202209,,
2021-11-03,O,2021-11-02 18:00:00,2021-11-03 17:00:00,2021-11-03 14:59:30,2021-11-03 15:00:00,22,,202112,202203,202206,202209,,
2021-11-04,O,2021-11-03 18:00:00,2021-11-04 17:00:00,2021-11-04 14:59:30,2021-11-04 15:00:00,21,,202112,202203,202206,202209,,
2021-11-05,O,2021-11-04 18:00:00,2021-11-05 17:00:00,2021-11-05 14:59:30,2021-11-05 15:00:00,20,,202112,202203,202206,202209,,
2021-11-08,O,2021-11-07 18:00:00,2021-11-08 17:00:00,2021-11-08 14:59:30,2021-11-08 15:00:00,19,,202112,202203,202206,202209,,
2021-11-09,O,2021-11-08 18:00:00,2021-11-09 17:00:00,2021-11-09 14:59:30,2021-11-09 15:00:00,18,,202112,202203,202206,202209,,
2021-11-10,O,2021-11-09 18:00:00,2021-11-10 17:00:00,2021-11-10 14:59:30,2021-11-10 15:00:00,17,,202112,202203,202206,202209,,
2021-11-11,O,2021-11-10 18:00:00,2021-11-11 17:00:00,2021-11-11 14:59:30,2021-11-11 15:00:00,16,,202112,202203,202206,202209,,
2021-11-12,O,2021-11-11 18:00:00,2021-11-12 17:00:00,2021-11-12 14:59:30,2021-11-12 15:00:00,15,,202112,202203,202206,202209,,
2021-11-15,O,2021-11-14 18:00:00,2021-11-15 17:00:00,2021-11-15 14:59:30,2021-11-15 15:00:00,14,,202112,202203,202206,202209,,
2021-11-16,O,2021-11-15 18:00:00,2021-11-16 17:00:00,2021-11-16 14:59:30,2021-11-16 15:00:00,13,,202112,202203,202206,202209,,
2021-11-17,O,2021-11-16 18:00:00,2021-11-17 17:00:00,2021-11-17 14:59:30,2021-11-17 15:00:00,12,,202112,202203,202206,202209,,
2021-11-18,O,2021-11-17 18:00:00,2021-11-18 17:00:00,2021-11-18 14:59:30,2021-11-18 15:00:00,11,,202112,202203,202206,202209,,
2021-11-19,O,2021-11-18 18:00:00,2021-11-19 17:00:00,2021-11-19 14:59:30,2021-11-19 15:00:00,10,,202112,202203,202206,202209,,
2021-11-22,O,2021-11-21 18:00:00,2021-11-22 17:00:00,2021-11-22 14:59:30,2021-11-22 15:00:00,9,,202112,202203,202206,202209,,
2021-11-23,O,2021-11-22 18:00:00,2021-11-23 17:00:00,2021-11-23 14:59:30,2021-11-23 15:00:00,8,,202112,202203,202206,202209,,
2021-11-24,O,2021-11-23 18:00:00,2021-11-24 17:00:00,2021-11-24 14:59:30,2021-11-24 15:00:00,7,,202112,202203,202206,202209,,
2021-11-25,X,,,,,,,,,,,,
2021-11-26,O,2021-11-25 18:00:00,2021-11-26 17:00:00,2021-11-26 14:59:30,2021-11-26 15:00:00,6,,202112,202203,202206,202209,,
2021-11-29,O,2021-11-28 18:00:00,2021-11-29 17:00:00,2021-11-29 14:59:30,2021-11-29 15:00:00,5,,202112,202203,202206,202209,,
2021-11-30,O,2021-11-29 18:00:00,2021-11-30 17:00:00,2021-11-30 14:59:30,2021-11-30 15:00:00,4,,202112,202203,202206,202209,,
2021-12-01,O,2021-11-30 18:00:00,2021-12-01 17:00:00,2021-12-01 14:59:30,2021-12-01 15:00:00,3,,202112,202203,202206,202209,,
2021-12-02,O,2021-12-01 18:00:00,2021-12-02 17:00:00,2021-12-02 14:59:30,2021-12-02 15:00:00,2,,202112,202203,202206,202209,,
2021-12-03,O,2021-12-02 18:00:00,2021-12-03 17:00:00,2021-12-03 14:59:30,2021-12-03 15:00:00,1,,202112,202203,202206,202209,,
2021-12-06,O,2021-12-05 18:00:00,2021-12-06 17:00:00,2021-12-06 14:59:30,2021-12-06 15:00:00,0,,202112,202203,202206,202209,,
2021-12-07,O,2021-12-06 18:00:00,2021-12-07 17:00:00,2021-12-07 14:59:30,2021-12-07 15:00:00,61,202112,202203,202206,202209,,,
2021-12-08,O,2021-12-07 18:00:00,2021-12-08 17:00:00,2021-12-08 14:59:30,2021-12-08 15:00:00,60,202112,202203,202206,202209,,,
2021-12-09,O,2021-12-08 18:00:00,2021-12-09 17:00:00,2021-12-09 14:59:30,2021-12-09 15:00:00,59,202112,202203,202206,202209,,,
2021-12-10,O,2021-12-09 18:00:00,2021-12-10 17:00:00,2021-12-10 14:59:30,2021-12-10 15:00:00,58,202112,202203,202206,202209,,,
2021-12-13,O,2021-12-12 18:00:00,2021-12-13 17:00:00,2021-12-13 14:59:30,2021-12-13 15:00:00,57,202112,202203,202206,202209,,,
2021-12-14,O,2021-12-13 18:00:00,2021-12-14 17:00:00,2021-12-14 14:59:30,2021-12-14 15:00:00,56,,202203,202206,202209,,,
2021-12-15,O,2021-12-14 18:00:00,2021-12-15 17:00:00,2021-12-15 14:59:30,2021-12-15 15:00:00,55,,202203,202206,202209,,,
2021-12-16,O,2021-12-15 18:00:00,2021-12-16 17:00:00,2021-12-16 14:59:30,2021-12-16 15:00:00,54,,202203,202206,202209,,,
2021-12-17,O,2021-12-16 18:00:00,2021-12-17 17:00:00,2021-12-17 14:59:30,2021-12-17 15:00:00,53,,202203,202206,202209,,,
2021-12-20,O,2021-12-19 18:00:00,2021-12-20 17:00:00,2021-12-20 14:59:30,2021-12-20 15:00:00,52,,202203,202206,202209,,,
2021-12-21,O,2021-12-20 18:00:00,2021-12-21 17:00:00,2021-12-21 14:59:30,2021-12-21 15:00:00,51,,202203,202206,202209,,,
2021-12-22,O,2021-12-21 18:00:00,2021-12-22 17:00:00,2021-12-22 14:59:30,2021-12-22 15:00:00,50,,202203,202206,202209,,,
2021-12-23,O,2021-12-22 18:00:00,2021-12-23 17:00:00,2021-12-23 14:59:30,2021-12-23 15:00:00,49,,202203,202206,202209,,,
2021-12-24,X,,,,,,,,,,,,
2021-12-27,O,2021-12-26 18:00:00,2021-12-27 17:00:00,2021-12-27 14:59:30,2021-12-27 15:00:00,48,,202203,202206,202209,,,
2021-12-28,O,2021-12-27 18:00:00,2021-12-28 17:00:00,2021-12-28 14:59:30,2021-12-28 15:00:00,47,,202203,202206,202209,,,
2021-12-29,O,2021-12-28 18:00:00,2021-12-29 17:00:00,2021-12-29 14:59:30,2021-12-29 15:00:00,46,,202203,202206,202209,,,
2021-12-30,O,2021-12-29 18:00:00,2021-12-30 17:00:00,2021-12-30 14:59:30,2021-12-30 15:00:00,45,,202203,202206,202209,,,
2021-12-31,O,2021-12-30 18:00:00,2021-12-31 17:00:00,2021-12-31 14:59:30,2021-12-31 15:00:00,44,,202203,202206,202209,,,
2022-01-03,O,2022-01-02 18:00:00,2022-01-03 17:00:00,2022-01-03 14:59:30,2022-01-03 15:00:00,43,,202203,202206,202209,,,
