date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,LeanHogs_N0,LeanHogs_N1,LeanHogs_N2,LeanHogs_N3,LeanHogs_N4,LeanHogs_N5,LeanHogs_N6
1998-01-15,O,1998-01-15 09:30:00,1998-01-15 14:05:00,1998-01-15 13:59:30,1998-01-15 14:00:00,5,,199802,199804,199806,199807,199808,199810
1998-01-16,O,1998-01-16 09:30:00,1998-01-16 14:05:00,1998-01-16 13:59:30,1998-01-16 14:00:00,4,,199802,199804,199806,199807,199808,199810
1998-01-19,X,,,,,,,,,,,,
1998-01-20,O,1998-01-20 09:30:00,1998-01-20 14:05:00,1998-01-20 13:59:30,1998-01-20 14:00:00,3,,199802,199804,199806,199807,199808,199810
1998-01-21,O,1998-01-21 09:30:00,1998-01-21 14:05:00,1998-01-21 13:59:30,1998-01-21 14:00:00,2,,199802,199804,199806,199807,199808,199810
1998-01-22,O,1998-01-22 09:30:00,1998-01-22 14:05:00,1998-01-22 13:59:30,1998-01-22 14:00:00,1,,199802,199804,199806,199807,199808,199810
1998-01-23,O,1998-01-23 09:30:00,1998-01-23 14:05:00,1998-01-23 13:59:30,1998-01-23 14:00:00,0,,199802,199804,199806,199807,199808,199810
1998-01-26,O,1998-01-26 09:30:00,1998-01-26 14:05:00,1998-01-26 13:59:30,1998-01-26 14:00:00,40,199802,199804,199806,199807,199808,199810,199812
1998-01-27,O,1998-01-27 09:30:00,1998-01-27 14:05:00,1998-01-27 13:59:30,1998-01-27 14:00:00,39,199802,199804,199806,199807,199808,199810,199812
1998-01-28,O,1998-01-28 09:30:00,1998-01-28 14:05:00,1998-01-28 13:59:30,1998-01-28 14:00:00,38,199802,199804,199806,199807,199808,199810,199812
1998-01-29,O,1998-01-29 09:30:00,1998-01-29 14:05:00,1998-01-29 13:59:30,1998-01-29 14:00:00,37,199802,199804,199806,199807,199808,199810,199812
1998-01-30,O,1998-01-30 09:30:00,1998-01-30 14:05:00,1998-01-30 13:59:30,1998-01-30 14:00:00,36,199802,199804,199806,199807,199808,199810,199812
1998-02-02,O,1998-02-02 09:30:00,1998-02-02 14:05:00,1998-02-02 13:59:30,1998-02-02 14:00:00,35,199802,199804,199806,199807,199808,199810,199812
1998-02-03,O,1998-02-03 09:30:00,1998-02-03 14:05:00,1998-02-03 13:59:30,1998-02-03 14:00:00,34,199802,199804,199806,199807,199808,199810,199812
1998-02-04,O,1998-02-04 09:30:00,1998-02-04 14:05:00,1998-02-04 13:59:30,1998-02-04 14:00:00,33,199802,199804,199806,199807,199808,199810,199812
1998-02-05,O,1998-02-05 09:30:00,1998-02-05 14:05:00,1998-02-05 13:59:30,1998-02-05 14:00:00,32,199802,199804,199806,199807,199808,199810,199812
1998-02-06,O,1998-02-06 09:30:00,1998-02-06 14:05:00,1998-02-06 13:59:30,1998-02-06 14:00:00,31,199802,199804,199806,199807,199808,199810,199812
1998-02-09,O,1998-02-09 09:30:00,1998-02-09 14:05:00,1998-02-09 13:59:30,1998-02-09 14:00:00,30,199802,199804,199806,199807,199808,199810,199812
1998-02-10,O,1998-02-10 09:30:00,1998-02-10 14:05:00,1998-02-10 13:59:30,1998-02-10 14:00:00,29,199802,199804,199806,199807,199808,199810,199812
1998-02-11,O,1998-02-11 09:30:00,1998-02-11 14:05:00,1998-02-11 13:59:30,1998-02-11 14:00:00,28,199802,199804,199806,199807,199808,199810,199812
1998-02-12,O,1998-02-12 09:30:00,1998-02-12 14:05:00,1998-02-12 13:59:30,1998-02-12 14:00:00,27,199802,199804,199806,199807,199808,199810,199812
1998-02-13,O,1998-02-13 09:30:00,1998-02-13 14:05:00,1998-02-13 13:59:30,1998-02-13 14:00:00,26,199802,199804,199806,199807,199808,199810,199812
1998-02-16,X,,,,,,,,,,,,
1998-02-17,O,1998-02-17 09:30:00,1998-02-17 14:05:00,1998-02-17 13:59:30,1998-02-17 14:00:00,25,,199804,199806,199807,199808,199810,199812
1998-02-18,O,1998-02-18 09:30:00,1998-02-18 14:05:00,1998-02-18 13:59:30,1998-02-18 14:00:00,24,,199804,199806,199807,199808,199810,199812
1998-02-19,O,1998-02-19 09:30:00,1998-02-19 14:05:00,1998-02-19 13:59:30,1998-02-19 14:00:00,23,,199804,199806,199807,199808,199810,199812
1998-02-20,O,1998-02-20 09:30:00,1998-02-20 14:05:00,1998-02-20 13:59:30,1998-02-20 14:00:00,22,,199804,199806,199807,199808,199810,199812
1998-02-23,O,1998-02-23 09:30:00,1998-02-23 14:05:00,1998-02-23 13:59:30,1998-02-23 14:00:00,21,,199804,199806,199807,199808,199810,199812
1998-02-24,O,1998-02-24 09:30:00,1998-02-24 14:05:00,1998-02-24 13:59:30,1998-02-24 14:00:00,20,,199804,199806,199807,199808,199810,199812
1998-02-25,O,1998-02-25 09:30:00,1998-02-25 14:05:00,1998-02-25 13:59:30,1998-02-25 14:00:00,19,,199804,199806,199807,199808,199810,199812
1998-02-26,O,1998-02-26 09:30:00,1998-02-26 14:05:00,1998-02-26 13:59:30,1998-02-26 14:00:00,18,,199804,199806,199807,199808,199810,199812
1998-02-27,O,1998-02-27 09:30:00,1998-02-27 14:05:00,1998-02-27 13:59:30,1998-02-27 14:00:00,17,,199804,199806,199807,199808,199810,199812
1998-03-02,O,1998-03-02 09:30:00,1998-03-02 14:05:00,1998-03-02 13:59:30,1998-03-02 14:00:00,16,,199804,199806,199807,199808,199810,199812
1998-03-03,O,1998-03-03 09:30:00,1998-03-03 14:05:00,1998-03-03 13:59:30,1998-03-03 14:00:00,15,,199804,199806,199807,199808,199810,199812
1998-03-04,O,1998-03-04 09:30:00,1998-03-04 14:05:00,1998-03-04 13:59:30,1998-03-04 14:00:00,14,,199804,199806,199807,199808,199810,199812
1998-03-05,O,1998-03-05 09:30:00,1998-03-05 14:05:00,1998-03-05 13:59:30,1998-03-05 14:00:00,13,,199804,199806,199807,199808,199810,199812
1998-03-06,O,1998-03-06 09:30:00,1998-03-06 14:05:00,1998-03-06 13:59:30,1998-03-06 14:00:00,12,,199804,199806,199807,199808,199810,199812
1998-03-09,O,1998-03-09 09:30:00,1998-03-09 14:05:00,1998-03-09 13:59:30,1998-03-09 14:00:00,11,,199804,199806,199807,199808,199810,199812
1998-03-10,O,1998-03-10 09:30:00,1998-03-10 14:05:00,1998-03-10 13:59:30,1998-03-10 14:00:00,10,,199804,199806,199807,199808,199810,199812
1998-03-11,O,1998-03-11 09:30:00,1998-03-11 14:05:00,1998-03-11 13:59:30,1998-03-11 14:00:00,9,,199804,199806,199807,199808,199810,199812
1998-03-12,O,1998-03-12 09:30:00,1998-03-12 14:05:00,1998-03-12 13:59:30,1998-03-12 14:00:00,8,,199804,199806,199807,199808,199810,199812
1998-03-13,O,1998-03-13 09:30:00,1998-03-13 14:05:00,1998-03-13 13:59:30,1998-03-13 14:00:00,7,,199804,199806,199807,199808,199810,199812
1998-03-16,O,1998-03-16 09:30:00,1998-03-16 14:05:00,1998-03-16 13:59:30,1998-03-16 14:00:00,6,,199804,199806,199807,199808,199810,199812
1998-03-17,O,1998-03-17 09:30:00,1998-03-17 14:05:00,1998-03-17 13:59:30,1998-03-17 14:00:00,5,,199804,199806,199807,199808,199810,199812
1998-03-18,O,1998-03-18 09:30:00,1998-03-18 14:05:00,1998-03-18 13:59:30,1998-03-18 14:00:00,4,,199804,199806,199807,199808,199810,199812
1998-03-19,O,1998-03-19 09:30:00,1998-03-19 14:05:00,1998-03-19 13:59:30,1998-03-19 14:00:00,3,,199804,199806,199807,199808,199810,199812
1998-03-20,O,1998-03-20 09:30:00,1998-03-20 14:05:00,1998-03-20 13:59:30,1998-03-20 14:00:00,2,,199804,199806,199807,199808,199810,199812
1998-03-23,O,1998-03-23 09:30:00,1998-03-23 14:05:00,1998-03-23 13:59:30,1998-03-23 14:00:00,1,,199804,199806,199807,199808,199810,199812
1998-03-24,O,1998-03-24 09:30:00,1998-03-24 14:05:00,1998-03-24 13:59:30,1998-03-24 14:00:00,0,,199804,199806,199807,199808,199810,199812
1998-03-25,O,1998-03-25 09:30:00,1998-03-25 14:05:00,1998-03-25 13:59:30,1998-03-25 14:00:00,40,199804,199806,199807,199808,199810,199812,199902
1998-03-26,O,1998-03-26 09:30:00,1998-03-26 14:05:00,1998-03-26 13:59:30,1998-03-26 14:00:00,39,199804,199806,199807,199808,199810,199812,199902
1998-03-27,O,1998-03-27 09:30:00,1998-03-27 14:05:00,1998-03-27 13:59:30,1998-03-27 14:00:00,38,199804,199806,199807,199808,199810,199812,199902
1998-03-30,O,1998-03-30 09:30:00,1998-03-30 14:05:00,1998-03-30 13:59:30,1998-03-30 14:00:00,37,199804,199806,199807,199808,199810,199812,199902
1998-03-31,O,1998-03-31 09:30:00,1998-03-31 14:05:00,1998-03-31 13:59:30,1998-03-31 14:00:00,36,199804,199806,199807,199808,199810,199812,199902
1998-04-01,O,1998-04-01 09:30:00,1998-04-01 14:05:00,1998-04-01 13:59:30,1998-04-01 14:00:00,35,199804,199806,199807,199808,199810,199812,199902
1998-04-02,O,1998-04-02 09:30:00,1998-04-02 14:05:00,1998-04-02 13:59:30,1998-04-02 14:00:00,34,199804,199806,199807,199808,199810,199812,199902
1998-04-03,O,1998-04-03 09:30:00,1998-04-03 14:05:00,1998-04-03 13:59:30,1998-04-03 14:00:00,33,199804,199806,199807,199808,199810,199812,199902
1998-04-06,O,1998-04-06 09:30:00,1998-04-06 14:05:00,1998-04-06 13:59:30,1998-04-06 14:00:00,32,199804,199806,199807,199808,199810,199812,199902
1998-04-07,O,1998-04-07 09:30:00,1998-04-07 14:05:00,1998-04-07 13:59:30,1998-04-07 14:00:00,31,199804,199806,199807,199808,199810,199812,199902
1998-04-08,O,1998-04-08 09:30:00,1998-04-08 14:05:00,1998-04-08 13:59:30,1998-04-08 14:00:00,30,199804,199806,199807,199808,199810,199812,199902
1998-04-09,O,1998-04-09 09:30:00,1998-04-09 14:05:00,1998-04-09 13:59:30,1998-04-09 14:00:00,29,199804,199806,199807,199808,199810,199812,199902
1998-04-10,X,,,,,,,,,,,,
1998-04-13,O,1998-04-13 09:30:00,1998-04-13 14:05:00,1998-04-13 13:59:30,1998-04-13 14:00:00,28,199804,199806,199807,199808,199810,199812,199902
1998-04-14,O,1998-04-14 09:30:00,1998-04-14 14:05:00,1998-04-14 13:59:30,1998-04-14 14:00:00,27,199804,199806,199807,199808,199810,199812,199902
1998-04-15,O,1998-04-15 09:30:00,1998-04-15 14:05:00,1998-04-15 13:59:30,1998-04-15 14:00:00,26,199804,199806,199807,199808,199810,199812,199902
1998-04-16,O,1998-04-16 09:30:00,1998-04-16 14:05:00,1998-04-16 13:59:30,1998-04-16 14:00:00,25,,199806,199807,199808,199810,199812,199902
1998-04-17,O,1998-04-17 09:30:00,1998-04-17 14:05:00,1998-04-17 13:59:30,1998-04-17 14:00:00,24,,199806,199807,199808,199810,199812,199902
1998-04-20,O,1998-04-20 09:30:00,1998-04-20 14:05:00,1998-04-20 13:59:30,1998-04-20 14:00:00,23,,199806,199807,199808,199810,199812,199902
1998-04-21,O,1998-04-21 09:30:00,1998-04-21 14:05:00,1998-04-21 13:59:30,1998-04-21 14:00:00,22,,199806,199807,199808,199810,199812,199902
1998-04-22,O,1998-04-22 09:30:00,1998-04-22 14:05:00,1998-04-22 13:59:30,1998-04-22 14:00:00,21,,199806,199807,199808,199810,199812,199902
1998-04-23,O,1998-04-23 09:30:00,1998-04-23 14:05:00,1998-04-23 13:59:30,1998-04-23 14:00:00,20,,199806,199807,199808,199810,199812,199902
1998-04-24,O,1998-04-24 09:30:00,1998-04-24 14:05:00,1998-04-24 13:59:30,1998-04-24 14:00:00,19,,199806,199807,199808,199810,199812,199902
1998-04-27,O,1998-04-27 09:30:00,1998-04-27 14:05:00,1998-04-27 13:59:30,1998-04-27 14:00:00,18,,199806,199807,199808,199810,199812,199902
1998-04-28,O,1998-04-28 09:30:00,1998-04-28 14:05:00,1998-04-28 13:59:30,1998-04-28 14:00:00,17,,199806,199807,199808,199810,199812,199902
1998-04-29,O,1998-04-29 09:30:00,1998-04-29 14:05:00,1998-04-29 13:59:30,1998-04-29 14:00:00,16,,199806,199807,199808,199810,199812,199902
1998-04-30,O,1998-04-30 09:30:00,1998-04-30 14:05:00,1998-04-30 13:59:30,1998-04-30 14:00:00,15,,199806,199807,199808,199810,199812,199902
1998-05-01,O,1998-05-01 09:30:00,1998-05-01 14:05:00,1998-05-01 13:59:30,1998-05-01 14:00:00,14,,199806,199807,199808,199810,199812,199902
1998-05-04,O,1998-05-04 09:30:00,1998-05-04 14:05:00,1998-05-04 13:59:30,1998-05-04 14:00:00,13,,199806,199807,199808,199810,199812,199902
1998-05-05,O,1998-05-05 09:30:00,1998-05-05 14:05:00,1998-05-05 13:59:30,1998-05-05 14:00:00,12,,199806,199807,199808,199810,199812,199902
1998-05-06,O,1998-05-06 09:30:00,1998-05-06 14:05:00,1998-05-06 13:59:30,1998-05-06 14:00:00,11,,199806,199807,199808,199810,199812,199902
1998-05-07,O,1998-05-07 09:30:00,1998-05-07 14:05:00,1998-05-07 13:59:30,1998-05-07 14:00:00,10,,199806,199807,199808,199810,199812,199902
1998-05-08,O,1998-05-08 09:30:00,1998-05-08 14:05:00,1998-05-08 13:59:30,1998-05-08 14:00:00,9,,199806,199807,199808,199810,199812,199902
1998-05-11,O,1998-05-11 09:30:00,1998-05-11 14:05:00,1998-05-11 13:59:30,1998-05-11 14:00:00,8,,199806,199807,199808,199810,199812,199902
1998-05-12,O,1998-05-12 09:30:00,1998-05-12 14:05:00,1998-05-12 13:59:30,1998-05-12 14:00:00,7,,199806,199807,199808,199810,199812,199902
1998-05-13,O,1998-05-13 09:30:00,1998-05-13 14:05:00,1998-05-13 13:59:30,1998-05-13 14:00:00,6,,199806,199807,199808,199810,199812,199902
1998-05-14,O,1998-05-14 09:30:00,1998-05-14 14:05:00,1998-05-14 13:59:30,1998-05-14 14:00:00,5,,199806,199807,199808,199810,199812,199902
1998-05-15,O,1998-05-15 09:30:00,1998-05-15 14:05:00,1998-05-15 13:59:30,1998-05-15 14:00:00,4,,199806,199807,199808,199810,199812,199902
1998-05-18,O,1998-05-18 09:30:00,1998-05-18 14:05:00,1998-05-18 13:59:30,1998-05-18 14:00:00,3,,199806,199807,199808,199810,199812,199902
1998-05-19,O,1998-05-19 09:30:00,1998-05-19 14:05:00,1998-05-19 13:59:30,1998-05-19 14:00:00,2,,199806,199807,199808,199810,199812,199902
1998-05-20,O,1998-05-20 09:30:00,1998-05-20 14:05:00,1998-05-20 13:59:30,1998-05-20 14:00:00,1,,199806,199807,199808,199810,199812,199902
1998-05-21,O,1998-05-21 09:30:00,1998-05-21 14:05:00,1998-05-21 13:59:30,1998-05-21 14:00:00,0,,199806,199807,199808,199810,199812,199902
1998-05-22,O,1998-05-22 09:30:00,1998-05-22 14:05:00,1998-05-22 13:59:30,1998-05-22 14:00:00,21,199806,199807,199808,199810,199812,199902,199904
1998-05-25,X,,,,,,,,,,,,
1998-05-26,O,1998-05-26 09:30:00,1998-05-26 14:05:00,1998-05-26 13:59:30,1998-05-26 14:00:00,20,199806,199807,199808,199810,199812,199902,199904
1998-05-27,O,1998-05-27 09:30:00,1998-05-27 14:05:00,1998-05-27 13:59:30,1998-05-27 14:00:00,19,199806,199807,199808,199810,199812,199902,199904
1998-05-28,O,1998-05-28 09:30:00,1998-05-28 14:05:00,1998-05-28 13:59:30,1998-05-28 14:00:00,18,199806,199807,199808,199810,199812,199902,199904
1998-05-29,O,1998-05-29 09:30:00,1998-05-29 14:05:00,1998-05-29 13:59:30,1998-05-29 14:00:00,17,199806,199807,199808,199810,199812,199902,199904
1998-06-01,O,1998-06-01 09:30:00,1998-06-01 14:05:00,1998-06-01 13:59:30,1998-06-01 14:00:00,16,199806,199807,199808,199810,199812,199902,199904
1998-06-02,O,1998-06-02 09:30:00,1998-06-02 14:05:00,1998-06-02 13:59:30,1998-06-02 14:00:00,15,199806,199807,199808,199810,199812,199902,199904
1998-06-03,O,1998-06-03 09:30:00,1998-06-03 14:05:00,1998-06-03 13:59:30,1998-06-03 14:00:00,14,199806,199807,199808,199810,199812,199902,199904
1998-06-04,O,1998-06-04 09:30:00,1998-06-04 14:05:00,1998-06-04 13:59:30,1998-06-04 14:00:00,13,199806,199807,199808,199810,199812,199902,199904
1998-06-05,O,1998-06-05 09:30:00,1998-06-05 14:05:00,1998-06-05 13:59:30,1998-06-05 14:00:00,12,199806,199807,199808,199810,199812,199902,199904
1998-06-08,O,1998-06-08 09:30:00,1998-06-08 14:05:00,1998-06-08 13:59:30,1998-06-08 14:00:00,11,199806,199807,199808,199810,199812,199902,199904
1998-06-09,O,1998-06-09 09:30:00,1998-06-09 14:05:00,1998-06-09 13:59:30,1998-06-09 14:00:00,10,199806,199807,199808,199810,199812,199902,199904
1998-06-10,O,1998-06-10 09:30:00,1998-06-10 14:05:00,1998-06-10 13:59:30,1998-06-10 14:00:00,9,199806,199807,199808,199810,199812,199902,199904
1998-06-11,O,1998-06-11 09:30:00,1998-06-11 14:05:00,1998-06-11 13:59:30,1998-06-11 14:00:00,8,199806,199807,199808,199810,199812,199902,199904
1998-06-12,O,1998-06-12 09:30:00,1998-06-12 14:05:00,1998-06-12 13:59:30,1998-06-12 14:00:00,7,199806,199807,199808,199810,199812,199902,199904
1998-06-15,O,1998-06-15 09:30:00,1998-06-15 14:05:00,1998-06-15 13:59:30,1998-06-15 14:00:00,6,,199807,199808,199810,199812,199902,199904
1998-06-16,O,1998-06-16 09:30:00,1998-06-16 14:05:00,1998-06-16 13:59:30,1998-06-16 14:00:00,5,,199807,199808,199810,199812,199902,199904
1998-06-17,O,1998-06-17 09:30:00,1998-06-17 14:05:00,1998-06-17 13:59:30,1998-06-17 14:00:00,4,,199807,199808,199810,199812,199902,199904
1998-06-18,O,1998-06-18 09:30:00,1998-06-18 14:05:00,1998-06-18 13:59:30,1998-06-18 14:00:00,3,,199807,199808,199810,199812,199902,199904
1998-06-19,O,1998-06-19 09:30:00,1998-06-19 14:05:00,1998-06-19 13:59:30,1998-06-19 14:00:00,2,,199807,199808,199810,199812,199902,199904
1998-06-22,O,1998-06-22 09:30:00,1998-06-22 14:05:00,1998-06-22 13:59:30,1998-06-22 14:00:00,1,,199807,199808,199810,199812,199902,199904
1998-06-23,O,1998-06-23 09:30:00,1998-06-23 14:05:00,1998-06-23 13:59:30,1998-06-23 14:00:00,0,,199807,199808,199810,199812,199902,199904
1998-06-24,O,1998-06-24 09:30:00,1998-06-24 14:05:00,1998-06-24 13:59:30,1998-06-24 14:00:00,21,199807,199808,199810,199812,199902,199904,199906
1998-06-25,O,1998-06-25 09:30:00,1998-06-25 14:05:00,1998-06-25 13:59:30,1998-06-25 14:00:00,20,199807,199808,199810,199812,199902,199904,199906
1998-06-26,O,1998-06-26 09:30:00,1998-06-26 14:05:00,1998-06-26 13:59:30,1998-06-26 14:00:00,19,199807,199808,199810,199812,199902,199904,199906
1998-06-29,O,1998-06-29 09:30:00,1998-06-29 14:05:00,1998-06-29 13:59:30,1998-06-29 14:00:00,18,199807,199808,199810,199812,199902,199904,199906
1998-06-30,O,1998-06-30 09:30:00,1998-06-30 14:05:00,1998-06-30 13:59:30,1998-06-30 14:00:00,17,199807,199808,199810,199812,199902,199904,199906
1998-07-01,O,1998-07-01 09:30:00,1998-07-01 14:05:00,1998-07-01 13:59:30,1998-07-01 14:00:00,16,199807,199808,199810,199812,199902,199904,199906
1998-07-02,O,1998-07-02 09:30:00,1998-07-02 14:05:00,1998-07-02 13:59:30,1998-07-02 14:00:00,15,199807,199808,199810,199812,199902,199904,199906
1998-07-03,X,,,,,,,,,,,,
1998-07-06,O,1998-07-06 09:30:00,1998-07-06 14:05:00,1998-07-06 13:59:30,1998-07-06 14:00:00,14,199807,199808,199810,199812,199902,199904,199906
1998-07-07,O,1998-07-07 09:30:00,1998-07-07 14:05:00,1998-07-07 13:59:30,1998-07-07 14:00:00,13,199807,199808,199810,199812,199902,199904,199906
1998-07-08,O,1998-07-08 09:30:00,1998-07-08 14:05:00,1998-07-08 13:59:30,1998-07-08 14:00:00,12,199807,199808,199810,199812,199902,199904,199906
1998-07-09,O,1998-07-09 09:30:00,1998-07-09 14:05:00,1998-07-09 13:59:30,1998-07-09 14:00:00,11,199807,199808,199810,199812,199902,199904,199906
1998-07-10,O,1998-07-10 09:30:00,1998-07-10 14:05:00,1998-07-10 13:59:30,1998-07-10 14:00:00,10,199807,199808,199810,199812,199902,199904,199906
1998-07-13,O,1998-07-13 09:30:00,1998-07-13 14:05:00,1998-07-13 13:59:30,1998-07-13 14:00:00,9,199807,199808,199810,199812,199902,199904,199906
1998-07-14,O,1998-07-14 09:30:00,1998-07-14 14:05:00,1998-07-14 13:59:30,1998-07-14 14:00:00,8,199807,199808,199810,199812,199902,199904,199906
1998-07-15,O,1998-07-15 09:30:00,1998-07-15 14:05:00,1998-07-15 13:59:30,1998-07-15 14:00:00,7,199807,199808,199810,199812,199902,199904,199906
1998-07-16,O,1998-07-16 09:30:00,1998-07-16 14:05:00,1998-07-16 13:59:30,1998-07-16 14:00:00,6,,199808,199810,199812,199902,199904,199906
1998-07-17,O,1998-07-17 09:30:00,1998-07-17 14:05:00,1998-07-17 13:59:30,1998-07-17 14:00:00,5,,199808,199810,199812,199902,199904,199906
1998-07-20,O,1998-07-20 09:30:00,1998-07-20 14:05:00,1998-07-20 13:59:30,1998-07-20 14:00:00,4,,199808,199810,199812,199902,199904,199906
1998-07-21,O,1998-07-21 09:30:00,1998-07-21 14:05:00,1998-07-21 13:59:30,1998-07-21 14:00:00,3,,199808,199810,199812,199902,199904,199906
1998-07-22,O,1998-07-22 09:30:00,1998-07-22 14:05:00,1998-07-22 13:59:30,1998-07-22 14:00:00,2,,199808,199810,199812,199902,199904,199906
1998-07-23,O,1998-07-23 09:30:00,1998-07-23 14:05:00,1998-07-23 13:59:30,1998-07-23 14:00:00,1,,199808,199810,199812,199902,199904,199906
1998-07-24,O,1998-07-24 09:30:00,1998-07-24 14:05:00,1998-07-24 13:59:30,1998-07-24 14:00:00,0,,199808,199810,199812,199902,199904,199906
1998-07-27,O,1998-07-27 09:30:00,1998-07-27 14:05:00,1998-07-27 13:59:30,1998-07-27 14:00:00,41,199808,199810,199812,199902,199904,199906,199907
1998-07-28,O,1998-07-28 09:30:00,1998-07-28 14:05:00,1998-07-28 13:59:30,1998-07-28 14:00:00,40,199808,199810,199812,199902,199904,199906,199907
1998-07-29,O,1998-07-29 09:30:00,1998-07-29 14:05:00,1998-07-29 13:59:30,1998-07-29 14:00:00,39,199808,199810,199812,199902,199904,199906,199907
1998-07-30,O,1998-07-30 09:30:00,1998-07-30 14:05:00,1998-07-30 13:59:30,1998-07-30 14:00:00,38,199808,199810,199812,199902,199904,199906,199907
1998-07-31,O,1998-07-31 09:30:00,1998-07-31 14:05:00,1998-07-31 13:59:30,1998-07-31 14:00:00,37,199808,199810,199812,199902,199904,199906,199907
1998-08-03,O,1998-08-03 09:30:00,1998-08-03 14:05:00,1998-08-03 13:59:30,1998-08-03 14:00:00,36,199808,199810,199812,199902,199904,199906,199907
1998-08-04,O,1998-08-04 09:30:00,1998-08-04 14:05:00,1998-08-04 13:59:30,1998-08-04 14:00:00,35,199808,199810,199812,199902,199904,199906,199907
1998-08-05,O,1998-08-05 09:30:00,1998-08-05 14:05:00,1998-08-05 13:59:30,1998-08-05 14:00:00,34,199808,199810,199812,199902,199904,199906,199907
1998-08-06,O,1998-08-06 09:30:00,1998-08-06 14:05:00,1998-08-06 13:59:30,1998-08-06 14:00:00,33,199808,199810,199812,199902,199904,199906,199907
1998-08-07,O,1998-08-07 09:30:00,1998-08-07 14:05:00,1998-08-07 13:59:30,1998-08-07 14:00:00,32,199808,199810,199812,199902,199904,199906,199907
1998-08-10,O,1998-08-10 09:30:00,1998-08-10 14:05:00,1998-08-10 13:59:30,1998-08-10 14:00:00,31,199808,199810,199812,199902,199904,199906,199907
1998-08-11,O,1998-08-11 09:30:00,1998-08-11 14:05:00,1998-08-11 13:59:30,1998-08-11 14:00:00,30,199808,199810,199812,199902,199904,199906,199907
1998-08-12,O,1998-08-12 09:30:00,1998-08-12 14:05:00,1998-08-12 13:59:30,1998-08-12 14:00:00,29,199808,199810,199812,199902,199904,199906,199907
1998-08-13,O,1998-08-13 09:30:00,1998-08-13 14:05:00,1998-08-13 13:59:30,1998-08-13 14:00:00,28,199808,199810,199812,199902,199904,199906,199907
1998-08-14,O,1998-08-14 09:30:00,1998-08-14 14:05:00,1998-08-14 13:59:30,1998-08-14 14:00:00,27,199808,199810,199812,199902,199904,199906,199907
1998-08-17,O,1998-08-17 09:30:00,1998-08-17 14:05:00,1998-08-17 13:59:30,1998-08-17 14:00:00,26,,199810,199812,199902,199904,199906,199907
1998-08-18,O,1998-08-18 09:30:00,1998-08-18 14:05:00,1998-08-18 13:59:30,1998-08-18 14:00:00,25,,199810,199812,199902,199904,199906,199907
1998-08-19,O,1998-08-19 09:30:00,1998-08-19 14:05:00,1998-08-19 13:59:30,1998-08-19 14:00:00,24,,199810,199812,199902,199904,199906,199907
1998-08-20,O,1998-08-20 09:30:00,1998-08-20 14:05:00,1998-08-20 13:59:30,1998-08-20 14:00:00,23,,199810,199812,199902,199904,199906,199907
1998-08-21,O,1998-08-21 09:30:00,1998-08-21 14:05:00,1998-08-21 13:59:30,1998-08-21 14:00:00,22,,199810,199812,199902,199904,199906,199907
1998-08-24,O,1998-08-24 09:30:00,1998-08-24 14:05:00,1998-08-24 13:59:30,1998-08-24 14:00:00,21,,199810,199812,199902,199904,199906,199907
1998-08-25,O,1998-08-25 09:30:00,1998-08-25 14:05:00,1998-08-25 13:59:30,1998-08-25 14:00:00,20,,199810,199812,199902,199904,199906,199907
1998-08-26,O,1998-08-26 09:30:00,1998-08-26 14:05:00,1998-08-26 13:59:30,1998-08-26 14:00:00,19,,199810,199812,199902,199904,199906,199907
1998-08-27,O,1998-08-27 09:30:00,1998-08-27 14:05:00,1998-08-27 13:59:30,1998-08-27 14:00:00,18,,199810,199812,199902,199904,199906,199907
1998-08-28,O,1998-08-28 09:30:00,1998-08-28 14:05:00,1998-08-28 13:59:30,1998-08-28 14:00:00,17,,199810,199812,199902,199904,199906,199907
1998-08-31,O,1998-08-31 09:30:00,1998-08-31 14:05:00,1998-08-31 13:59:30,1998-08-31 14:00:00,16,,199810,199812,199902,199904,199906,199907
1998-09-01,O,1998-09-01 09:30:00,1998-09-01 14:05:00,1998-09-01 13:59:30,1998-09-01 14:00:00,15,,199810,199812,199902,199904,199906,199907
1998-09-02,O,1998-09-02 09:30:00,1998-09-02 14:05:00,1998-09-02 13:59:30,1998-09-02 14:00:00,14,,199810,199812,199902,199904,199906,199907
1998-09-03,O,1998-09-03 09:30:00,1998-09-03 14:05:00,1998-09-03 13:59:30,1998-09-03 14:00:00,13,,199810,199812,199902,199904,199906,199907
1998-09-04,O,1998-09-04 09:30:00,1998-09-04 14:05:00,1998-09-04 13:59:30,1998-09-04 14:00:00,12,,199810,199812,199902,199904,199906,199907
1998-09-07,X,,,,,,,,,,,,
1998-09-08,O,1998-09-08 09:30:00,1998-09-08 14:05:00,1998-09-08 13:59:30,1998-09-08 14:00:00,11,,199810,199812,199902,199904,199906,199907
1998-09-09,O,1998-09-09 09:30:00,1998-09-09 14:05:00,1998-09-09 13:59:30,1998-09-09 14:00:00,10,,199810,199812,199902,199904,199906,199907
1998-09-10,O,1998-09-10 09:30:00,1998-09-10 14:05:00,1998-09-10 13:59:30,1998-09-10 14:00:00,9,,199810,199812,199902,199904,199906,199907
1998-09-11,O,1998-09-11 09:30:00,1998-09-11 14:05:00,1998-09-11 13:59:30,1998-09-11 14:00:00,8,,199810,199812,199902,199904,199906,199907
