date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,RobustaCoffee_N0,RobustaCoffee_N1,RobustaCoffee_N2,RobustaCoffee_N3,RobustaCoffee_N4,RobustaCoffee_N5,RobustaCoffee_N6
1993-06-10,O,1993-06-10 04:00:00,1993-06-10 12:30:00,1993-06-10 12:23:00,1993-06-10 12:25:00,3956,,,,,,,
1993-06-11,O,1993-06-11 04:00:00,1993-06-11 12:30:00,1993-06-11 12:23:00,1993-06-11 12:25:00,3955,,,,,,,
1993-06-14,O,1993-06-14 04:00:00,1993-06-14 12:30:00,1993-06-14 12:23:00,1993-06-14 12:25:00,3954,,,,,,,
1993-06-15,O,1993-06-15 04:00:00,1993-06-15 12:30:00,1993-06-15 12:23:00,1993-06-15 12:25:00,3953,,,,,,,
1993-06-16,O,1993-06-16 04:00:00,1993-06-16 12:30:00,1993-06-16 12:23:00,1993-06-16 12:25:00,3952,,,,,,,
1993-06-17,O,1993-06-17 04:00:00,1993-06-17 12:30:00,1993-06-17 12:23:00,1993-06-17 12:25:00,3951,,,,,,,
1993-06-18,O,1993-06-18 04:00:00,1993-06-18 12:30:00,1993-06-18 12:23:00,1993-06-18 12:25:00,3950,,,,,,,
1993-06-21,O,1993-06-21 04:00:00,1993-06-21 12:30:00,1993-06-21 12:23:00,1993-06-21 12:25:00,3949,,,,,,,
1993-06-22,O,1993-06-22 04:00:00,1993-06-22 12:30:00,1993-06-22 12:23:00,1993-06-22 12:25:00,3948,,,,,,,
1993-06-23,O,1993-06-23 04:00:00,1993-06-23 12:30:00,1993-06-23 12:23:00,1993-06-23 12:25:00,3947,,,,,,,
1993-06-24,O,1993-06-24 04:00:00,1993-06-24 12:30:00,1993-06-24 12:23:00,1993-06-24 12:25:00,3946,,,,,,,
1993-06-25,O,1993-06-25 04:00:00,1993-06-25 12:30:00,1993-06-25 12:23:00,1993-06-25 12:25:00,3945,,,,,,,
1993-06-28,O,1993-06-28 04:00:00,1993-06-28 12:30:00,1993-06-28 12:23:00,1993-06-28 12:25:00,3944,,,,,,,
1993-06-29,O,1993-06-29 04:00:00,1993-06-29 12:30:00,1993-06-29 12:23:00,1993-06-29 12:25:00,3943,,,,,,,
1993-06-30,O,1993-06-30 04:00:00,1993-06-30 12:30:00,1993-06-30 12:23:00,1993-06-30 12:25:00,3942,,,,,,,
1993-07-01,O,1993-07-01 04:00:00,1993-07-01 12:30:00,1993-07-01 12:23:00,1993-07-01 12:25:00,3941,,,,,,,
1993-07-02,O,1993-07-02 04:00:00,1993-07-02 12:30:00,1993-07-02 12:23:00,1993-07-02 12:25:00,3940,,,,,,,
1993-07-05,O,1993-07-05 04:00:00,1993-07-05 12:30:00,1993-07-05 12:23:00,1993-07-05 12:25:00,3939,,,,,,,
1993-07-06,O,1993-07-06 04:00:00,1993-07-06 12:30:00,1993-07-06 12:23:00,1993-07-06 12:25:00,3938,,,,,,,
1993-07-07,O,1993-07-07 04:00:00,1993-07-07 12:30:00,1993-07-07 12:23:00,1993-07-07 12:25:00,3937,,,,,,,
1993-07-08,O,1993-07-08 04:00:00,1993-07-08 12:30:00,1993-07-08 12:23:00,1993-07-08 12:25:00,3936,,,,,,,
1993-07-09,O,1993-07-09 04:00:00,1993-07-09 12:30:00,1993-07-09 12:23:00,1993-07-09 12:25:00,3935,,,,,,,
1993-07-12,O,1993-07-12 04:00:00,1993-07-12 12:30:00,1993-07-12 12:23:00,1993-07-12 12:25:00,3934,,,,,,,
1993-07-13,O,1993-07-13 04:00:00,1993-07-13 12:30:00,1993-07-13 12:23:00,1993-07-13 12:25:00,3933,,,,,,,
1993-07-14,O,1993-07-14 04:00:00,1993-07-14 12:30:00,1993-07-14 12:23:00,1993-07-14 12:25:00,3932,,,,,,,
1993-07-15,O,1993-07-15 04:00:00,1993-07-15 12:30:00,1993-07-15 12:23:00,1993-07-15 12:25:00,3931,,,,,,,
1993-07-16,O,1993-07-16 04:00:00,1993-07-16 12:30:00,1993-07-16 12:23:00,1993-07-16 12:25:00,3930,,,,,,,
1993-07-19,O,1993-07-19 04:00:00,1993-07-19 12:30:00,1993-07-19 12:23:00,1993-07-19 12:25:00,3929,,,,,,,
1993-07-20,O,1993-07-20 04:00:00,1993-07-20 12:30:00,1993-07-20 12:23:00,1993-07-20 12:25:00,3928,,,,,,,
1993-07-21,O,1993-07-21 04:00:00,1993-07-21 12:30:00,1993-07-21 12:23:00,1993-07-21 12:25:00,3927,,,,,,,
1993-07-22,O,1993-07-22 04:00:00,1993-07-22 12:30:00,1993-07-22 12:23:00,1993-07-22 12:25:00,3926,,,,,,,
1993-07-23,O,1993-07-23 04:00:00,1993-07-23 12:30:00,1993-07-23 12:23:00,1993-07-23 12:25:00,3925,,,,,,,
1993-07-26,O,1993-07-26 04:00:00,1993-07-26 12:30:00,1993-07-26 12:23:00,1993-07-26 12:25:00,3924,,,,,,,
1993-07-27,O,1993-07-27 04:00:00,1993-07-27 12:30:00,1993-07-27 12:23:00,1993-07-27 12:25:00,3923,,,,,,,
1993-07-28,O,1993-07-28 04:00:00,1993-07-28 12:30:00,1993-07-28 12:23:00,1993-07-28 12:25:00,3922,,,,,,,
1993-07-29,O,1993-07-29 04:00:00,1993-07-29 12:30:00,1993-07-29 12:23:00,1993-07-29 12:25:00,3921,,,,,,,
1993-07-30,O,1993-07-30 04:00:00,1993-07-30 12:30:00,1993-07-30 12:23:00,1993-07-30 12:25:00,3920,,,,,,,
1993-08-02,O,1993-08-02 04:00:00,1993-08-02 12:30:00,1993-08-02 12:23:00,1993-08-02 12:25:00,3919,,,,,,,
1993-08-03,O,1993-08-03 04:00:00,1993-08-03 12:30:00,1993-08-03 12:23:00,1993-08-03 12:25:00,3918,,,,,,,
1993-08-04,O,1993-08-04 04:00:00,1993-08-04 12:30:00,1993-08-04 12:23:00,1993-08-04 12:25:00,3917,,,,,,,
1993-08-05,O,1993-08-05 04:00:00,1993-08-05 12:30:00,1993-08-05 12:23:00,1993-08-05 12:25:00,3916,,,,,,,
1993-08-06,O,1993-08-06 04:00:00,1993-08-06 12:30:00,1993-08-06 12:23:00,1993-08-06 12:25:00,3915,,,,,,,
1993-08-09,O,1993-08-09 04:00:00,1993-08-09 12:30:00,1993-08-09 12:23:00,1993-08-09 12:25:00,3914,,,,,,,
1993-08-10,O,1993-08-10 04:00:00,1993-08-10 12:30:00,1993-08-10 12:23:00,1993-08-10 12:25:00,3913,,,,,,,
1993-08-11,O,1993-08-11 04:00:00,1993-08-11 12:30:00,1993-08-11 12:23:00,1993-08-11 12:25:00,3912,,,,,,,
1993-08-12,O,1993-08-12 04:00:00,1993-08-12 12:30:00,1993-08-12 12:23:00,1993-08-12 12:25:00,3911,,,,,,,
1993-08-13,O,1993-08-13 04:00:00,1993-08-13 12:30:00,1993-08-13 12:23:00,1993-08-13 12:25:00,3910,,,,,,,
1993-08-16,O,1993-08-16 04:00:00,1993-08-16 12:30:00,1993-08-16 12:23:00,1993-08-16 12:25:00,3909,,,,,,,
1993-08-17,O,1993-08-17 04:00:00,1993-08-17 12:30:00,1993-08-17 12:23:00,1993-08-17 12:25:00,3908,,,,,,,
1993-08-18,O,1993-08-18 04:00:00,1993-08-18 12:30:00,1993-08-18 12:23:00,1993-08-18 12:25:00,3907,,,,,,,
1993-08-19,O,1993-08-19 04:00:00,1993-08-19 12:30:00,1993-08-19 12:23:00,1993-08-19 12:25:00,3906,,,,,,,
1993-08-20,O,1993-08-20 04:00:00,1993-08-20 12:30:00,1993-08-20 12:23:00,1993-08-20 12:25:00,3905,,,,,,,
1993-08-23,O,1993-08-23 04:00:00,1993-08-23 12:30:00,1993-08-23 12:23:00,1993-08-23 12:25:00,3904,,,,,,,
1993-08-24,O,1993-08-24 04:00:00,1993-08-24 12:30:00,1993-08-24 12:23:00,1993-08-24 12:25:00,3903,,,,,,,
1993-08-25,O,1993-08-25 04:00:00,1993-08-25 12:30:00,1993-08-25 12:23:00,1993-08-25 12:25:00,3902,,,,,,,
1993-08-26,O,1993-08-26 04:00:00,1993-08-26 12:30:00,1993-08-26 12:23:00,1993-08-26 12:25:00,3901,,,,,,,
1993-08-27,O,1993-08-27 04:00:00,1993-08-27 12:30:00,1993-08-27 12:23:00,1993-08-27 12:25:00,3900,,,,,,,
1993-08-30,X,,,,,,,,,,,,
1993-08-31,O,1993-08-31 04:00:00,1993-08-31 12:30:00,1993-08-31 12:23:00,1993-08-31 12:25:00,3899,,,,,,,
1993-09-01,O,1993-09-01 04:00:00,1993-09-01 12:30:00,1993-09-01 12:23:00,1993-09-01 12:25:00,3898,,,,,,,
1993-09-02,O,1993-09-02 04:00:00,1993-09-02 12:30:00,1993-09-02 12:23:00,1993-09-02 12:25:00,3897,,,,,,,
1993-09-03,O,1993-09-03 04:00:00,1993-09-03 12:30:00,1993-09-03 12:23:00,1993-09-03 12:25:00,3896,,,,,,,
1993-09-06,O,1993-09-06 04:00:00,1993-09-06 12:30:00,1993-09-06 12:23:00,1993-09-06 12:25:00,3895,,,,,,,
1993-09-07,O,1993-09-07 04:00:00,1993-09-07 12:30:00,1993-09-07 12:23:00,1993-09-07 12:25:00,3894,,,,,,,
1993-09-08,O,1993-09-08 04:00:00,1993-09-08 12:30:00,1993-09-08 12:23:00,1993-09-08 12:25:00,3893,,,,,,,
1993-09-09,O,1993-09-09 04:00:00,1993-09-09 12:30:00,1993-09-09 12:23:00,1993-09-09 12:25:00,3892,,,,,,,
1993-09-10,O,1993-09-10 04:00:00,1993-09-10 12:30:00,1993-09-10 12:23:00,1993-09-10 12:25:00,3891,,,,,,,
1993-09-13,O,1993-09-13 04:00:00,1993-09-13 12:30:00,1993-09-13 12:23:00,1993-09-13 12:25:00,3890,,,,,,,
1993-09-14,O,1993-09-14 04:00:00,1993-09-14 12:30:00,1993-09-14 12:23:00,1993-09-14 12:25:00,3889,,,,,,,
1993-09-15,O,1993-09-15 04:00:00,1993-09-15 12:30:00,1993-09-15 12:23:00,1993-09-15 12:25:00,3888,,,,,,,
1993-09-16,O,1993-09-16 04:00:00,1993-09-16 12:30:00,1993-09-16 12:23:00,1993-09-16 12:25:00,3887,,,,,,,
1993-09-17,O,1993-09-17 04:00:00,1993-09-17 12:30:00,1993-09-17 12:23:00,1993-09-17 12:25:00,3886,,,,,,,
1993-09-20,O,1993-09-20 04:00:00,1993-09-20 12:30:00,1993-09-20 12:23:00,1993-09-20 12:25:00,3885,,,,,,,
1993-09-21,O,1993-09-21 04:00:00,1993-09-21 12:30:00,1993-09-21 12:23:00,1993-09-21 12:25:00,3884,,,,,,,
1993-09-22,O,1993-09-22 04:00:00,1993-09-22 12:30:00,1993-09-22 12:23:00,1993-09-22 12:25:00,3883,,,,,,,
1993-09-23,O,1993-09-23 04:00:00,1993-09-23 12:30:00,1993-09-23 12:23:00,1993-09-23 12:25:00,3882,,,,,,,
1993-09-24,O,1993-09-24 04:00:00,1993-09-24 12:30:00,1993-09-24 12:23:00,1993-09-24 12:25:00,3881,,,,,,,
1993-09-27,O,1993-09-27 04:00:00,1993-09-27 12:30:00,1993-09-27 12:23:00,1993-09-27 12:25:00,3880,,,,,,,
1993-09-28,O,1993-09-28 04:00:00,1993-09-28 12:30:00,1993-09-28 12:23:00,1993-09-28 12:25:00,3879,,,,,,,
1993-09-29,O,1993-09-29 04:00:00,1993-09-29 12:30:00,1993-09-29 12:23:00,1993-09-29 12:25:00,3878,,,,,,,
1993-09-30,O,1993-09-30 04:00:00,1993-09-30 12:30:00,1993-09-30 12:23:00,1993-09-30 12:25:00,3877,,,,,,,
1993-10-01,O,1993-10-01 04:00:00,1993-10-01 12:30:00,1993-10-01 12:23:00,1993-10-01 12:25:00,3876,,,,,,,
1993-10-04,O,1993-10-04 04:00:00,1993-10-04 12:30:00,1993-10-04 12:23:00,1993-10-04 12:25:00,3875,,,,,,,
1993-10-05,O,1993-10-05 04:00:00,1993-10-05 12:30:00,1993-10-05 12:23:00,1993-10-05 12:25:00,3874,,,,,,,
1993-10-06,O,1993-10-06 04:00:00,1993-10-06 12:30:00,1993-10-06 12:23:00,1993-10-06 12:25:00,3873,,,,,,,
1993-10-07,O,1993-10-07 04:00:00,1993-10-07 12:30:00,1993-10-07 12:23:00,1993-10-07 12:25:00,3872,,,,,,,
1993-10-08,O,1993-10-08 04:00:00,1993-10-08 12:30:00,1993-10-08 12:23:00,1993-10-08 12:25:00,3871,,,,,,,
1993-10-11,O,1993-10-11 04:00:00,1993-10-11 12:30:00,1993-10-11 12:23:00,1993-10-11 12:25:00,3870,,,,,,,
1993-10-12,O,1993-10-12 04:00:00,1993-10-12 12:30:00,1993-10-12 12:23:00,1993-10-12 12:25:00,3869,,,,,,,
1993-10-13,O,1993-10-13 04:00:00,1993-10-13 12:30:00,1993-10-13 12:23:00,1993-10-13 12:25:00,3868,,,,,,,
1993-10-14,O,1993-10-14 04:00:00,1993-10-14 12:30:00,1993-10-14 12:23:00,1993-10-14 12:25:00,3867,,,,,,,
1993-10-15,O,1993-10-15 04:00:00,1993-10-15 12:30:00,1993-10-15 12:23:00,1993-10-15 12:25:00,3866,,,,,,,
1993-10-18,O,1993-10-18 04:00:00,1993-10-18 12:30:00,1993-10-18 12:23:00,1993-10-18 12:25:00,3865,,,,,,,
1993-10-19,O,1993-10-19 04:00:00,1993-10-19 12:30:00,1993-10-19 12:23:00,1993-10-19 12:25:00,3864,,,,,,,
1993-10-20,O,1993-10-20 04:00:00,1993-10-20 12:30:00,1993-10-20 12:23:00,1993-10-20 12:25:00,3863,,,,,,,
1993-10-21,O,1993-10-21 04:00:00,1993-10-21 12:30:00,1993-10-21 12:23:00,1993-10-21 12:25:00,3862,,,,,,,
1993-10-22,O,1993-10-22 04:00:00,1993-10-22 12:30:00,1993-10-22 12:23:00,1993-10-22 12:25:00,3861,,,,,,,
1993-10-25,O,1993-10-25 04:00:00,1993-10-25 12:30:00,1993-10-25 12:23:00,1993-10-25 12:25:00,3860,,,,,,,
1993-10-26,O,1993-10-26 04:00:00,1993-10-26 12:30:00,1993-10-26 12:23:00,1993-10-26 12:25:00,3859,,,,,,,
1993-10-27,O,1993-10-27 04:00:00,1993-10-27 12:30:00,1993-10-27 12:23:00,1993-10-27 12:25:00,3858,,,,,,,
1993-10-28,O,1993-10-28 04:00:00,1993-10-28 12:30:00,1993-10-28 12:23:00,1993-10-28 12:25:00,3857,,,,,,,
1993-10-29,O,1993-10-29 04:00:00,1993-10-29 12:30:00,1993-10-29 12:23:00,1993-10-29 12:25:00,3856,,,,,,,
1993-11-01,O,1993-11-01 04:00:00,1993-11-01 12:30:00,1993-11-01 12:23:00,1993-11-01 12:25:00,3855,,,,,,,
1993-11-02,O,1993-11-02 04:00:00,1993-11-02 12:30:00,1993-11-02 12:23:00,1993-11-02 12:25:00,3854,,,,,,,
1993-11-03,O,1993-11-03 04:00:00,1993-11-03 12:30:00,1993-11-03 12:23:00,1993-11-03 12:25:00,3853,,,,,,,
1993-11-04,O,1993-11-04 04:00:00,1993-11-04 12:30:00,1993-11-04 12:23:00,1993-11-04 12:25:00,3852,,,,,,,
1993-11-05,O,1993-11-05 04:00:00,1993-11-05 12:30:00,1993-11-05 12:23:00,1993-11-05 12:25:00,3851,,,,,,,
1993-11-08,O,1993-11-08 04:00:00,1993-11-08 12:30:00,1993-11-08 12:23:00,1993-11-08 12:25:00,3850,,,,,,,
1993-11-09,O,1993-11-09 04:00:00,1993-11-09 12:30:00,1993-11-09 12:23:00,1993-11-09 12:25:00,3849,,,,,,,
1993-11-10,O,1993-11-10 04:00:00,1993-11-10 12:30:00,1993-11-10 12:23:00,1993-11-10 12:25:00,3848,,,,,,,
1993-11-11,O,1993-11-11 04:00:00,1993-11-11 12:30:00,1993-11-11 12:23:00,1993-11-11 12:25:00,3847,,,,,,,
1993-11-12,O,1993-11-12 04:00:00,1993-11-12 12:30:00,1993-11-12 12:23:00,1993-11-12 12:25:00,3846,,,,,,,
1993-11-15,O,1993-11-15 04:00:00,1993-11-15 12:30:00,1993-11-15 12:23:00,1993-11-15 12:25:00,3845,,,,,,,
1993-11-16,O,1993-11-16 04:00:00,1993-11-16 12:30:00,1993-11-16 12:23:00,1993-11-16 12:25:00,3844,,,,,,,
1993-11-17,O,1993-11-17 04:00:00,1993-11-17 12:30:00,1993-11-17 12:23:00,1993-11-17 12:25:00,3843,,,,,,,
1993-11-18,O,1993-11-18 04:00:00,1993-11-18 12:30:00,1993-11-18 12:23:00,1993-11-18 12:25:00,3842,,,,,,,
1993-11-19,O,1993-11-19 04:00:00,1993-11-19 12:30:00,1993-11-19 12:23:00,1993-11-19 12:25:00,3841,,,,,,,
1993-11-22,O,1993-11-22 04:00:00,1993-11-22 12:30:00,1993-11-22 12:23:00,1993-11-22 12:25:00,3840,,,,,,,
1993-11-23,O,1993-11-23 04:00:00,1993-11-23 12:30:00,1993-11-23 12:23:00,1993-11-23 12:25:00,3839,,,,,,,
1993-11-24,O,1993-11-24 04:00:00,1993-11-24 12:30:00,1993-11-24 12:23:00,1993-11-24 12:25:00,3838,,,,,,,
1993-11-25,O,1993-11-25 04:00:00,1993-11-25 12:30:00,1993-11-25 12:23:00,1993-11-25 12:25:00,3837,,,,,,,
1993-11-26,O,1993-11-26 04:00:00,1993-11-26 12:30:00,1993-11-26 12:23:00,1993-11-26 12:25:00,3836,,,,,,,
1993-11-29,O,1993-11-29 04:00:00,1993-11-29 12:30:00,1993-11-29 12:23:00,1993-11-29 12:25:00,3835,,,,,,,
1993-11-30,O,1993-11-30 04:00:00,1993-11-30 12:30:00,1993-11-30 12:23:00,1993-11-30 12:25:00,3834,,,,,,,
1993-12-01,O,1993-12-01 04:00:00,1993-12-01 12:30:00,1993-12-01 12:23:00,1993-12-01 12:25:00,3833,,,,,,,
1993-12-02,O,1993-12-02 04:00:00,1993-12-02 12:30:00,1993-12-02 12:23:00,1993-12-02 12:25:00,3832,,,,,,,
1993-12-03,O,1993-12-03 04:00:00,1993-12-03 12:30:00,1993-12-03 12:23:00,1993-12-03 12:25:00,3831,,,,,,,
1993-12-06,O,1993-12-06 04:00:00,1993-12-06 12:30:00,1993-12-06 12:23:00,1993-12-06 12:25:00,3830,,,,,,,
1993-12-07,O,1993-12-07 04:00:00,1993-12-07 12:30:00,1993-12-07 12:23:00,1993-12-07 12:25:00,3829,,,,,,,
1993-12-08,O,1993-12-08 04:00:00,1993-12-08 12:30:00,1993-12-08 12:23:00,1993-12-08 12:25:00,3828,,,,,,,
1993-12-09,O,1993-12-09 04:00:00,1993-12-09 12:30:00,1993-12-09 12:23:00,1993-12-09 12:25:00,3827,,,,,,,
1993-12-10,O,1993-12-10 04:00:00,1993-12-10 12:30:00,1993-12-10 12:23:00,1993-12-10 12:25:00,3826,,,,,,,
1993-12-13,O,1993-12-13 04:00:00,1993-12-13 12:30:00,1993-12-13 12:23:00,1993-12-13 12:25:00,3825,,,,,,,
1993-12-14,O,1993-12-14 04:00:00,1993-12-14 12:30:00,1993-12-14 12:23:00,1993-12-14 12:25:00,3824,,,,,,,
1993-12-15,O,1993-12-15 04:00:00,1993-12-15 12:30:00,1993-12-15 12:23:00,1993-12-15 12:25:00,3823,,,,,,,
1993-12-16,O,1993-12-16 04:00:00,1993-12-16 12:30:00,1993-12-16 12:23:00,1993-12-16 12:25:00,3822,,,,,,,
1993-12-17,O,1993-12-17 04:00:00,1993-12-17 12:30:00,1993-12-17 12:23:00,1993-12-17 12:25:00,3821,,,,,,,
1993-12-20,O,1993-12-20 04:00:00,1993-12-20 12:30:00,1993-12-20 12:23:00,1993-12-20 12:25:00,3820,,,,,,,
1993-12-21,O,1993-12-21 04:00:00,1993-12-21 12:30:00,1993-12-21 12:23:00,1993-12-21 12:25:00,3819,,,,,,,
1993-12-22,O,1993-12-22 04:00:00,1993-12-22 12:30:00,1993-12-22 12:23:00,1993-12-22 12:25:00,3818,,,,,,,
1993-12-23,O,1993-12-23 04:00:00,1993-12-23 12:30:00,1993-12-23 12:23:00,1993-12-23 12:25:00,3817,,,,,,,
1993-12-24,O,1993-12-24 04:00:00,1993-12-24 12:30:00,1993-12-24 12:23:00,1993-12-24 12:25:00,3816,,,,,,,
1993-12-27,X,,,,,,,,,,,,
1993-12-28,X,,,,,,,,,,,,
1993-12-29,O,1993-12-29 04:00:00,1993-12-29 12:30:00,1993-12-29 12:23:00,1993-12-29 12:25:00,3815,,,,,,,
1993-12-30,O,1993-12-30 04:00:00,1993-12-30 12:30:00,1993-12-30 12:23:00,1993-12-30 12:25:00,3814,,,,,,,
1993-12-31,O,1993-12-31 04:00:00,1993-12-31 12:30:00,1993-12-31 12:23:00,1993-12-31 12:25:00,3813,,,,,,,
1994-01-03,X,,,,,,,,,,,,
1994-01-04,O,1994-01-04 04:00:00,1994-01-04 12:30:00,1994-01-04 12:23:00,1994-01-04 12:25:00,3812,,,,,,,
1994-01-05,O,1994-01-05 04:00:00,1994-01-05 12:30:00,1994-01-05 12:23:00,1994-01-05 12:25:00,3811,,,,,,,
1994-01-06,O,1994-01-06 04:00:00,1994-01-06 12:30:00,1994-01-06 12:23:00,1994-01-06 12:25:00,3810,,,,,,,
1994-01-07,O,1994-01-07 04:00:00,1994-01-07 12:30:00,1994-01-07 12:23:00,1994-01-07 12:25:00,3809,,,,,,,
1994-01-10,O,1994-01-10 04:00:00,1994-01-10 12:30:00,1994-01-10 12:23:00,1994-01-10 12:25:00,3808,,,,,,,
1994-01-11,O,1994-01-11 04:00:00,1994-01-11 12:30:00,1994-01-11 12:23:00,1994-01-11 12:25:00,3807,,,,,,,
1994-01-12,O,1994-01-12 04:00:00,1994-01-12 12:30:00,1994-01-12 12:23:00,1994-01-12 12:25:00,3806,,,,,,,
1994-01-13,O,1994-01-13 04:00:00,1994-01-13 12:30:00,1994-01-13 12:23:00,1994-01-13 12:25:00,3805,,,,,,,
1994-01-14,O,1994-01-14 04:00:00,1994-01-14 12:30:00,1994-01-14 12:23:00,1994-01-14 12:25:00,3804,,,,,,,
1994-01-17,O,1994-01-17 04:00:00,1994-01-17 12:30:00,1994-01-17 12:23:00,1994-01-17 12:25:00,3803,,,,,,,
1994-01-18,O,1994-01-18 04:00:00,1994-01-18 12:30:00,1994-01-18 12:23:00,1994-01-18 12:25:00,3802,,,,,,,
1994-01-19,O,1994-01-19 04:00:00,1994-01-19 12:30:00,1994-01-19 12:23:00,1994-01-19 12:25:00,3801,,,,,,,
1994-01-20,O,1994-01-20 04:00:00,1994-01-20 12:30:00,1994-01-20 12:23:00,1994-01-20 12:25:00,3800,,,,,,,
1994-01-21,O,1994-01-21 04:00:00,1994-01-21 12:30:00,1994-01-21 12:23:00,1994-01-21 12:25:00,3799,,,,,,,
1994-01-24,O,1994-01-24 04:00:00,1994-01-24 12:30:00,1994-01-24 12:23:00,1994-01-24 12:25:00,3798,,,,,,,
1994-01-25,O,1994-01-25 04:00:00,1994-01-25 12:30:00,1994-01-25 12:23:00,1994-01-25 12:25:00,3797,,,,,,,
1994-01-26,O,1994-01-26 04:00:00,1994-01-26 12:30:00,1994-01-26 12:23:00,1994-01-26 12:25:00,3796,,,,,,,
1994-01-27,O,1994-01-27 04:00:00,1994-01-27 12:30:00,1994-01-27 12:23:00,1994-01-27 12:25:00,3795,,,,,,,
1994-01-28,O,1994-01-28 04:00:00,1994-01-28 12:30:00,1994-01-28 12:23:00,1994-01-28 12:25:00,3794,,,,,,,
1994-01-31,O,1994-01-31 04:00:00,1994-01-31 12:30:00,1994-01-31 12:23:00,1994-01-31 12:25:00,3793,,,,,,,
1994-02-01,O,1994-02-01 04:00:00,1994-02-01 12:30:00,1994-02-01 12:23:00,1994-02-01 12:25:00,3792,,,,,,,
1994-02-02,O,1994-02-02 04:00:00,1994-02-02 12:30:00,1994-02-02 12:23:00,1994-02-02 12:25:00,3791,,,,,,,
1994-02-03,O,1994-02-03 04:00:00,1994-02-03 12:30:00,1994-02-03 12:23:00,1994-02-03 12:25:00,3790,,,,,,,
1994-02-04,O,1994-02-04 04:00:00,1994-02-04 12:30:00,1994-02-04 12:23:00,1994-02-04 12:25:00,3789,,,,,,,
1994-02-07,O,1994-02-07 04:00:00,1994-02-07 12:30:00,1994-02-07 12:23:00,1994-02-07 12:25:00,3788,,,,,,,
1994-02-08,O,1994-02-08 04:00:00,1994-02-08 12:30:00,1994-02-08 12:23:00,1994-02-08 12:25:00,3787,,,,,,,
1994-02-09,O,1994-02-09 04:00:00,1994-02-09 12:30:00,1994-02-09 12:23:00,1994-02-09 12:25:00,3786,,,,,,,
1994-02-10,O,1994-02-10 04:00:00,1994-02-10 12:30:00,1994-02-10 12:23:00,1994-02-10 12:25:00,3785,,,,,,,
1994-02-11,O,1994-02-11 04:00:00,1994-02-11 12:30:00,1994-02-11 12:23:00,1994-02-11 12:25:00,3784,,,,,,,
1994-02-14,O,1994-02-14 04:00:00,1994-02-14 12:30:00,1994-02-14 12:23:00,1994-02-14 12:25:00,3783,,,,,,,
1994-02-15,O,1994-02-15 04:00:00,1994-02-15 12:30:00,1994-02-15 12:23:00,1994-02-15 12:25:00,3782,,,,,,,
1994-02-16,O,1994-02-16 04:00:00,1994-02-16 12:30:00,1994-02-16 12:23:00,1994-02-16 12:25:00,3781,,,,,,,
1994-02-17,O,1994-02-17 04:00:00,1994-02-17 12:30:00,1994-02-17 12:23:00,1994-02-17 12:25:00,3780,,,,,,,
1994-02-18,O,1994-02-18 04:00:00,1994-02-18 12:30:00,1994-02-18 12:23:00,1994-02-18 12:25:00,3779,,,,,,,
1994-02-21,O,1994-02-21 04:00:00,1994-02-21 12:30:00,1994-02-21 12:23:00,1994-02-21 12:25:00,3778,,,,,,,
1994-02-22,O,1994-02-22 04:00:00,1994-02-22 12:30:00,1994-02-22 12:23:00,1994-02-22 12:25:00,3777,,,,,,,
1994-02-23,O,1994-02-23 04:00:00,1994-02-23 12:30:00,1994-02-23 12:23:00,1994-02-23 12:25:00,3776,,,,,,,
1994-02-24,O,1994-02-24 04:00:00,1994-02-24 12:30:00,1994-02-24 12:23:00,1994-02-24 12:25:00,3775,,,,,,,
1994-02-25,O,1994-02-25 04:00:00,1994-02-25 12:30:00,1994-02-25 12:23:00,1994-02-25 12:25:00,3774,,,,,,,
1994-02-28,O,1994-02-28 04:00:00,1994-02-28 12:30:00,1994-02-28 12:23:00,1994-02-28 12:25:00,3773,,,,,,,
1994-03-01,O,1994-03-01 04:00:00,1994-03-01 12:30:00,1994-03-01 12:23:00,1994-03-01 12:25:00,3772,,,,,,,
1994-03-02,O,1994-03-02 04:00:00,1994-03-02 12:30:00,1994-03-02 12:23:00,1994-03-02 12:25:00,3771,,,,,,,
1994-03-03,O,1994-03-03 04:00:00,1994-03-03 12:30:00,1994-03-03 12:23:00,1994-03-03 12:25:00,3770,,,,,,,
1994-03-04,O,1994-03-04 04:00:00,1994-03-04 12:30:00,1994-03-04 12:23:00,1994-03-04 12:25:00,3769,,,,,,,
1994-03-07,O,1994-03-07 04:00:00,1994-03-07 12:30:00,1994-03-07 12:23:00,1994-03-07 12:25:00,3768,,,,,,,
1994-03-08,O,1994-03-08 04:00:00,1994-03-08 12:30:00,1994-03-08 12:23:00,1994-03-08 12:25:00,3767,,,,,,,
1994-03-09,O,1994-03-09 04:00:00,1994-03-09 12:30:00,1994-03-09 12:23:00,1994-03-09 12:25:00,3766,,,,,,,
1994-03-10,O,1994-03-10 04:00:00,1994-03-10 12:30:00,1994-03-10 12:23:00,1994-03-10 12:25:00,3765,,,,,,,
1994-03-11,O,1994-03-11 04:00:00,1994-03-11 12:30:00,1994-03-11 12:23:00,1994-03-11 12:25:00,3764,,,,,,,
1994-03-14,O,1994-03-14 04:00:00,1994-03-14 12:30:00,1994-03-14 12:23:00,1994-03-14 12:25:00,3763,,,,,,,
