date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,RobustaCoffee_N0,RobustaCoffee_N1,RobustaCoffee_N2,RobustaCoffee_N3,RobustaCoffee_N4,RobustaCoffee_N5,RobustaCoffee_N6
2021-04-19,O,2021-04-19 04:00:00,2021-04-19 12:30:00,2021-04-19 12:23:00,2021-04-19 12:25:00,34,202105,202107,202109,202111,202201,202203,202205
2021-04-20,O,2021-04-20 04:00:00,2021-04-20 12:30:00,2021-04-20 12:23:00,2021-04-20 12:25:00,33,202105,202107,202109,202111,202201,202203,202205
2021-04-21,O,2021-04-21 04:00:00,2021-04-21 12:30:00,2021-04-21 12:23:00,2021-04-21 12:25:00,32,202105,202107,202109,202111,202201,202203,202205
2021-04-22,O,2021-04-22 04:00:00,2021-04-22 12:30:00,2021-04-22 12:23:00,2021-04-22 12:25:00,31,202105,202107,202109,202111,202201,202203,202205
2021-04-23,O,2021-04-23 04:00:00,2021-04-23 12:30:00,2021-04-23 12:23:00,2021-04-23 12:25:00,30,202105,202107,202109,202111,202201,202203,202205
2021-04-26,O,2021-04-26 04:00:00,2021-04-26 12:30:00,2021-04-26 12:23:00,2021-04-26 12:25:00,29,202105,202107,202109,202111,202201,202203,202205
2021-04-27,O,2021-04-27 04:00:00,2021-04-27 12:30:00,2021-04-27 12:23:00,2021-04-27 12:25:00,28,202105,202107,202109,202111,202201,202203,202205
2021-04-28,O,2021-04-28 04:00:00,2021-04-28 12:30:00,2021-04-28 12:23:00,2021-04-28 12:25:00,27,202105,202107,202109,202111,202201,202203,202205
2021-04-29,O,2021-04-29 04:00:00,2021-04-29 12:30:00,2021-04-29 12:23:00,2021-04-29 12:25:00,26,202105,202107,202109,202111,202201,202203,202205
2021-04-30,O,2021-04-30 04:00:00,2021-04-30 12:30:00,2021-04-30 12:23:00,2021-04-30 12:25:00,25,202105,202107,202109,202111,202201,202203,202205
2021-05-03,X,,,,,,,,,,,,
2021-05-04,O,2021-05-04 04:00:00,2021-05-04 12:30:00,2021-05-04 12:23:00,2021-05-04 12:25:00,24,202105,202107,202109,202111,202201,202203,202205
2021-05-05,O,2021-05-05 04:00:00,2021-05-05 12:30:00,2021-05-05 12:23:00,2021-05-05 12:25:00,23,202105,202107,202109,202111,202201,202203,202205
2021-05-06,O,2021-05-06 04:00:00,2021-05-06 12:30:00,2021-05-06 12:23:00,2021-05-06 12:25:00,22,202105,202107,202109,202111,202201,202203,202205
2021-05-07,O,2021-05-07 04:00:00,2021-05-07 12:30:00,2021-05-07 12:23:00,2021-05-07 12:25:00,21,202105,202107,202109,202111,202201,202203,202205
2021-05-10,O,2021-05-10 04:00:00,2021-05-10 12:30:00,2021-05-10 12:23:00,2021-05-10 12:25:00,20,202105,202107,202109,202111,202201,202203,202205
2021-05-11,O,2021-05-11 04:00:00,2021-05-11 12:30:00,2021-05-11 12:23:00,2021-05-11 12:25:00,19,202105,202107,202109,202111,202201,202203,202205
2021-05-12,O,2021-05-12 04:00:00,2021-05-12 12:30:00,2021-05-12 12:23:00,2021-05-12 12:25:00,18,202105,202107,202109,202111,202201,202203,202205
2021-05-13,O,2021-05-13 04:00:00,2021-05-13 12:30:00,2021-05-13 12:23:00,2021-05-13 12:25:00,17,202105,202107,202109,202111,202201,202203,202205
2021-05-14,O,2021-05-14 04:00:00,2021-05-14 12:30:00,2021-05-14 12:23:00,2021-05-14 12:25:00,16,202105,202107,202109,202111,202201,202203,202205
2021-05-17,O,2021-05-17 04:00:00,2021-05-17 12:30:00,2021-05-17 12:23:00,2021-05-17 12:25:00,15,202105,202107,202109,202111,202201,202203,202205
2021-05-18,O,2021-05-18 04:00:00,2021-05-18 12:30:00,2021-05-18 12:23:00,2021-05-18 12:25:00,14,202105,202107,202109,202111,202201,202203,202205
2021-05-19,O,2021-05-19 04:00:00,2021-05-19 12:30:00,2021-05-19 12:23:00,2021-05-19 12:25:00,13,202105,202107,202109,202111,202201,202203,202205
2021-05-20,O,2021-05-20 04:00:00,2021-05-20 12:30:00,2021-05-20 12:23:00,2021-05-20 12:25:00,12,202105,202107,202109,202111,202201,202203,202205
2021-05-21,O,2021-05-21 04:00:00,2021-05-21 12:30:00,2021-05-21 12:23:00,2021-05-21 12:25:00,11,202105,202107,202109,202111,202201,202203,202205
2021-05-24,O,2021-05-24 04:00:00,2021-05-24 12:30:00,2021-05-24 12:23:00,2021-05-24 12:25:00,10,202105,202107,202109,202111,202201,202203,202205
2021-05-25,O,2021-05-25 04:00:00,2021-05-25 12:30:00,2021-05-25 12:23:00,2021-05-25 12:25:00,9,,202107,202109,202111,202201,202203,202205
2021-05-26,O,2021-05-26 04:00:00,2021-05-26 12:30:00,2021-05-26 12:23:00,2021-05-26 12:25:00,8,,202107,202109,202111,202201,202203,202205
2021-05-27,O,2021-05-27 04:00:00,2021-05-27 12:30:00,2021-05-27 12:23:00,2021-05-27 12:25:00,7,,202107,202109,202111,202201,202203,202205
2021-05-28,O,2021-05-28 04:00:00,2021-05-28 12:30:00,2021-05-28 12:23:00,2021-05-28 12:25:00,6,,202107,202109,202111,202201,202203,202205
2021-05-31,X,,,,,,,,,,,,
2021-06-01,O,2021-06-01 04:00:00,2021-06-01 12:30:00,2021-06-01 12:23:00,2021-06-01 12:25:00,5,,202107,202109,202111,202201,202203,202205
2021-06-02,O,2021-06-02 04:00:00,2021-06-02 12:30:00,2021-06-02 12:23:00,2021-06-02 12:25:00,4,,202107,202109,202111,202201,202203,202205
2021-06-03,O,2021-06-03 04:00:00,2021-06-03 12:30:00,2021-06-03 12:23:00,2021-06-03 12:25:00,3,,202107,202109,202111,202201,202203,202205
2021-06-04,O,2021-06-04 04:00:00,2021-06-04 12:30:00,2021-06-04 12:23:00,2021-06-04 12:25:00,2,,202107,202109,202111,202201,202203,202205
2021-06-07,O,2021-06-07 04:00:00,2021-06-07 12:30:00,2021-06-07 12:23:00,2021-06-07 12:25:00,1,,202107,202109,202111,202201,202203,202205
2021-06-08,O,2021-06-08 04:00:00,2021-06-08 12:30:00,2021-06-08 12:23:00,2021-06-08 12:25:00,0,,202107,202109,202111,202201,202203,202205
2021-06-09,O,2021-06-09 04:00:00,2021-06-09 12:30:00,2021-06-09 12:23:00,2021-06-09 12:25:00,42,202107,202109,202111,202201,202203,202205,202207
2021-06-10,O,2021-06-10 04:00:00,2021-06-10 12:30:00,2021-06-10 12:23:00,2021-06-10 12:25:00,41,202107,202109,202111,202201,202203,202205,202207
2021-06-11,O,2021-06-11 04:00:00,2021-06-11 12:30:00,2021-06-11 12:23:00,2021-06-11 12:25:00,40,202107,202109,202111,202201,202203,202205,202207
2021-06-14,O,2021-06-14 04:00:00,2021-06-14 12:30:00,2021-06-14 12:23:00,2021-06-14 12:25:00,39,202107,202109,202111,202201,202203,202205,202207
2021-06-15,O,2021-06-15 04:00:00,2021-06-15 12:30:00,2021-06-15 12:23:00,2021-06-15 12:25:00,38,202107,202109,202111,202201,202203,202205,202207
2021-06-16,O,2021-06-16 04:00:00,2021-06-16 12:30:00,2021-06-16 12:23:00,2021-06-16 12:25:00,37,202107,202109,202111,202201,202203,202205,202207
2021-06-17,O,2021-06-17 04:00:00,2021-06-17 12:30:00,2021-06-17 12:23:00,2021-06-17 12:25:00,36,202107,202109,202111,202201,202203,202205,202207
2021-06-18,O,2021-06-18 04:00:00,2021-06-18 12:30:00,2021-06-18 12:23:00,2021-06-18 12:25:00,35,202107,202109,202111,202201,202203,202205,202207
2021-06-21,O,2021-06-21 04:00:00,2021-06-21 12:30:00,2021-06-21 12:23:00,2021-06-21 12:25:00,34,202107,202109,202111,202201,202203,202205,202207
2021-06-22,O,2021-06-22 04:00:00,2021-06-22 12:30:00,2021-06-22 12:23:00,2021-06-22 12:25:00,33,202107,202109,202111,202201,202203,202205,202207
2021-06-23,O,2021-06-23 04:00:00,2021-06-23 12:30:00,2021-06-23 12:23:00,2021-06-23 12:25:00,32,202107,202109,202111,202201,202203,202205,202207
2021-06-24,O,2021-06-24 04:00:00,2021-06-24 12:30:00,2021-06-24 12:23:00,2021-06-24 12:25:00,31,202107,202109,202111,202201,202203,202205,202207
2021-06-25,O,2021-06-25 04:00:00,2021-06-25 12:30:00,2021-06-25 12:23:00,2021-06-25 12:25:00,30,202107,202109,202111,202201,202203,202205,202207
2021-06-28,O,2021-06-28 04:00:00,2021-06-28 12:30:00,2021-06-28 12:23:00,2021-06-28 12:25:00,29,202107,202109,202111,202201,202203,202205,202207
2021-06-29,O,2021-06-29 04:00:00,2021-06-29 12:30:00,2021-06-29 12:23:00,2021-06-29 12:25:00,28,202107,202109,202111,202201,202203,202205,202207
2021-06-30,O,2021-06-30 04:00:00,2021-06-30 12:30:00,2021-06-30 12:23:00,2021-06-30 12:25:00,27,202107,202109,202111,202201,202203,202205,202207
2021-07-01,O,2021-07-01 04:00:00,2021-07-01 12:30:00,2021-07-01 12:23:00,2021-07-01 12:25:00,26,202107,202109,202111,202201,202203,202205,202207
2021-07-02,O,2021-07-02 04:00:00,2021-07-02 12:30:00,2021-07-02 12:23:00,2021-07-02 12:25:00,25,202107,202109,202111,202201,202203,202205,202207
2021-07-05,O,2021-07-05 04:00:00,2021-07-05 12:30:00,2021-07-05 12:23:00,2021-07-05 12:25:00,24,202107,202109,202111,202201,202203,202205,202207
2021-07-06,O,2021-07-06 04:00:00,2021-07-06 12:30:00,2021-07-06 12:23:00,2021-07-06 12:25:00,23,202107,202109,202111,202201,202203,202205,202207
2021-07-07,O,2021-07-07 04:00:00,2021-07-07 12:30:00,2021-07-07 12:23:00,2021-07-07 12:25:00,22,202107,202109,202111,202201,202203,202205,202207
2021-07-08,O,2021-07-08 04:00:00,2021-07-08 12:30:00,2021-07-08 12:23:00,2021-07-08 12:25:00,21,202107,202109,202111,202201,202203,202205,202207
2021-07-09,O,2021-07-09 04:00:00,2021-07-09 12:30:00,2021-07-09 12:23:00,2021-07-09 12:25:00,20,202107,202109,202111,202201,202203,202205,202207
2021-07-12,O,2021-07-12 04:00:00,2021-07-12 12:30:00,2021-07-12 12:23:00,2021-07-12 12:25:00,19,202107,202109,202111,202201,202203,202205,202207
2021-07-13,O,2021-07-13 04:00:00,2021-07-13 12:30:00,2021-07-13 12:23:00,2021-07-13 12:25:00,18,202107,202109,202111,202201,202203,202205,202207
2021-07-14,O,2021-07-14 04:00:00,2021-07-14 12:30:00,2021-07-14 12:23:00,2021-07-14 12:25:00,17,202107,202109,202111,202201,202203,202205,202207
2021-07-15,O,2021-07-15 04:00:00,2021-07-15 12:30:00,2021-07-15 12:23:00,2021-07-15 12:25:00,16,202107,202109,202111,202201,202203,202205,202207
2021-07-16,O,2021-07-16 04:00:00,2021-07-16 12:30:00,2021-07-16 12:23:00,2021-07-16 12:25:00,15,202107,202109,202111,202201,202203,202205,202207
2021-07-19,O,2021-07-19 04:00:00,2021-07-19 12:30:00,2021-07-19 12:23:00,2021-07-19 12:25:00,14,202107,202109,202111,202201,202203,202205,202207
2021-07-20,O,2021-07-20 04:00:00,2021-07-20 12:30:00,2021-07-20 12:23:00,2021-07-20 12:25:00,13,202107,202109,202111,202201,202203,202205,202207
2021-07-21,O,2021-07-21 04:00:00,2021-07-21 12:30:00,2021-07-21 12:23:00,2021-07-21 12:25:00,12,202107,202109,202111,202201,202203,202205,202207
2021-07-22,O,2021-07-22 04:00:00,2021-07-22 12:30:00,2021-07-22 12:23:00,2021-07-22 12:25:00,11,202107,202109,202111,202201,202203,202205,202207
2021-07-23,O,2021-07-23 04:00:00,2021-07-23 12:30:00,2021-07-23 12:23:00,2021-07-23 12:25:00,10,202107,202109,202111,202201,202203,202205,202207
2021-07-26,O,2021-07-26 04:00:00,2021-07-26 12:30:00,2021-07-26 12:23:00,2021-07-26 12:25:00,9,202107,202109,202111,202201,202203,202205,202207
2021-07-27,O,2021-07-27 04:00:00,2021-07-27 12:30:00,2021-07-27 12:23:00,2021-07-27 12:25:00,8,,202109,202111,202201,202203,202205,202207
2021-07-28,O,2021-07-28 04:00:00,2021-07-28 12:30:00,2021-07-28 12:23:00,2021-07-28 12:25:00,7,,202109,202111,202201,202203,202205,202207
2021-07-29,O,2021-07-29 04:00:00,2021-07-29 12:30:00,2021-07-29 12:23:00,2021-07-29 12:25:00,6,,202109,202111,202201,202203,202205,202207
2021-07-30,O,2021-07-30 04:00:00,2021-07-30 12:30:00,2021-07-30 12:23:00,2021-07-30 12:25:00,5,,202109,202111,202201,202203,202205,202207
2021-08-02,O,2021-08-02 04:00:00,2021-08-02 12:30:00,2021-08-02 12:23:00,2021-08-02 12:25:00,4,,202109,202111,202201,202203,202205,202207
2021-08-03,O,2021-08-03 04:00:00,2021-08-03 12:30:00,2021-08-03 12:23:00,2021-08-03 12:25:00,3,,202109,202111,202201,202203,202205,202207
2021-08-04,O,2021-08-04 04:00:00,2021-08-04 12:30:00,2021-08-04 12:23:00,2021-08-04 12:25:00,2,,202109,202111,202201,202203,202205,202207
2021-08-05,O,2021-08-05 04:00:00,2021-08-05 12:30:00,2021-08-05 12:23:00,2021-08-05 12:25:00,1,,202109,202111,202201,202203,202205,202207
2021-08-06,O,2021-08-06 04:00:00,2021-08-06 12:30:00,2021-08-06 12:23:00,2021-08-06 12:25:00,0,,202109,202111,202201,202203,202205,202207
2021-08-09,O,2021-08-09 04:00:00,2021-08-09 12:30:00,2021-08-09 12:23:00,2021-08-09 12:25:00,42,202109,202111,202201,202203,202205,202207,202209
2021-08-10,O,2021-08-10 04:00:00,2021-08-10 12:30:00,2021-08-10 12:23:00,2021-08-10 12:25:00,41,202109,202111,202201,202203,202205,202207,202209
2021-08-11,O,2021-08-11 04:00:00,2021-08-11 12:30:00,2021-08-11 12:23:00,2021-08-11 12:25:00,40,202109,202111,202201,202203,202205,202207,202209
2021-08-12,O,2021-08-12 04:00:00,2021-08-12 12:30:00,2021-08-12 12:23:00,2021-08-12 12:25:00,39,202109,202111,202201,202203,202205,202207,202209
2021-08-13,O,2021-08-13 04:00:00,2021-08-13 12:30:00,2021-08-13 12:23:00,2021-08-13 12:25:00,38,202109,202111,202201,202203,202205,202207,202209
2021-08-16,O,2021-08-16 04:00:00,2021-08-16 12:30:00,2021-08-16 12:23:00,2021-08-16 12:25:00,37,202109,202111,202201,202203,202205,202207,202209
2021-08-17,O,2021-08-17 04:00:00,2021-08-17 12:30:00,2021-08-17 12:23:00,2021-08-17 12:25:00,36,202109,202111,202201,202203,202205,202207,202209
2021-08-18,O,2021-08-18 04:00:00,2021-08-18 12:30:00,2021-08-18 12:23:00,2021-08-18 12:25:00,35,202109,202111,202201,202203,202205,202207,202209
2021-08-19,O,2021-08-19 04:00:00,2021-08-19 12:30:00,2021-08-19 12:23:00,2021-08-19 12:25:00,34,202109,202111,202201,202203,202205,202207,202209
2021-08-20,O,2021-08-20 04:00:00,2021-08-20 12:30:00,2021-08-20 12:23:00,2021-08-20 12:25:00,33,202109,202111,202201,202203,202205,202207,202209
2021-08-23,O,2021-08-23 04:00:00,2021-08-23 12:30:00,2021-08-23 12:23:00,2021-08-23 12:25:00,32,202109,202111,202201,202203,202205,202207,202209
2021-08-24,O,2021-08-24 04:00:00,2021-08-24 12:30:00,2021-08-24 12:23:00,2021-08-24 12:25:00,31,202109,202111,202201,202203,202205,202207,202209
2021-08-25,O,2021-08-25 04:00:00,2021-08-25 12:30:00,2021-08-25 12:23:00,2021-08-25 12:25:00,30,202109,202111,202201,202203,202205,202207,202209
2021-08-26,O,2021-08-26 04:00:00,2021-08-26 12:30:00,2021-08-26 12:23:00,2021-08-26 12:25:00,29,202109,202111,202201,202203,202205,202207,202209
2021-08-27,O,2021-08-27 04:00:00,2021-08-27 12:30:00,2021-08-27 12:23:00,2021-08-27 12:25:00,28,202109,202111,202201,202203,202205,202207,202209
2021-08-30,X,,,,,,,,,,,,
2021-08-31,O,2021-08-31 04:00:00,2021-08-31 12:30:00,2021-08-31 12:23:00,2021-08-31 12:25:00,27,202109,202111,202201,202203,202205,202207,202209
2021-09-01,O,2021-09-01 04:00:00,2021-09-01 12:30:00,2021-09-01 12:23:00,2021-09-01 12:25:00,26,202109,202111,202201,202203,202205,202207,202209
2021-09-02,O,2021-09-02 04:00:00,2021-09-02 12:30:00,2021-09-02 12:23:00,2021-09-02 12:25:00,25,202109,202111,202201,202203,202205,202207,202209
2021-09-03,O,2021-09-03 04:00:00,2021-09-03 12:30:00,2021-09-03 12:23:00,2021-09-03 12:25:00,24,202109,202111,202201,202203,202205,202207,202209
2021-09-06,O,2021-09-06 04:00:00,2021-09-06 12:30:00,2021-09-06 12:23:00,2021-09-06 12:25:00,23,202109,202111,202201,202203,202205,202207,202209
2021-09-07,O,2021-09-07 04:00:00,2021-09-07 12:30:00,2021-09-07 12:23:00,2021-09-07 12:25:00,22,202109,202111,202201,202203,202205,202207,202209
2021-09-08,O,2021-09-08 04:00:00,2021-09-08 12:30:00,2021-09-08 12:23:00,2021-09-08 12:25:00,21,202109,202111,202201,202203,202205,202207,202209
2021-09-09,O,2021-09-09 04:00:00,2021-09-09 12:30:00,2021-09-09 12:23:00,2021-09-09 12:25:00,20,202109,202111,202201,202203,202205,202207,202209
2021-09-10,O,2021-09-10 04:00:00,2021-09-10 12:30:00,2021-09-10 12:23:00,2021-09-10 12:25:00,19,202109,202111,202201,202203,202205,202207,202209
2021-09-13,O,2021-09-13 04:00:00,2021-09-13 12:30:00,2021-09-13 12:23:00,2021-09-13 12:25:00,18,202109,202111,202201,202203,202205,202207,202209
2021-09-14,O,2021-09-14 04:00:00,2021-09-14 12:30:00,2021-09-14 12:23:00,2021-09-14 12:25:00,17,202109,202111,202201,202203,202205,202207,202209
2021-09-15,O,2021-09-15 04:00:00,2021-09-15 12:30:00,2021-09-15 12:23:00,2021-09-15 12:25:00,16,202109,202111,202201,202203,202205,202207,202209
2021-09-16,O,2021-09-16 04:00:00,2021-09-16 12:30:00,2021-09-16 12:23:00,2021-09-16 12:25:00,15,202109,202111,202201,202203,202205,202207,202209
2021-09-17,O,2021-09-17 04:00:00,2021-09-17 12:30:00,2021-09-17 12:23:00,2021-09-17 12:25:00,14,202109,202111,202201,202203,202205,202207,202209
2021-09-20,O,2021-09-20 04:00:00,2021-09-20 12:30:00,2021-09-20 12:23:00,2021-09-20 12:25:00,13,202109,202111,202201,202203,202205,202207,202209
2021-09-21,O,2021-09-21 04:00:00,2021-09-21 12:30:00,2021-09-21 12:23:00,2021-09-21 12:25:00,12,202109,202111,202201,202203,202205,202207,202209
2021-09-22,O,2021-09-22 04:00:00,2021-09-22 12:30:00,2021-09-22 12:23:00,2021-09-22 12:25:00,11,202109,202111,202201,202203,202205,202207,202209
2021-09-23,O,2021-09-23 04:00:00,2021-09-23 12:30:00,2021-09-23 12:23:00,2021-09-23 12:25:00,10,202109,202111,202201,202203,202205,202207,202209
2021-09-24,O,2021-09-24 04:00:00,2021-09-24 12:30:00,2021-09-24 12:23:00,2021-09-24 12:25:00,9,202109,202111,202201,202203,202205,202207,202209
2021-09-27,O,2021-09-27 04:00:00,2021-09-27 12:30:00,2021-09-27 12:23:00,2021-09-27 12:25:00,8,,202111,202201,202203,202205,202207,202209
2021-09-28,O,2021-09-28 04:00:00,2021-09-28 12:30:00,2021-09-28 12:23:00,2021-09-28 12:25:00,7,,202111,202201,202203,202205,202207,202209
2021-09-29,O,2021-09-29 04:00:00,2021-09-29 12:30:00,2021-09-29 12:23:00,2021-09-29 12:25:00,6,,202111,202201,202203,202205,202207,202209
2021-09-30,O,2021-09-30 04:00:00,2021-09-30 12:30:00,2021-09-30 12:23:00,2021-09-30 12:25:00,5,,202111,202201,202203,202205,202207,202209
2021-10-01,O,2021-10-01 04:00:00,2021-10-01 12:30:00,2021-10-01 12:23:00,2021-10-01 12:25:00,4,,202111,202201,202203,202205,202207,202209
2021-10-04,O,2021-10-04 04:00:00,2021-10-04 12:30:00,2021-10-04 12:23:00,2021-10-04 12:25:00,3,,202111,202201,202203,202205,202207,202209
2021-10-05,O,2021-10-05 04:00:00,2021-10-05 12:30:00,2021-10-05 12:23:00,2021-10-05 12:25:00,2,,202111,202201,202203,202205,202207,202209
2021-10-06,O,2021-10-06 04:00:00,2021-10-06 12:30:00,2021-10-06 12:23:00,2021-10-06 12:25:00,1,,202111,202201,202203,202205,202207,202209
2021-10-07,O,2021-10-07 04:00:00,2021-10-07 12:30:00,2021-10-07 12:23:00,2021-10-07 12:25:00,0,,202111,202201,202203,202205,202207,202209
2021-10-08,O,2021-10-08 04:00:00,2021-10-08 12:30:00,2021-10-08 12:23:00,2021-10-08 12:25:00,42,202111,202201,202203,202205,202207,202209,202211
2021-10-11,O,2021-10-11 04:00:00,2021-10-11 12:30:00,2021-10-11 12:23:00,2021-10-11 12:25:00,41,202111,202201,202203,202205,202207,202209,202211
2021-10-12,O,2021-10-12 04:00:00,2021-10-12 12:30:00,2021-10-12 12:23:00,2021-10-12 12:25:00,40,202111,202201,202203,202205,202207,202209,202211
2021-10-13,O,2021-10-13 04:00:00,2021-10-13 12:30:00,2021-10-13 12:23:00,2021-10-13 12:25:00,39,202111,202201,202203,202205,202207,202209,202211
2021-10-14,O,2021-10-14 04:00:00,2021-10-14 12:30:00,2021-10-14 12:23:00,2021-10-14 12:25:00,38,202111,202201,202203,202205,202207,202209,202211
2021-10-15,O,2021-10-15 04:00:00,2021-10-15 12:30:00,2021-10-15 12:23:00,2021-10-15 12:25:00,37,202111,202201,202203,202205,202207,202209,202211
2021-10-18,O,2021-10-18 04:00:00,2021-10-18 12:30:00,2021-10-18 12:23:00,2021-10-18 12:25:00,36,202111,202201,202203,202205,202207,202209,202211
2021-10-19,O,2021-10-19 04:00:00,2021-10-19 12:30:00,2021-10-19 12:23:00,2021-10-19 12:25:00,35,202111,202201,202203,202205,202207,202209,202211
2021-10-20,O,2021-10-20 04:00:00,2021-10-20 12:30:00,2021-10-20 12:23:00,2021-10-20 12:25:00,34,202111,202201,202203,202205,202207,202209,202211
2021-10-21,O,2021-10-21 04:00:00,2021-10-21 12:30:00,2021-10-21 12:23:00,2021-10-21 12:25:00,33,202111,202201,202203,202205,202207,202209,202211
2021-10-22,O,2021-10-22 04:00:00,2021-10-22 12:30:00,2021-10-22 12:23:00,2021-10-22 12:25:00,32,202111,202201,202203,202205,202207,202209,202211
2021-10-25,O,2021-10-25 04:00:00,2021-10-25 12:30:00,2021-10-25 12:23:00,2021-10-25 12:25:00,31,202111,202201,202203,202205,202207,202209,202211
2021-10-26,O,2021-10-26 04:00:00,2021-10-26 12:30:00,2021-10-26 12:23:00,2021-10-26 12:25:00,30,202111,202201,202203,202205,202207,202209,202211
2021-10-27,O,2021-10-27 04:00:00,2021-10-27 12:30:00,2021-10-27 12:23:00,2021-10-27 12:25:00,29,202111,202201,202203,202205,202207,202209,202211
2021-10-28,O,2021-10-28 04:00:00,2021-10-28 12:30:00,2021-10-28 12:23:00,2021-10-28 12:25:00,28,202111,202201,202203,202205,202207,202209,202211
2021-10-29,O,2021-10-29 04:00:00,2021-10-29 12:30:00,2021-10-29 12:23:00,2021-10-29 12:25:00,27,202111,202201,202203,202205,202207,202209,202211
2021-11-01,O,2021-11-01 05:00:00,2021-11-01 13:30:00,2021-11-01 13:23:00,2021-11-01 13:25:00,26,202111,202201,202203,202205,202207,202209,202211
2021-11-02,O,2021-11-02 05:00:00,2021-11-02 13:30:00,2021-11-02 13:23:00,2021-11-02 13:25:00,25,202111,202201,202203,202205,202207,202209,202211
2021-11-03,O,2021-11-03 05:00:00,2021-11-03 13:30:00,2021-11-03 13:23:00,2021-11-03 13:25:00,24,202111,202201,202203,202205,202207,202209,202211
2021-11-04,O,2021-11-04 05:00:00,2021-11-04 13:30:00,2021-11-04 13:23:00,2021-11-04 13:25:00,23,202111,202201,202203,202205,202207,202209,202211
2021-11-05,O,2021-11-05 05:00:00,2021-11-05 13:30:00,2021-11-05 13:23:00,2021-11-05 13:25:00,22,202111,202201,202203,202205,202207,202209,202211
2021-11-08,O,2021-11-08 04:00:00,2021-11-08 12:30:00,2021-11-08 12:23:00,2021-11-08 12:25:00,21,202111,202201,202203,202205,202207,202209,202211
2021-11-09,O,2021-11-09 04:00:00,2021-11-09 12:30:00,2021-11-09 12:23:00,2021-11-09 12:25:00,20,202111,202201,202203,202205,202207,202209,202211
2021-11-10,O,2021-11-10 04:00:00,2021-11-10 12:30:00,2021-11-10 12:23:00,2021-11-10 12:25:00,19,202111,202201,202203,202205,202207,202209,202211
2021-11-11,O,2021-11-11 04:00:00,2021-11-11 12:30:00,2021-11-11 12:23:00,2021-11-11 12:25:00,18,202111,202201,202203,202205,202207,202209,202211
2021-11-12,O,2021-11-12 04:00:00,2021-11-12 12:30:00,2021-11-12 12:23:00,2021-11-12 12:25:00,17,202111,202201,202203,202205,202207,202209,202211
2021-11-15,O,2021-11-15 04:00:00,2021-11-15 12:30:00,2021-11-15 12:23:00,2021-11-15 12:25:00,16,202111,202201,202203,202205,202207,202209,202211
2021-11-16,O,2021-11-16 04:00:00,2021-11-16 12:30:00,2021-11-16 12:23:00,2021-11-16 12:25:00,15,202111,202201,202203,202205,202207,202209,202211
2021-11-17,O,2021-11-17 04:00:00,2021-11-17 12:30:00,2021-11-17 12:23:00,2021-11-17 12:25:00,14,202111,202201,202203,202205,202207,202209,202211
2021-11-18,O,2021-11-18 04:00:00,2021-11-18 12:30:00,2021-11-18 12:23:00,2021-11-18 12:25:00,13,202111,202201,202203,202205,202207,202209,202211
2021-11-19,O,2021-11-19 04:00:00,2021-11-19 12:30:00,2021-11-19 12:23:00,2021-11-19 12:25:00,12,202111,202201,202203,202205,202207,202209,202211
2021-11-22,O,2021-11-22 04:00:00,2021-11-22 12:30:00,2021-11-22 12:23:00,2021-11-22 12:25:00,11,202111,202201,202203,202205,202207,202209,202211
2021-11-23,O,2021-11-23 04:00:00,2021-11-23 12:30:00,2021-11-23 12:23:00,2021-11-23 12:25:00,10,202111,202201,202203,202205,202207,202209,202211
2021-11-24,O,2021-11-24 04:00:00,2021-11-24 12:30:00,2021-11-24 12:23:00,2021-11-24 12:25:00,9,202111,202201,202203,202205,202207,202209,202211
2021-11-25,O,2021-11-25 04:00:00,2021-11-25 12:30:00,2021-11-25 12:23:00,2021-11-25 12:25:00,8,,202201,202203,202205,202207,202209,202211
2021-11-26,O,2021-11-26 04:00:00,2021-11-26 12:30:00,2021-11-26 12:23:00,2021-11-26 12:25:00,7,,202201,202203,202205,202207,202209,202211
2021-11-29,O,2021-11-29 04:00:00,2021-11-29 12:30:00,2021-11-29 12:23:00,2021-11-29 12:25:00,6,,202201,202203,202205,202207,202209,202211
2021-11-30,O,2021-11-30 04:00:00,2021-11-30 12:30:00,2021-11-30 12:23:00,2021-11-30 12:25:00,5,,202201,202203,202205,202207,202209,202211
2021-12-01,O,2021-12-01 04:00:00,2021-12-01 12:30:00,2021-12-01 12:23:00,2021-12-01 12:25:00,4,,202201,202203,202205,202207,202209,202211
2021-12-02,O,2021-12-02 04:00:00,2021-12-02 12:30:00,2021-12-02 12:23:00,2021-12-02 12:25:00,3,,202201,202203,202205,202207,202209,202211
2021-12-03,O,2021-12-03 04:00:00,2021-12-03 12:30:00,2021-12-03 12:23:00,2021-12-03 12:25:00,2,,202201,202203,202205,202207,202209,202211
2021-12-06,O,2021-12-06 04:00:00,2021-12-06 12:30:00,2021-12-06 12:23:00,2021-12-06 12:25:00,1,,202201,202203,202205,202207,202209,202211
2021-12-07,O,2021-12-07 04:00:00,2021-12-07 12:30:00,2021-12-07 12:23:00,2021-12-07 12:25:00,0,,202201,202203,202205,202207,202209,202211
2021-12-08,O,2021-12-08 04:00:00,2021-12-08 12:30:00,2021-12-08 12:23:00,2021-12-08 12:25:00,39,202201,202203,202205,202207,202209,202211,202301
