date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,SoybeanOil_N0,SoybeanOil_N1,SoybeanOil_N2,SoybeanOil_N3,SoybeanOil_N4,SoybeanOil_N5,SoybeanOil_N6
2000-08-08,O,2000-08-07 20:00:00,2000-08-08 14:20:00,2000-08-08 14:14:00,2000-08-08 14:15:00,75,,200012,200101,200103,200105,200107,200112
2000-08-09,O,2000-08-08 20:00:00,2000-08-09 14:20:00,2000-08-09 14:14:00,2000-08-09 14:15:00,74,,200012,200101,200103,200105,200107,200112
2000-08-10,O,2000-08-09 20:00:00,2000-08-10 14:20:00,2000-08-10 14:14:00,2000-08-10 14:15:00,73,,200012,200101,200103,200105,200107,200112
2000-08-11,O,2000-08-10 20:00:00,2000-08-11 14:20:00,2000-08-11 14:14:00,2000-08-11 14:15:00,72,,200012,200101,200103,200105,200107,200112
2000-08-14,O,2000-08-13 20:00:00,2000-08-14 14:20:00,2000-08-14 14:14:00,2000-08-14 14:15:00,71,,200012,200101,200103,200105,200107,200112
2000-08-15,O,2000-08-14 20:00:00,2000-08-15 14:20:00,2000-08-15 14:14:00,2000-08-15 14:15:00,70,,200012,200101,200103,200105,200107,200112
2000-08-16,O,2000-08-15 20:00:00,2000-08-16 14:20:00,2000-08-16 14:14:00,2000-08-16 14:15:00,69,,200012,200101,200103,200105,200107,200112
2000-08-17,O,2000-08-16 20:00:00,2000-08-17 14:20:00,2000-08-17 14:14:00,2000-08-17 14:15:00,68,,200012,200101,200103,200105,200107,200112
2000-08-18,O,2000-08-17 20:00:00,2000-08-18 14:20:00,2000-08-18 14:14:00,2000-08-18 14:15:00,67,,200012,200101,200103,200105,200107,200112
2000-08-21,O,2000-08-20 20:00:00,2000-08-21 14:20:00,2000-08-21 14:14:00,2000-08-21 14:15:00,66,,200012,200101,200103,200105,200107,200112
2000-08-22,O,2000-08-21 20:00:00,2000-08-22 14:20:00,2000-08-22 14:14:00,2000-08-22 14:15:00,65,,200012,200101,200103,200105,200107,200112
2000-08-23,O,2000-08-22 20:00:00,2000-08-23 14:20:00,2000-08-23 14:14:00,2000-08-23 14:15:00,64,,200012,200101,200103,200105,200107,200112
2000-08-24,O,2000-08-23 20:00:00,2000-08-24 14:20:00,2000-08-24 14:14:00,2000-08-24 14:15:00,63,,200012,200101,200103,200105,200107,200112
2000-08-25,O,2000-08-24 20:00:00,2000-08-25 14:20:00,2000-08-25 14:14:00,2000-08-25 14:15:00,62,,200012,200101,200103,200105,200107,200112
2000-08-28,O,2000-08-27 20:00:00,2000-08-28 14:20:00,2000-08-28 14:14:00,2000-08-28 14:15:00,61,,200012,200101,200103,200105,200107,200112
2000-08-29,O,2000-08-28 20:00:00,2000-08-29 14:20:00,2000-08-29 14:14:00,2000-08-29 14:15:00,60,,200012,200101,200103,200105,200107,200112
2000-08-30,O,2000-08-29 20:00:00,2000-08-30 14:20:00,2000-08-30 14:14:00,2000-08-30 14:15:00,59,,200012,200101,200103,200105,200107,200112
2000-08-31,O,2000-08-30 20:00:00,2000-08-31 14:20:00,2000-08-31 14:14:00,2000-08-31 14:15:00,58,,200012,200101,200103,200105,200107,200112
2000-09-01,O,2000-08-31 20:00:00,2000-09-01 14:20:00,2000-09-01 14:14:00,2000-09-01 14:15:00,57,,200012,200101,200103,200105,200107,200112
2000-09-04,X,,,,,,,,,,,,
2000-09-05,O,2000-09-04 20:00:00,2000-09-05 14:20:00,2000-09-05 14:14:00,2000-09-05 14:15:00,56,,200012,200101,200103,200105,200107,200112
2000-09-06,O,2000-09-05 20:00:00,2000-09-06 14:20:00,2000-09-06 14:14:00,2000-09-06 14:15:00,55,,200012,200101,200103,200105,200107,200112
2000-09-07,O,2000-09-06 20:00:00,2000-09-07 14:20:00,2000-09-07 14:14:00,2000-09-07 14:15:00,54,,200012,200101,200103,200105,200107,200112
2000-09-08,O,2000-09-07 20:00:00,2000-09-08 14:20:00,2000-09-08 14:14:00,2000-09-08 14:15:00,53,,200012,200101,200103,200105,200107,200112
2000-09-11,O,2000-09-10 20:00:00,2000-09-11 14:20:00,2000-09-11 14:14:00,2000-09-11 14:15:00,52,,200012,200101,200103,200105,200107,200112
2000-09-12,O,2000-09-11 20:00:00,2000-09-12 14:20:00,2000-09-12 14:14:00,2000-09-12 14:15:00,51,,200012,200101,200103,200105,200107,200112
2000-09-13,O,2000-09-12 20:00:00,2000-09-13 14:20:00,2000-09-13 14:14:00,2000-09-13 14:15:00,50,,200012,200101,200103,200105,200107,200112
2000-09-14,O,2000-09-13 20:00:00,2000-09-14 14:20:00,2000-09-14 14:14:00,2000-09-14 14:15:00,49,,200012,200101,200103,200105,200107,200112
2000-09-15,O,2000-09-14 20:00:00,2000-09-15 14:20:00,2000-09-15 14:14:00,2000-09-15 14:15:00,48,,200012,200101,200103,200105,200107,200112
2000-09-18,O,2000-09-17 20:00:00,2000-09-18 14:20:00,2000-09-18 14:14:00,2000-09-18 14:15:00,47,,200012,200101,200103,200105,200107,200112
2000-09-19,O,2000-09-18 20:00:00,2000-09-19 14:20:00,2000-09-19 14:14:00,2000-09-19 14:15:00,46,,200012,200101,200103,200105,200107,200112
2000-09-20,O,2000-09-19 20:00:00,2000-09-20 14:20:00,2000-09-20 14:14:00,2000-09-20 14:15:00,45,,200012,200101,200103,200105,200107,200112
2000-09-21,O,2000-09-20 20:00:00,2000-09-21 14:20:00,2000-09-21 14:14:00,2000-09-21 14:15:00,44,,200012,200101,200103,200105,200107,200112
2000-09-22,O,2000-09-21 20:00:00,2000-09-22 14:20:00,2000-09-22 14:14:00,2000-09-22 14:15:00,43,,200012,200101,200103,200105,200107,200112
2000-09-25,O,2000-09-24 20:00:00,2000-09-25 14:20:00,2000-09-25 14:14:00,2000-09-25 14:15:00,42,,200012,200101,200103,200105,200107,200112
2000-09-26,O,2000-09-25 20:00:00,2000-09-26 14:20:00,2000-09-26 14:14:00,2000-09-26 14:15:00,41,,200012,200101,200103,200105,200107,200112
2000-09-27,O,2000-09-26 20:00:00,2000-09-27 14:20:00,2000-09-27 14:14:00,2000-09-27 14:15:00,40,,200012,200101,200103,200105,200107,200112
2000-09-28,O,2000-09-27 20:00:00,2000-09-28 14:20:00,2000-09-28 14:14:00,2000-09-28 14:15:00,39,,200012,200101,200103,200105,200107,200112
2000-09-29,O,2000-09-28 20:00:00,2000-09-29 14:20:00,2000-09-29 14:14:00,2000-09-29 14:15:00,38,,200012,200101,200103,200105,200107,200112
2000-10-02,O,2000-10-01 20:00:00,2000-10-02 14:20:00,2000-10-02 14:14:00,2000-10-02 14:15:00,37,,200012,200101,200103,200105,200107,200112
2000-10-03,O,2000-10-02 20:00:00,2000-10-03 14:20:00,2000-10-03 14:14:00,2000-10-03 14:15:00,36,,200012,200101,200103,200105,200107,200112
2000-10-04,O,2000-10-03 20:00:00,2000-10-04 14:20:00,2000-10-04 14:14:00,2000-10-04 14:15:00,35,,200012,200101,200103,200105,200107,200112
2000-10-05,O,2000-10-04 20:00:00,2000-10-05 14:20:00,2000-10-05 14:14:00,2000-10-05 14:15:00,34,,200012,200101,200103,200105,200107,200112
2000-10-06,O,2000-10-05 20:00:00,2000-10-06 14:20:00,2000-10-06 14:14:00,2000-10-06 14:15:00,33,,200012,200101,200103,200105,200107,200112
2000-10-09,O,2000-10-08 20:00:00,2000-10-09 14:20:00,2000-10-09 14:14:00,2000-10-09 14:15:00,32,,200012,200101,200103,200105,200107,200112
2000-10-10,O,2000-10-09 20:00:00,2000-10-10 14:20:00,2000-10-10 14:14:00,2000-10-10 14:15:00,31,,200012,200101,200103,200105,200107,200112
2000-10-11,O,2000-10-10 20:00:00,2000-10-11 14:20:00,2000-10-11 14:14:00,2000-10-11 14:15:00,30,,200012,200101,200103,200105,200107,200112
2000-10-12,O,2000-10-11 20:00:00,2000-10-12 14:20:00,2000-10-12 14:14:00,2000-10-12 14:15:00,29,,200012,200101,200103,200105,200107,200112
2000-10-13,O,2000-10-12 20:00:00,2000-10-13 14:20:00,2000-10-13 14:14:00,2000-10-13 14:15:00,28,,200012,200101,200103,200105,200107,200112
2000-10-16,O,2000-10-15 20:00:00,2000-10-16 14:20:00,2000-10-16 14:14:00,2000-10-16 14:15:00,27,,200012,200101,200103,200105,200107,200112
2000-10-17,O,2000-10-16 20:00:00,2000-10-17 14:20:00,2000-10-17 14:14:00,2000-10-17 14:15:00,26,,200012,200101,200103,200105,200107,200112
2000-10-18,O,2000-10-17 20:00:00,2000-10-18 14:20:00,2000-10-18 14:14:00,2000-10-18 14:15:00,25,,200012,200101,200103,200105,200107,200112
2000-10-19,O,2000-10-18 20:00:00,2000-10-19 14:20:00,2000-10-19 14:14:00,2000-10-19 14:15:00,24,,200012,200101,200103,200105,200107,200112
2000-10-20,O,2000-10-19 20:00:00,2000-10-20 14:20:00,2000-10-20 14:14:00,2000-10-20 14:15:00,23,,200012,200101,200103,200105,200107,200112
2000-10-23,O,2000-10-22 20:00:00,2000-10-23 14:20:00,2000-10-23 14:14:00,2000-10-23 14:15:00,22,,200012,200101,200103,200105,200107,200112
2000-10-24,O,2000-10-23 20:00:00,2000-10-24 14:20:00,2000-10-24 14:14:00,2000-10-24 14:15:00,21,,200012,200101,200103,200105,200107,200112
2000-10-25,O,2000-10-24 20:00:00,2000-10-25 14:20:00,2000-10-25 14:14:00,2000-10-25 14:15:00,20,,200012,200101,200103,200105,200107,200112
2000-10-26,O,2000-10-25 20:00:00,2000-10-26 14:20:00,2000-10-26 14:14:00,2000-10-26 14:15:00,19,,200012,200101,200103,200105,200107,200112
2000-10-27,O,2000-10-26 20:00:00,2000-10-27 14:20:00,2000-10-27 14:14:00,2000-10-27 14:15:00,18,,200012,200101,200103,200105,200107,200112
2000-10-30,O,2000-10-29 20:00:00,2000-10-30 14:20:00,2000-10-30 14:14:00,2000-10-30 14:15:00,17,,200012,200101,200103,200105,200107,200112
2000-10-31,O,2000-10-30 20:00:00,2000-10-31 14:20:00,2000-10-31 14:14:00,2000-10-31 14:15:00,16,,200012,200101,200103,200105,200107,200112
2000-11-01,O,2000-10-31 20:00:00,2000-11-01 14:20:00,2000-11-01 14:14:00,2000-11-01 14:15:00,15,,200012,200101,200103,200105,200107,200112
2000-11-02,O,2000-11-01 20:00:00,2000-11-02 14:20:00,2000-11-02 14:14:00,2000-11-02 14:15:00,14,,200012,200101,200103,200105,200107,200112
2000-11-03,O,2000-11-02 20:00:00,2000-11-03 14:20:00,2000-11-03 14:14:00,2000-11-03 14:15:00,13,,200012,200101,200103,200105,200107,200112
2000-11-06,O,2000-11-05 20:00:00,2000-11-06 14:20:00,2000-11-06 14:14:00,2000-11-06 14:15:00,12,,200012,200101,200103,200105,200107,200112
2000-11-07,O,2000-11-06 20:00:00,2000-11-07 14:20:00,2000-11-07 14:14:00,2000-11-07 14:15:00,11,,200012,200101,200103,200105,200107,200112
2000-11-08,O,2000-11-07 20:00:00,2000-11-08 14:20:00,2000-11-08 14:14:00,2000-11-08 14:15:00,10,,200012,200101,200103,200105,200107,200112
2000-11-09,O,2000-11-08 20:00:00,2000-11-09 14:20:00,2000-11-09 14:14:00,2000-11-09 14:15:00,9,,200012,200101,200103,200105,200107,200112
2000-11-10,O,2000-11-09 20:00:00,2000-11-10 14:20:00,2000-11-10 14:14:00,2000-11-10 14:15:00,8,,200012,200101,200103,200105,200107,200112
2000-11-13,O,2000-11-12 20:00:00,2000-11-13 14:20:00,2000-11-13 14:14:00,2000-11-13 14:15:00,7,,200012,200101,200103,200105,200107,200112
2000-11-14,O,2000-11-13 20:00:00,2000-11-14 14:20:00,2000-11-14 14:14:00,2000-11-14 14:15:00,6,,200012,200101,200103,200105,200107,200112
2000-11-15,O,2000-11-14 20:00:00,2000-11-15 14:20:00,2000-11-15 14:14:00,2000-11-15 14:15:00,5,,200012,200101,200103,200105,200107,200112
2000-11-16,O,2000-11-15 20:00:00,2000-11-16 14:20:00,2000-11-16 14:14:00,2000-11-16 14:15:00,4,,200012,200101,200103,200105,200107,200112
2000-11-17,O,2000-11-16 20:00:00,2000-11-17 14:20:00,2000-11-17 14:14:00,2000-11-17 14:15:00,3,,200012,200101,200103,200105,200107,200112
2000-11-20,O,2000-11-19 20:00:00,2000-11-20 14:20:00,2000-11-20 14:14:00,2000-11-20 14:15:00,2,,200012,200101,200103,200105,200107,200112
2000-11-21,O,2000-11-20 20:00:00,2000-11-21 14:20:00,2000-11-21 14:14:00,2000-11-21 14:15:00,1,,200012,200101,200103,200105,200107,200112
2000-11-22,O,2000-11-21 20:00:00,2000-11-22 14:20:00,2000-11-22 14:14:00,2000-11-22 14:15:00,0,,200012,200101,200103,200105,200107,200112
2000-11-23,X,,,,,,,,,,,,
2000-11-24,O,2000-11-23 20:00:00,2000-11-24 14:20:00,2000-11-24 14:14:00,2000-11-24 14:15:00,19,200012,200101,200103,200105,200107,200112,200201
2000-11-27,O,2000-11-26 20:00:00,2000-11-27 14:20:00,2000-11-27 14:14:00,2000-11-27 14:15:00,18,200012,200101,200103,200105,200107,200112,200201
2000-11-28,O,2000-11-27 20:00:00,2000-11-28 14:20:00,2000-11-28 14:14:00,2000-11-28 14:15:00,17,200012,200101,200103,200105,200107,200112,200201
2000-11-29,O,2000-11-28 20:00:00,2000-11-29 14:20:00,2000-11-29 14:14:00,2000-11-29 14:15:00,16,200012,200101,200103,200105,200107,200112,200201
2000-11-30,O,2000-11-29 20:00:00,2000-11-30 14:20:00,2000-11-30 14:14:00,2000-11-30 14:15:00,15,200012,200101,200103,200105,200107,200112,200201
2000-12-01,O,2000-11-30 20:00:00,2000-12-01 14:20:00,2000-12-01 14:14:00,2000-12-01 14:15:00,14,200012,200101,200103,200105,200107,200112,200201
2000-12-04,O,2000-12-03 20:00:00,2000-12-04 14:20:00,2000-12-04 14:14:00,2000-12-04 14:15:00,13,200012,200101,200103,200105,200107,200112,200201
2000-12-05,O,2000-12-04 20:00:00,2000-12-05 14:20:00,2000-12-05 14:14:00,2000-12-05 14:15:00,12,200012,200101,200103,200105,200107,200112,200201
2000-12-06,O,2000-12-05 20:00:00,2000-12-06 14:20:00,2000-12-06 14:14:00,2000-12-06 14:15:00,11,200012,200101,200103,200105,200107,200112,200201
2000-12-07,O,2000-12-06 20:00:00,2000-12-07 14:20:00,2000-12-07 14:14:00,2000-12-07 14:15:00,10,200012,200101,200103,200105,200107,200112,200201
2000-12-08,O,2000-12-07 20:00:00,2000-12-08 14:20:00,2000-12-08 14:14:00,2000-12-08 14:15:00,9,200012,200101,200103,200105,200107,200112,200201
2000-12-11,O,2000-12-10 20:00:00,2000-12-11 14:20:00,2000-12-11 14:14:00,2000-12-11 14:15:00,8,200012,200101,200103,200105,200107,200112,200201
2000-12-12,O,2000-12-11 20:00:00,2000-12-12 14:20:00,2000-12-12 14:14:00,2000-12-12 14:15:00,7,200012,200101,200103,200105,200107,200112,200201
2000-12-13,O,2000-12-12 20:00:00,2000-12-13 14:20:00,2000-12-13 14:14:00,2000-12-13 14:15:00,6,200012,200101,200103,200105,200107,200112,200201
2000-12-14,O,2000-12-13 20:00:00,2000-12-14 14:20:00,2000-12-14 14:14:00,2000-12-14 14:15:00,5,200012,200101,200103,200105,200107,200112,200201
2000-12-15,O,2000-12-14 20:00:00,2000-12-15 14:20:00,2000-12-15 14:14:00,2000-12-15 14:15:00,4,,200101,200103,200105,200107,200112,200201
2000-12-18,O,2000-12-17 20:00:00,2000-12-18 14:20:00,2000-12-18 14:14:00,2000-12-18 14:15:00,3,,200101,200103,200105,200107,200112,200201
2000-12-19,O,2000-12-18 20:00:00,2000-12-19 14:20:00,2000-12-19 14:14:00,2000-12-19 14:15:00,2,,200101,200103,200105,200107,200112,200201
2000-12-20,O,2000-12-19 20:00:00,2000-12-20 14:20:00,2000-12-20 14:14:00,2000-12-20 14:15:00,1,,200101,200103,200105,200107,200112,200201
2000-12-21,O,2000-12-20 20:00:00,2000-12-21 14:20:00,2000-12-21 14:14:00,2000-12-21 14:15:00,0,,200101,200103,200105,200107,200112,200201
2000-12-22,O,2000-12-21 20:00:00,2000-12-22 14:20:00,2000-12-22 14:14:00,2000-12-22 14:15:00,39,200101,200103,200105,200107,200112,200201,200203
2000-12-25,X,,,,,,,,,,,,
2000-12-26,O,2000-12-25 20:00:00,2000-12-26 14:20:00,2000-12-26 14:14:00,2000-12-26 14:15:00,38,200101,200103,200105,200107,200112,200201,200203
2000-12-27,O,2000-12-26 20:00:00,2000-12-27 14:20:00,2000-12-27 14:14:00,2000-12-27 14:15:00,37,200101,200103,200105,200107,200112,200201,200203
2000-12-28,O,2000-12-27 20:00:00,2000-12-28 14:20:00,2000-12-28 14:14:00,2000-12-28 14:15:00,36,200101,200103,200105,200107,200112,200201,200203
2000-12-29,O,2000-12-28 20:00:00,2000-12-29 14:20:00,2000-12-29 14:14:00,2000-12-29 14:15:00,35,200101,200103,200105,200107,200112,200201,200203
2001-01-01,X,,,,,,,,,,,,
2001-01-02,O,2001-01-01 20:00:00,2001-01-02 14:20:00,2001-01-02 14:14:00,2001-01-02 14:15:00,34,200101,200103,200105,200107,200112,200201,200203
2001-01-03,O,2001-01-02 20:00:00,2001-01-03 14:20:00,2001-01-03 14:14:00,2001-01-03 14:15:00,33,200101,200103,200105,200107,200112,200201,200203
2001-01-04,O,2001-01-03 20:00:00,2001-01-04 14:20:00,2001-01-04 14:14:00,2001-01-04 14:15:00,32,200101,200103,200105,200107,200112,200201,200203
2001-01-05,O,2001-01-04 20:00:00,2001-01-05 14:20:00,2001-01-05 14:14:00,2001-01-05 14:15:00,31,200101,200103,200105,200107,200112,200201,200203
2001-01-08,O,2001-01-07 20:00:00,2001-01-08 14:20:00,2001-01-08 14:14:00,2001-01-08 14:15:00,30,200101,200103,200105,200107,200112,200201,200203
2001-01-09,O,2001-01-08 20:00:00,2001-01-09 14:20:00,2001-01-09 14:14:00,2001-01-09 14:15:00,29,200101,200103,200105,200107,200112,200201,200203
2001-01-10,O,2001-01-09 20:00:00,2001-01-10 14:20:00,2001-01-10 14:14:00,2001-01-10 14:15:00,28,200101,200103,200105,200107,200112,200201,200203
2001-01-11,O,2001-01-10 20:00:00,2001-01-11 14:20:00,2001-01-11 14:14:00,2001-01-11 14:15:00,27,200101,200103,200105,200107,200112,200201,200203
2001-01-12,O,2001-01-11 20:00:00,2001-01-12 14:20:00,2001-01-12 14:14:00,2001-01-12 14:15:00,26,200101,200103,200105,200107,200112,200201,200203
2001-01-15,X,,,,,,,,,,,,
2001-01-16,O,2001-01-15 20:00:00,2001-01-16 14:20:00,2001-01-16 14:14:00,2001-01-16 14:15:00,25,,200103,200105,200107,200112,200201,200203
2001-01-17,O,2001-01-16 20:00:00,2001-01-17 14:20:00,2001-01-17 14:14:00,2001-01-17 14:15:00,24,,200103,200105,200107,200112,200201,200203
2001-01-18,O,2001-01-17 20:00:00,2001-01-18 14:20:00,2001-01-18 14:14:00,2001-01-18 14:15:00,23,,200103,200105,200107,200112,200201,200203
2001-01-19,O,2001-01-18 20:00:00,2001-01-19 14:20:00,2001-01-19 14:14:00,2001-01-19 14:15:00,22,,200103,200105,200107,200112,200201,200203
2001-01-22,O,2001-01-21 20:00:00,2001-01-22 14:20:00,2001-01-22 14:14:00,2001-01-22 14:15:00,21,,200103,200105,200107,200112,200201,200203
2001-01-23,O,2001-01-22 20:00:00,2001-01-23 14:20:00,2001-01-23 14:14:00,2001-01-23 14:15:00,20,,200103,200105,200107,200112,200201,200203
2001-01-24,O,2001-01-23 20:00:00,2001-01-24 14:20:00,2001-01-24 14:14:00,2001-01-24 14:15:00,19,,200103,200105,200107,200112,200201,200203
2001-01-25,O,2001-01-24 20:00:00,2001-01-25 14:20:00,2001-01-25 14:14:00,2001-01-25 14:15:00,18,,200103,200105,200107,200112,200201,200203
2001-01-26,O,2001-01-25 20:00:00,2001-01-26 14:20:00,2001-01-26 14:14:00,2001-01-26 14:15:00,17,,200103,200105,200107,200112,200201,200203
2001-01-29,O,2001-01-28 20:00:00,2001-01-29 14:20:00,2001-01-29 14:14:00,2001-01-29 14:15:00,16,,200103,200105,200107,200112,200201,200203
2001-01-30,O,2001-01-29 20:00:00,2001-01-30 14:20:00,2001-01-30 14:14:00,2001-01-30 14:15:00,15,,200103,200105,200107,200112,200201,200203
2001-01-31,O,2001-01-30 20:00:00,2001-01-31 14:20:00,2001-01-31 14:14:00,2001-01-31 14:15:00,14,,200103,200105,200107,200112,200201,200203
2001-02-01,O,2001-01-31 20:00:00,2001-02-01 14:20:00,2001-02-01 14:14:00,2001-02-01 14:15:00,13,,200103,200105,200107,200112,200201,200203
2001-02-02,O,2001-02-01 20:00:00,2001-02-02 14:20:00,2001-02-02 14:14:00,2001-02-02 14:15:00,12,,200103,200105,200107,200112,200201,200203
2001-02-05,O,2001-02-04 20:00:00,2001-02-05 14:20:00,2001-02-05 14:14:00,2001-02-05 14:15:00,11,,200103,200105,200107,200112,200201,200203
2001-02-06,O,2001-02-05 20:00:00,2001-02-06 14:20:00,2001-02-06 14:14:00,2001-02-06 14:15:00,10,,200103,200105,200107,200112,200201,200203
2001-02-07,O,2001-02-06 20:00:00,2001-02-07 14:20:00,2001-02-07 14:14:00,2001-02-07 14:15:00,9,,200103,200105,200107,200112,200201,200203
2001-02-08,O,2001-02-07 20:00:00,2001-02-08 14:20:00,2001-02-08 14:14:00,2001-02-08 14:15:00,8,,200103,200105,200107,200112,200201,200203
2001-02-09,O,2001-02-08 20:00:00,2001-02-09 14:20:00,2001-02-09 14:14:00,2001-02-09 14:15:00,7,,200103,200105,200107,200112,200201,200203
2001-02-12,O,2001-02-11 20:00:00,2001-02-12 14:20:00,2001-02-12 14:14:00,2001-02-12 14:15:00,6,,200103,200105,200107,200112,200201,200203
2001-02-13,O,2001-02-12 20:00:00,2001-02-13 14:20:00,2001-02-13 14:14:00,2001-02-13 14:15:00,5,,200103,200105,200107,200112,200201,200203
2001-02-14,O,2001-02-13 20:00:00,2001-02-14 14:20:00,2001-02-14 14:14:00,2001-02-14 14:15:00,4,,200103,200105,200107,200112,200201,200203
2001-02-15,O,2001-02-14 20:00:00,2001-02-15 14:20:00,2001-02-15 14:14:00,2001-02-15 14:15:00,3,,200103,200105,200107,200112,200201,200203
2001-02-16,O,2001-02-15 20:00:00,2001-02-16 14:20:00,2001-02-16 14:14:00,2001-02-16 14:15:00,2,,200103,200105,200107,200112,200201,200203
2001-02-19,X,,,,,,,,,,,,
2001-02-20,O,2001-02-19 20:00:00,2001-02-20 14:20:00,2001-02-20 14:14:00,2001-02-20 14:15:00,1,,200103,200105,200107,200112,200201,200203
2001-02-21,O,2001-02-20 20:00:00,2001-02-21 14:20:00,2001-02-21 14:14:00,2001-02-21 14:15:00,0,,200103,200105,200107,200112,200201,200203
2001-02-22,O,2001-02-21 20:00:00,2001-02-22 14:20:00,2001-02-22 14:14:00,2001-02-22 14:15:00,41,200103,200105,200107,200112,200201,200203,200205
2001-02-23,O,2001-02-22 20:00:00,2001-02-23 14:20:00,2001-02-23 14:14:00,2001-02-23 14:15:00,40,200103,200105,200107,200112,200201,200203,200205
2001-02-26,O,2001-02-25 20:00:00,2001-02-26 14:20:00,2001-02-26 14:14:00,2001-02-26 14:15:00,39,200103,200105,200107,200112,200201,200203,200205
2001-02-27,O,2001-02-26 20:00:00,2001-02-27 14:20:00,2001-02-27 14:14:00,2001-02-27 14:15:00,38,200103,200105,200107,200112,200201,200203,200205
2001-02-28,O,2001-02-27 20:00:00,2001-02-28 14:20:00,2001-02-28 14:14:00,2001-02-28 14:15:00,37,200103,200105,200107,200112,200201,200203,200205
2001-03-01,O,2001-02-28 20:00:00,2001-03-01 14:20:00,2001-03-01 14:14:00,2001-03-01 14:15:00,36,200103,200105,200107,200112,200201,200203,200205
2001-03-02,O,2001-03-01 20:00:00,2001-03-02 14:20:00,2001-03-02 14:14:00,2001-03-02 14:15:00,35,200103,200105,200107,200112,200201,200203,200205
2001-03-05,O,2001-03-04 20:00:00,2001-03-05 14:20:00,2001-03-05 14:14:00,2001-03-05 14:15:00,34,200103,200105,200107,200112,200201,200203,200205
2001-03-06,O,2001-03-05 20:00:00,2001-03-06 14:20:00,2001-03-06 14:14:00,2001-03-06 14:15:00,33,200103,200105,200107,200112,200201,200203,200205
2001-03-07,O,2001-03-06 20:00:00,2001-03-07 14:20:00,2001-03-07 14:14:00,2001-03-07 14:15:00,32,200103,200105,200107,200112,200201,200203,200205
2001-03-08,O,2001-03-07 20:00:00,2001-03-08 14:20:00,2001-03-08 14:14:00,2001-03-08 14:15:00,31,200103,200105,200107,200112,200201,200203,200205
2001-03-09,O,2001-03-08 20:00:00,2001-03-09 14:20:00,2001-03-09 14:14:00,2001-03-09 14:15:00,30,200103,200105,200107,200112,200201,200203,200205
2001-03-12,O,2001-03-11 20:00:00,2001-03-12 14:20:00,2001-03-12 14:14:00,2001-03-12 14:15:00,29,200103,200105,200107,200112,200201,200203,200205
2001-03-13,O,2001-03-12 20:00:00,2001-03-13 14:20:00,2001-03-13 14:14:00,2001-03-13 14:15:00,28,200103,200105,200107,200112,200201,200203,200205
2001-03-14,O,2001-03-13 20:00:00,2001-03-14 14:20:00,2001-03-14 14:14:00,2001-03-14 14:15:00,27,200103,200105,200107,200112,200201,200203,200205
2001-03-15,O,2001-03-14 20:00:00,2001-03-15 14:20:00,2001-03-15 14:14:00,2001-03-15 14:15:00,26,,200105,200107,200112,200201,200203,200205
2001-03-16,O,2001-03-15 20:00:00,2001-03-16 14:20:00,2001-03-16 14:14:00,2001-03-16 14:15:00,25,,200105,200107,200112,200201,200203,200205
2001-03-19,O,2001-03-18 20:00:00,2001-03-19 14:20:00,2001-03-19 14:14:00,2001-03-19 14:15:00,24,,200105,200107,200112,200201,200203,200205
2001-03-20,O,2001-03-19 20:00:00,2001-03-20 14:20:00,2001-03-20 14:14:00,2001-03-20 14:15:00,23,,200105,200107,200112,200201,200203,200205
2001-03-21,O,2001-03-20 20:00:00,2001-03-21 14:20:00,2001-03-21 14:14:00,2001-03-21 14:15:00,22,,200105,200107,200112,200201,200203,200205
2001-03-22,O,2001-03-21 20:00:00,2001-03-22 14:20:00,2001-03-22 14:14:00,2001-03-22 14:15:00,21,,200105,200107,200112,200201,200203,200205
2001-03-23,O,2001-03-22 20:00:00,2001-03-23 14:20:00,2001-03-23 14:14:00,2001-03-23 14:15:00,20,,200105,200107,200112,200201,200203,200205
2001-03-26,O,2001-03-25 20:00:00,2001-03-26 14:20:00,2001-03-26 14:14:00,2001-03-26 14:15:00,19,,200105,200107,200112,200201,200203,200205
2001-03-27,O,2001-03-26 20:00:00,2001-03-27 14:20:00,2001-03-27 14:14:00,2001-03-27 14:15:00,18,,200105,200107,200112,200201,200203,200205
2001-03-28,O,2001-03-27 20:00:00,2001-03-28 14:20:00,2001-03-28 14:14:00,2001-03-28 14:15:00,17,,200105,200107,200112,200201,200203,200205
2001-03-29,O,2001-03-28 20:00:00,2001-03-29 14:20:00,2001-03-29 14:14:00,2001-03-29 14:15:00,16,,200105,200107,200112,200201,200203,200205
2001-03-30,O,2001-03-29 20:00:00,2001-03-30 14:20:00,2001-03-30 14:14:00,2001-03-30 14:15:00,15,,200105,200107,200112,200201,200203,200205
2001-04-02,O,2001-04-01 20:00:00,2001-04-02 14:20:00,2001-04-02 14:14:00,2001-04-02 14:15:00,14,,200105,200107,200112,200201,200203,200205
2001-04-03,O,2001-04-02 20:00:00,2001-04-03 14:20:00,2001-04-03 14:14:00,2001-04-03 14:15:00,13,,200105,200107,200112,200201,200203,200205
2001-04-04,O,2001-04-03 20:00:00,2001-04-04 14:20:00,2001-04-04 14:14:00,2001-04-04 14:15:00,12,,200105,200107,200112,200201,200203,200205
