date,date_type,trading_hours_start,trading_hours_end,settlement_start,settlement_end,roll_countdown,FeederCattle_N0,FeederCattle_N1,FeederCattle_N2,FeederCattle_N3,FeederCattle_N4,FeederCattle_N5,FeederCattle_N6
1990-01-01,X,,,,,,,,,,,,
1990-01-02,O,1990-01-02 09:30:00,1990-01-02 14:05:00,1990-01-02 13:59:30,1990-01-02 14:00:00,33,199001,199003,199004,199005,199008,199009,199010
1990-01-03,O,1990-01-03 09:30:00,1990-01-03 14:05:00,1990-01-03 13:59:30,1990-01-03 14:00:00,32,199001,199003,199004,199005,199008,199009,199010
1990-01-04,O,1990-01-04 09:30:00,1990-01-04 14:05:00,1990-01-04 13:59:30,1990-01-04 14:00:00,31,199001,199003,199004,199005,199008,199009,199010
1990-01-05,O,1990-01-05 09:30:00,1990-01-05 14:05:00,1990-01-05 13:59:30,1990-01-05 14:00:00,30,199001,199003,199004,199005,199008,199009,199010
1990-01-08,O,1990-01-08 09:30:00,1990-01-08 14:05:00,1990-01-08 13:59:30,1990-01-08 14:00:00,29,199001,199003,199004,199005,199008,199009,199010
1990-01-09,O,1990-01-09 09:30:00,1990-01-09 14:05:00,1990-01-09 13:59:30,1990-01-09 14:00:00,28,199001,199003,199004,199005,199008,199009,199010
1990-01-10,O,1990-01-10 09:30:00,1990-01-10 14:05:00,1990-01-10 13:59:30,1990-01-10 14:00:00,27,199001,199003,199004,199005,199008,199009,199010
1990-01-11,O,1990-01-11 09:30:00,1990-01-11 14:05:00,1990-01-11 13:59:30,1990-01-11 14:00:00,26,199001,199003,199004,199005,199008,199009,199010
1990-01-12,O,1990-01-12 09:30:00,1990-01-12 14:05:00,1990-01-12 13:59:30,1990-01-12 14:00:00,25,199001,199003,199004,199005,199008,199009,199010
1990-01-15,O,1990-01-15 09:30:00,1990-01-15 14:05:00,1990-01-15 13:59:30,1990-01-15 14:00:00,24,199001,199003,199004,199005,199008,199009,199010
1990-01-16,O,1990-01-16 09:30:00,1990-01-16 14:05:00,1990-01-16 13:59:30,1990-01-16 14:00:00,23,199001,199003,199004,199005,199008,199009,199010
1990-01-17,O,1990-01-17 09:30:00,1990-01-17 14:05:00,1990-01-17 13:59:30,1990-01-17 14:00:00,22,199001,199003,199004,199005,199008,199009,199010
1990-01-18,O,1990-01-18 09:30:00,1990-01-18 14:05:00,1990-01-18 13:59:30,1990-01-18 14:00:00,21,199001,199003,199004,199005,199008,199009,199010
1990-01-19,O,1990-01-19 09:30:00,1990-01-19 14:05:00,1990-01-19 13:59:30,1990-01-19 14:00:00,20,199001,199003,199004,199005,199008,199009,199010
1990-01-22,O,1990-01-22 09:30:00,1990-01-22 14:05:00,1990-01-22 13:59:30,1990-01-22 14:00:00,19,199001,199003,199004,199005,199008,199009,199010
1990-01-23,O,1990-01-23 09:30:00,1990-01-23 14:05:00,1990-01-23 13:59:30,1990-01-23 14:00:00,18,199001,199003,199004,199005,199008,199009,199010
1990-01-24,O,1990-01-24 09:30:00,1990-01-24 14:05:00,1990-01-24 13:59:30,1990-01-24 14:00:00,17,199001,199003,199004,199005,199008,199009,199010
1990-01-25,O,1990-01-25 09:30:00,1990-01-25 14:05:00,1990-01-25 13:59:30,1990-01-25 14:00:00,16,199001,199003,199004,199005,199008,199009,199010
1990-01-26,O,1990-01-26 09:30:00,1990-01-26 14:05:00,1990-01-26 13:59:30,1990-01-26 14:00:00,15,,199003,199004,199005,199008,199009,199010
1990-01-29,O,1990-01-29 09:30:00,1990-01-29 14:05:00,1990-01-29 13:59:30,1990-01-29 14:00:00,14,,199003,199004,199005,199008,199009,199010
1990-01-30,O,1990-01-30 09:30:00,1990-01-30 14:05:00,1990-01-30 13:59:30,1990-01-30 14:00:00,13,,199003,199004,199005,199008,199009,199010
1990-01-31,O,1990-01-31 09:30:00,1990-01-31 14:05:00,1990-01-31 13:59:30,1990-01-31 14:00:00,12,,199003,199004,199005,199008,199009,199010
1990-02-01,O,1990-02-01 09:30:00,1990-02-01 14:05:00,1990-02-01 13:59:30,1990-02-01 14:00:00,11,,199003,199004,199005,199008,199009,199010
1990-02-02,O,1990-02-02 09:30:00,1990-02-02 14:05:00,1990-02-02 13:59:30,1990-02-02 14:00:00,10,,199003,199004,199005,199008,199009,199010
1990-02-05,O,1990-02-05 09:30:00,1990-02-05 14:05:00,1990-02-05 13:59:30,1990-02-05 14:00:00,9,,199003,199004,199005,199008,199009,199010
1990-02-06,O,1990-02-06 09:30:00,1990-02-06 14:05:00,1990-02-06 13:59:30,1990-02-06 14:00:00,8,,199003,199004,199005,199008,199009,199010
1990-02-07,O,1990-02-07 09:30:00,1990-02-07 14:05:00,1990-02-07 13:59:30,1990-02-07 14:00:00,7,,199003,199004,199005,199008,199009,199010
1990-02-08,O,1990-02-08 09:30:00,1990-02-08 14:05:00,1990-02-08 13:59:30,1990-02-08 14:00:00,6,,199003,199004,199005,199008,199009,199010
1990-02-09,O,1990-02-09 09:30:00,1990-02-09 14:05:00,1990-02-09 13:59:30,1990-02-09 14:00:00,5,,199003,199004,199005,199008,199009,199010
1990-02-12,O,1990-02-12 09:30:00,1990-02-12 14:05:00,1990-02-12 13:59:30,1990-02-12 14:00:00,4,,199003,199004,199005,199008,199009,199010
1990-02-13,O,1990-02-13 09:30:00,1990-02-13 14:05:00,1990-02-13 13:59:30,1990-02-13 14:00:00,3,,199003,199004,199005,199008,199009,199010
1990-02-14,O,1990-02-14 09:30:00,1990-02-14 14:05:00,1990-02-14 13:59:30,1990-02-14 14:00:00,2,,199003,199004,199005,199008,199009,199010
1990-02-15,O,1990-02-15 09:30:00,1990-02-15 14:05:00,1990-02-15 13:59:30,1990-02-15 14:00:00,1,,199003,199004,199005,199008,199009,199010
1990-02-16,O,1990-02-16 09:30:00,1990-02-16 14:05:00,1990-02-16 13:59:30,1990-02-16 14:00:00,0,,199003,199004,199005,199008,199009,199010
1990-02-19,X,,,,,,,,,,,,
1990-02-20,O,1990-02-20 09:30:00,1990-02-20 14:05:00,1990-02-20 13:59:30,1990-02-20 14:00:00,18,199003,199004,199005,199008,199009,199010,199011
1990-02-21,O,1990-02-21 09:30:00,1990-02-21 14:05:00,1990-02-21 13:59:30,1990-02-21 14:00:00,17,199003,199004,199005,199008,199009,199010,199011
1990-02-22,O,1990-02-22 09:30:00,1990-02-22 14:05:00,1990-02-22 13:59:30,1990-02-22 14:00:00,16,199003,199004,199005,199008,199009,199010,199011
1990-02-23,O,1990-02-23 09:30:00,1990-02-23 14:05:00,1990-02-23 13:59:30,1990-02-23 14:00:00,15,199003,199004,199005,199008,199009,199010,199011
1990-02-26,O,1990-02-26 09:30:00,1990-02-26 14:05:00,1990-02-26 13:59:30,1990-02-26 14:00:00,14,199003,199004,199005,199008,199009,199010,199011
1990-02-27,O,1990-02-27 09:30:00,1990-02-27 14:05:00,1990-02-27 13:59:30,1990-02-27 14:00:00,13,199003,199004,199005,199008,199009,199010,199011
1990-02-28,O,1990-02-28 09:30:00,1990-02-28 14:05:00,1990-02-28 13:59:30,1990-02-28 14:00:00,12,199003,199004,199005,199008,199009,199010,199011
1990-03-01,O,1990-03-01 09:30:00,1990-03-01 14:05:00,1990-03-01 13:59:30,1990-03-01 14:00:00,11,199003,199004,199005,199008,199009,199010,199011
1990-03-02,O,1990-03-02 09:30:00,1990-03-02 14:05:00,1990-03-02 13:59:30,1990-03-02 14:00:00,10,199003,199004,199005,199008,199009,199010,199011
1990-03-05,O,1990-03-05 09:30:00,1990-03-05 14:05:00,1990-03-05 13:59:30,1990-03-05 14:00:00,9,199003,199004,199005,199008,199009,199010,199011
1990-03-06,O,1990-03-06 09:30:00,1990-03-06 14:05:00,1990-03-06 13:59:30,1990-03-06 14:00:00,8,199003,199004,199005,199008,199009,199010,199011
1990-03-07,O,1990-03-07 09:30:00,1990-03-07 14:05:00,1990-03-07 13:59:30,1990-03-07 14:00:00,7,199003,199004,199005,199008,199009,199010,199011
1990-03-08,O,1990-03-08 09:30:00,1990-03-08 14:05:00,1990-03-08 13:59:30,1990-03-08 14:00:00,6,199003,199004,199005,199008,199009,199010,199011
1990-03-09,O,1990-03-09 09:30:00,1990-03-09 14:05:00,1990-03-09 13:59:30,1990-03-09 14:00:00,5,199003,199004,199005,199008,199009,199010,199011
1990-03-12,O,1990-03-12 09:30:00,1990-03-12 14:05:00,1990-03-12 13:59:30,1990-03-12 14:00:00,4,199003,199004,199005,199008,199009,199010,199011
1990-03-13,O,1990-03-13 09:30:00,1990-03-13 14:05:00,1990-03-13 13:59:30,1990-03-13 14:00:00,3,199003,199004,199005,199008,199009,199010,199011
1990-03-14,O,1990-03-14 09:30:00,1990-03-14 14:05:00,1990-03-14 13:59:30,1990-03-14 14:00:00,2,199003,199004,199005,199008,199009,199010,199011
1990-03-15,O,1990-03-15 09:30:00,1990-03-15 14:05:00,1990-03-15 13:59:30,1990-03-15 14:00:00,1,199003,199004,199005,199008,199009,199010,199011
1990-03-16,O,1990-03-16 09:30:00,1990-03-16 14:05:00,1990-03-16 13:59:30,1990-03-16 14:00:00,0,199003,199004,199005,199008,199009,199010,199011
1990-03-19,O,1990-03-19 09:30:00,1990-03-19 14:05:00,1990-03-19 13:59:30,1990-03-19 14:00:00,20,199004,199005,199008,199009,199010,199011,199101
1990-03-20,O,1990-03-20 09:30:00,1990-03-20 14:05:00,1990-03-20 13:59:30,1990-03-20 14:00:00,19,199004,199005,199008,199009,199010,199011,199101
1990-03-21,O,1990-03-21 09:30:00,1990-03-21 14:05:00,1990-03-21 13:59:30,1990-03-21 14:00:00,18,199004,199005,199008,199009,199010,199011,199101
1990-03-22,O,1990-03-22 09:30:00,1990-03-22 14:05:00,1990-03-22 13:59:30,1990-03-22 14:00:00,17,199004,199005,199008,199009,199010,199011,199101
1990-03-23,O,1990-03-23 09:30:00,1990-03-23 14:05:00,1990-03-23 13:59:30,1990-03-23 14:00:00,16,199004,199005,199008,199009,199010,199011,199101
1990-03-26,O,1990-03-26 09:30:00,1990-03-26 14:05:00,1990-03-26 13:59:30,1990-03-26 14:00:00,15,199004,199005,199008,199009,199010,199011,199101
1990-03-27,O,1990-03-27 09:30:00,1990-03-27 14:05:00,1990-03-27 13:59:30,1990-03-27 14:00:00,14,199004,199005,199008,199009,199010,199011,199101
1990-03-28,O,1990-03-28 09:30:00,1990-03-28 14:05:00,1990-03-28 13:59:30,1990-03-28 14:00:00,13,199004,199005,199008,199009,199010,199011,199101
1990-03-29,O,1990-03-29 09:30:00,1990-03-29 14:05:00,1990-03-29 13:59:30,1990-03-29 14:00:00,12,199004,199005,199008,199009,199010,199011,199101
1990-03-30,O,1990-03-30 09:30:00,1990-03-30 14:05:00,1990-03-30 13:59:30,1990-03-30 14:00:00,11,199004,199005,199008,199009,199010,199011,199101
1990-04-02,O,1990-04-02 09:30:00,1990-04-02 14:05:00,1990-04-02 13:59:30,1990-04-02 14:00:00,10,199004,199005,199008,199009,199010,199011,199101
1990-04-03,O,1990-04-03 09:30:00,1990-04-03 14:05:00,1990-04-03 13:59:30,1990-04-03 14:00:00,9,199004,199005,199008,199009,199010,199011,199101
1990-04-04,O,1990-04-04 09:30:00,1990-04-04 14:05:00,1990-04-04 13:59:30,1990-04-04 14:00:00,8,199004,199005,199008,199009,199010,199011,199101
1990-04-05,O,1990-04-05 09:30:00,1990-04-05 14:05:00,1990-04-05 13:59:30,1990-04-05 14:00:00,7,199004,199005,199008,199009,199010,199011,199101
1990-04-06,O,1990-04-06 09:30:00,1990-04-06 14:05:00,1990-04-06 13:59:30,1990-04-06 14:00:00,6,199004,199005,199008,199009,199010,199011,199101
1990-04-09,O,1990-04-09 09:30:00,1990-04-09 14:05:00,1990-04-09 13:59:30,1990-04-09 14:00:00,5,199004,199005,199008,199009,199010,199011,199101
1990-04-10,O,1990-04-10 09:30:00,1990-04-10 14:05:00,1990-04-10 13:59:30,1990-04-10 14:00:00,4,199004,199005,199008,199009,199010,199011,199101
1990-04-11,O,1990-04-11 09:30:00,1990-04-11 14:05:00,1990-04-11 13:59:30,1990-04-11 14:00:00,3,199004,199005,199008,199009,199010,199011,199101
1990-04-12,O,1990-04-12 09:30:00,1990-04-12 14:05:00,1990-04-12 13:59:30,1990-04-12 14:00:00,2,199004,199005,199008,199009,199010,199011,199101
1990-04-13,X,,,,,,,,,,,,
1990-04-16,O,1990-04-16 09:30:00,1990-04-16 14:05:00,1990-04-16 13:59:30,1990-04-16 14:00:00,1,199004,199005,199008,199009,199010,199011,199101
1990-04-17,O,1990-04-17 09:30:00,1990-04-17 14:05:00,1990-04-17 13:59:30,1990-04-17 14:00:00,0,199004,199005,199008,199009,199010,199011,199101
1990-04-18,O,1990-04-18 09:30:00,1990-04-18 14:05:00,1990-04-18 13:59:30,1990-04-18 14:00:00,66,199005,199008,199009,199010,199011,199101,199103
1990-04-19,O,1990-04-19 09:30:00,1990-04-19 14:05:00,1990-04-19 13:59:30,1990-04-19 14:00:00,65,199005,199008,199009,199010,199011,199101,199103
1990-04-20,O,1990-04-20 09:30:00,1990-04-20 14:05:00,1990-04-20 13:59:30,1990-04-20 14:00:00,64,199005,199008,199009,199010,199011,199101,199103
1990-04-23,O,1990-04-23 09:30:00,1990-04-23 14:05:00,1990-04-23 13:59:30,1990-04-23 14:00:00,63,199005,199008,199009,199010,199011,199101,199103
1990-04-24,O,1990-04-24 09:30:00,1990-04-24 14:05:00,1990-04-24 13:59:30,1990-04-24 14:00:00,62,199005,199008,199009,199010,199011,199101,199103
1990-04-25,O,1990-04-25 09:30:00,1990-04-25 14:05:00,1990-04-25 13:59:30,1990-04-25 14:00:00,61,199005,199008,199009,199010,199011,199101,199103
1990-04-26,O,1990-04-26 09:30:00,1990-04-26 14:05:00,1990-04-26 13:59:30,1990-04-26 14:00:00,60,199005,199008,199009,199010,199011,199101,199103
1990-04-27,O,1990-04-27 09:30:00,1990-04-27 14:05:00,1990-04-27 13:59:30,1990-04-27 14:00:00,59,199005,199008,199009,199010,199011,199101,199103
1990-04-30,O,1990-04-30 09:30:00,1990-04-30 14:05:00,1990-04-30 13:59:30,1990-04-30 14:00:00,58,199005,199008,199009,199010,199011,199101,199103
1990-05-01,O,1990-05-01 09:30:00,1990-05-01 14:05:00,1990-05-01 13:59:30,1990-05-01 14:00:00,57,199005,199008,199009,199010,199011,199101,199103
1990-05-02,O,1990-05-02 09:30:00,1990-05-02 14:05:00,1990-05-02 13:59:30,1990-05-02 14:00:00,56,199005,199008,199009,199010,199011,199101,199103
1990-05-03,O,1990-05-03 09:30:00,1990-05-03 14:05:00,1990-05-03 13:59:30,1990-05-03 14:00:00,55,199005,199008,199009,199010,199011,199101,199103
1990-05-04,O,1990-05-04 09:30:00,1990-05-04 14:05:00,1990-05-04 13:59:30,1990-05-04 14:00:00,54,199005,199008,199009,199010,199011,199101,199103
1990-05-07,O,1990-05-07 09:30:00,1990-05-07 14:05:00,1990-05-07 13:59:30,1990-05-07 14:00:00,53,199005,199008,199009,199010,199011,199101,199103
1990-05-08,O,1990-05-08 09:30:00,1990-05-08 14:05:00,1990-05-08 13:59:30,1990-05-08 14:00:00,52,199005,199008,199009,199010,199011,199101,199103
1990-05-09,O,1990-05-09 09:30:00,1990-05-09 14:05:00,1990-05-09 13:59:30,1990-05-09 14:00:00,51,199005,199008,199009,199010,199011,199101,199103
1990-05-10,O,1990-05-10 09:30:00,1990-05-10 14:05:00,1990-05-10 13:59:30,1990-05-10 14:00:00,50,199005,199008,199009,199010,199011,199101,199103
1990-05-11,O,1990-05-11 09:30:00,1990-05-11 14:05:00,1990-05-11 13:59:30,1990-05-11 14:00:00,49,199005,199008,199009,199010,199011,199101,199103
1990-05-14,O,1990-05-14 09:30:00,1990-05-14 14:05:00,1990-05-14 13:59:30,1990-05-14 14:00:00,48,199005,199008,199009,199010,199011,199101,199103
1990-05-15,O,1990-05-15 09:30:00,1990-05-15 14:05:00,1990-05-15 13:59:30,1990-05-15 14:00:00,47,199005,199008,199009,199010,199011,199101,199103
1990-05-16,O,1990-05-16 09:30:00,1990-05-16 14:05:00,1990-05-16 13:59:30,1990-05-16 14:00:00,46,199005,199008,199009,199010,199011,199101,199103
1990-05-17,O,1990-05-17 09:30:00,1990-05-17 14:05:00,1990-05-17 13:59:30,1990-05-17 14:00:00,45,199005,199008,199009,199010,199011,199101,199103
1990-05-18,O,1990-05-18 09:30:00,1990-05-18 14:05:00,1990-05-18 13:59:30,1990-05-18 14:00:00,44,199005,199008,199009,199010,199011,199101,199103
1990-05-21,O,1990-05-21 09:30:00,1990-05-21 14:05:00,1990-05-21 13:59:30,1990-05-21 14:00:00,43,199005,199008,199009,199010,199011,199101,199103
1990-05-22,O,1990-05-22 09:30:00,1990-05-22 14:05:00,1990-05-22 13:59:30,1990-05-22 14:00:00,42,199005,199008,199009,199010,199011,199101,199103
1990-05-23,O,1990-05-23 09:30:00,1990-05-23 14:05:00,1990-05-23 13:59:30,1990-05-23 14:00:00,41,199005,199008,199009,199010,199011,199101,199103
1990-05-24,O,1990-05-24 09:30:00,1990-05-24 14:05:00,1990-05-24 13:59:30,1990-05-24 14:00:00,40,199005,199008,199009,199010,199011,199101,199103
1990-05-25,O,1990-05-25 09:30:00,1990-05-25 14:05:00,1990-05-25 13:59:30,1990-05-25 14:00:00,39,,199008,199009,199010,199011,199101,199103
1990-05-28,X,,,,,,,,,,,,
1990-05-29,O,1990-05-29 09:30:00,1990-05-29 14:05:00,1990-05-29 13:59:30,1990-05-29 14:00:00,38,,199008,199009,199010,199011,199101,199103
1990-05-30,O,1990-05-30 09:30:00,1990-05-30 14:05:00,1990-05-30 13:59:30,1990-05-30 14:00:00,37,,199008,199009,199010,199011,199101,199103
1990-05-31,O,1990-05-31 09:30:00,1990-05-31 14:05:00,1990-05-31 13:59:30,1990-05-31 14:00:00,36,,199008,199009,199010,199011,199101,199103
1990-06-01,O,1990-06-01 09:30:00,1990-06-01 14:05:00,1990-06-01 13:59:30,1990-06-01 14:00:00,35,,199008,199009,199010,199011,199101,199103
1990-06-04,O,1990-06-04 09:30:00,1990-06-04 14:05:00,1990-06-04 13:59:30,1990-06-04 14:00:00,34,,199008,199009,199010,199011,199101,199103
1990-06-05,O,1990-06-05 09:30:00,1990-06-05 14:05:00,1990-06-05 13:59:30,1990-06-05 14:00:00,33,,199008,199009,199010,199011,199101,199103
1990-06-06,O,1990-06-06 09:30:00,1990-06-06 14:05:00,1990-06-06 13:59:30,1990-06-06 14:00:00,32,,199008,199009,199010,199011,199101,199103
1990-06-07,O,1990-06-07 09:30:00,1990-06-07 14:05:00,1990-06-07 13:59:30,1990-06-07 14:00:00,31,,199008,199009,199010,199011,199101,199103
1990-06-08,O,1990-06-08 09:30:00,1990-06-08 14:05:00,1990-06-08 13:59:30,1990-06-08 14:00:00,30,,199008,199009,199010,199011,199101,199103
1990-06-11,O,1990-06-11 09:30:00,1990-06-11 14:05:00,1990-06-11 13:59:30,1990-06-11 14:00:00,29,,199008,199009,199010,199011,199101,199103
1990-06-12,O,1990-06-12 09:30:00,1990-06-12 14:05:00,1990-06-12 13:59:30,1990-06-12 14:00:00,28,,199008,199009,199010,199011,199101,199103
1990-06-13,O,1990-06-13 09:30:00,1990-06-13 14:05:00,1990-06-13 13:59:30,1990-06-13 14:00:00,27,,199008,199009,199010,199011,199101,199103
1990-06-14,O,1990-06-14 09:30:00,1990-06-14 14:05:00,1990-06-14 13:59:30,1990-06-14 14:00:00,26,,199008,199009,199010,199011,199101,199103
1990-06-15,O,1990-06-15 09:30:00,1990-06-15 14:05:00,1990-06-15 13:59:30,1990-06-15 14:00:00,25,,199008,199009,199010,199011,199101,199103
1990-06-18,O,1990-06-18 09:30:00,1990-06-18 14:05:00,1990-06-18 13:59:30,1990-06-18 14:00:00,24,,199008,199009,199010,199011,199101,199103
1990-06-19,O,1990-06-19 09:30:00,1990-06-19 14:05:00,1990-06-19 13:59:30,1990-06-19 14:00:00,23,,199008,199009,199010,199011,199101,199103
1990-06-20,O,1990-06-20 09:30:00,1990-06-20 14:05:00,1990-06-20 13:59:30,1990-06-20 14:00:00,22,,199008,199009,199010,199011,199101,199103
1990-06-21,O,1990-06-21 09:30:00,1990-06-21 14:05:00,1990-06-21 13:59:30,1990-06-21 14:00:00,21,,199008,199009,199010,199011,199101,199103
1990-06-22,O,1990-06-22 09:30:00,1990-06-22 14:05:00,1990-06-22 13:59:30,1990-06-22 14:00:00,20,,199008,199009,199010,199011,199101,199103
1990-06-25,O,1990-06-25 09:30:00,1990-06-25 14:05:00,1990-06-25 13:59:30,1990-06-25 14:00:00,19,,199008,199009,199010,199011,199101,199103
1990-06-26,O,1990-06-26 09:30:00,1990-06-26 14:05:00,1990-06-26 13:59:30,1990-06-26 14:00:00,18,,199008,199009,199010,199011,199101,199103
1990-06-27,O,1990-06-27 09:30:00,1990-06-27 14:05:00,1990-06-27 13:59:30,1990-06-27 14:00:00,17,,199008,199009,199010,199011,199101,199103
1990-06-28,O,1990-06-28 09:30:00,1990-06-28 14:05:00,1990-06-28 13:59:30,1990-06-28 14:00:00,16,,199008,199009,199010,199011,199101,199103
1990-06-29,O,1990-06-29 09:30:00,1990-06-29 14:05:00,1990-06-29 13:59:30,1990-06-29 14:00:00,15,,199008,199009,199010,199011,199101,199103
1990-07-02,O,1990-07-02 09:30:00,1990-07-02 14:05:00,1990-07-02 13:59:30,1990-07-02 14:00:00,14,,199008,199009,199010,199011,199101,199103
1990-07-03,O,1990-07-03 09:30:00,1990-07-03 14:05:00,1990-07-03 13:59:30,1990-07-03 14:00:00,13,,199008,199009,199010,199011,199101,199103
1990-07-04,X,,,,,,,,,,,,
1990-07-05,O,1990-07-05 09:30:00,1990-07-05 14:05:00,1990-07-05 13:59:30,1990-07-05 14:00:00,12,,199008,199009,199010,199011,199101,199103
1990-07-06,O,1990-07-06 09:30:00,1990-07-06 14:05:00,1990-07-06 13:59:30,1990-07-06 14:00:00,11,,199008,199009,199010,199011,199101,199103
1990-07-09,O,1990-07-09 09:30:00,1990-07-09 14:05:00,1990-07-09 13:59:30,1990-07-09 14:00:00,10,,199008,199009,199010,199011,199101,199103
1990-07-10,O,1990-07-10 09:30:00,1990-07-10 14:05:00,1990-07-10 13:59:30,1990-07-10 14:00:00,9,,199008,199009,199010,199011,199101,199103
1990-07-11,O,1990-07-11 09:30:00,1990-07-11 14:05:00,1990-07-11 13:59:30,1990-07-11 14:00:00,8,,199008,199009,199010,199011,199101,199103
1990-07-12,O,1990-07-12 09:30:00,1990-07-12 14:05:00,1990-07-12 13:59:30,1990-07-12 14:00:00,7,,199008,199009,199010,199011,199101,199103
1990-07-13,O,1990-07-13 09:30:00,1990-07-13 14:05:00,1990-07-13 13:59:30,1990-07-13 14:00:00,6,,199008,199009,199010,199011,199101,199103
1990-07-16,O,1990-07-16 09:30:00,1990-07-16 14:05:00,1990-07-16 13:59:30,1990-07-16 14:00:00,5,,199008,199009,199010,199011,199101,199103
1990-07-17,O,1990-07-17 09:30:00,1990-07-17 14:05:00,1990-07-17 13:59:30,1990-07-17 14:00:00,4,,199008,199009,199010,199011,199101,199103
1990-07-18,O,1990-07-18 09:30:00,1990-07-18 14:05:00,1990-07-18 13:59:30,1990-07-18 14:00:00,3,,199008,199009,199010,199011,199101,199103
1990-07-19,O,1990-07-19 09:30:00,1990-07-19 14:05:00,1990-07-19 13:59:30,1990-07-19 14:00:00,2,,199008,199009,199010,199011,199101,199103
1990-07-20,O,1990-07-20 09:30:00,1990-07-20 14:05:00,1990-07-20 13:59:30,1990-07-20 14:00:00,1,,199008,199009,199010,199011,199101,199103
1990-07-23,O,1990-07-23 09:30:00,1990-07-23 14:05:00,1990-07-23 13:59:30,1990-07-23 14:00:00,0,,199008,199009,199010,199011,199101,199103
1990-07-24,O,1990-07-24 09:30:00,1990-07-24 14:05:00,1990-07-24 13:59:30,1990-07-24 14:00:00,18,199008,199009,199010,199011,199101,199103,199104
1990-07-25,O,1990-07-25 09:30:00,1990-07-25 14:05:00,1990-07-25 13:59:30,1990-07-25 14:00:00,17,199008,199009,199010,199011,199101,199103,199104
1990-07-26,O,1990-07-26 09:30:00,1990-07-26 14:05:00,1990-07-26 13:59:30,1990-07-26 14:00:00,16,199008,199009,199010,199011,199101,199103,199104
1990-07-27,O,1990-07-27 09:30:00,1990-07-27 14:05:00,1990-07-27 13:59:30,1990-07-27 14:00:00,15,199008,199009,199010,199011,199101,199103,199104
1990-07-30,O,1990-07-30 09:30:00,1990-07-30 14:05:00,1990-07-30 13:59:30,1990-07-30 14:00:00,14,199008,199009,199010,199011,199101,199103,199104
1990-07-31,O,1990-07-31 09:30:00,1990-07-31 14:05:00,1990-07-31 13:59:30,1990-07-31 14:00:00,13,199008,199009,199010,199011,199101,199103,199104
1990-08-01,O,1990-08-01 09:30:00,1990-08-01 14:05:00,1990-08-01 13:59:30,1990-08-01 14:00:00,12,199008,199009,199010,199011,199101,199103,199104
1990-08-02,O,1990-08-02 09:30:00,1990-08-02 14:05:00,1990-08-02 13:59:30,1990-08-02 14:00:00,11,199008,199009,199010,199011,199101,199103,199104
1990-08-03,O,1990-08-03 09:30:00,1990-08-03 14:05:00,1990-08-03 13:59:30,1990-08-03 14:00:00,10,199008,199009,199010,199011,199101,199103,199104
1990-08-06,O,1990-08-06 09:30:00,1990-08-06 14:05:00,1990-08-06 13:59:30,1990-08-06 14:00:00,9,199008,199009,199010,199011,199101,199103,199104
1990-08-07,O,1990-08-07 09:30:00,1990-08-07 14:05:00,1990-08-07 13:59:30,1990-08-07 14:00:00,8,199008,199009,199010,199011,199101,199103,199104
1990-08-08,O,1990-08-08 09:30:00,1990-08-08 14:05:00,1990-08-08 13:59:30,1990-08-08 14:00:00,7,199008,199009,199010,199011,199101,199103,199104
1990-08-09,O,1990-08-09 09:30:00,1990-08-09 14:05:00,1990-08-09 13:59:30,1990-08-09 14:00:00,6,199008,199009,199010,199011,199101,199103,199104
1990-08-10,O,1990-08-10 09:30:00,1990-08-10 14:05:00,1990-08-10 13:59:30,1990-08-10 14:00:00,5,199008,199009,199010,199011,199101,199103,199104
1990-08-13,O,1990-08-13 09:30:00,1990-08-13 14:05:00,1990-08-13 13:59:30,1990-08-13 14:00:00,4,199008,199009,199010,199011,199101,199103,199104
1990-08-14,O,1990-08-14 09:30:00,1990-08-14 14:05:00,1990-08-14 13:59:30,1990-08-14 14:00:00,3,199008,199009,199010,199011,199101,199103,199104
1990-08-15,O,1990-08-15 09:30:00,1990-08-15 14:05:00,1990-08-15 13:59:30,1990-08-15 14:00:00,2,199008,199009,199010,199011,199101,199103,199104
1990-08-16,O,1990-08-16 09:30:00,1990-08-16 14:05:00,1990-08-16 13:59:30,1990-08-16 14:00:00,1,199008,199009,199010,199011,199101,199103,199104
1990-08-17,O,1990-08-17 09:30:00,1990-08-17 14:05:00,1990-08-17 13:59:30,1990-08-17 14:00:00,0,199008,199009,199010,199011,199101,199103,199104
1990-08-20,O,1990-08-20 09:30:00,1990-08-20 14:05:00,1990-08-20 13:59:30,1990-08-20 14:00:00,19,199009,199010,199011,199101,199103,199104,199105
1990-08-21,O,1990-08-21 09:30:00,1990-08-21 14:05:00,1990-08-21 13:59:30,1990-08-21 14:00:00,18,199009,199010,199011,199101,199103,199104,199105
1990-08-22,O,1990-08-22 09:30:00,1990-08-22 14:05:00,1990-08-22 13:59:30,1990-08-22 14:00:00,17,199009,199010,199011,199101,199103,199104,199105
1990-08-23,O,1990-08-23 09:30:00,1990-08-23 14:05:00,1990-08-23 13:59:30,1990-08-23 14:00:00,16,199009,199010,199011,199101,199103,199104,199105
1990-08-24,O,1990-08-24 09:30:00,1990-08-24 14:05:00,1990-08-24 13:59:30,1990-08-24 14:00:00,15,199009,199010,199011,199101,199103,199104,199105
